species,element,ion,wavelength_air_A,excitation_potential_eV,log_gf,hfs_n_components,reference_code,gf_tier
Fe I,Fe,1,13870.1261,5.8517,-2.459,1,K14,KURUCZ
Ca I,Ca,1,13870.6957,4.6802,-2.22,1,K07,KURUCZ
Ni I,Ni,1,13870.826599999999,5.3634,-0.13800000000000004,1,K08,KURUCZ
Ni I,Ni,1,13871.6119,5.831,-1.427,1,K08,KURUCZ
Ni I,Ni,1,13873.0575,6.1716,0.374,1,K08,KURUCZ
Ca I,Ca,1,13873.9393,4.6806,-1.866,1,K07,KURUCZ
Ni I,Ni,1,13874.2011,6.2422,-1.823,1,K08,KURUCZ
Ca I,Ca,1,13875.264099999999,5.0486,-1.706,1,K07,KURUCZ
Ni I,Ni,1,13876.2501,6.0995,-1.056,1,K08,KURUCZ
Ca I,Ca,1,13876.7894,4.6813,-1.593,1,K07,KURUCZ
Ni I,Ni,1,13877.6678,6.0527,-1.969,1,K08,KURUCZ
Fe I,Fe,1,13881.038,6.092,-2.807,1,K14,KURUCZ
Ni I,Ni,1,13882.6456,6.2422,0.53,1,K08,KURUCZ
Ni I,Ni,1,13882.8923,6.2915,0.346,1,K08,KURUCZ
Fe I,Fe,1,13882.9675,6.4106,-2.597,1,K14,KURUCZ
Ti I,Ti,1,13883.409,4.0313,-1.134,1,K16,KURUCZ
V I,V,1,13885.536000000002,2.3737,-0.809,1,K09,KURUCZ
K I,K,1,13886.649,3.3968,-1.39,1,KP,OTHER
Fe I,Fe,1,13887.4243,6.2517,-2.614,1,K14,KURUCZ
Fe I,Fe,1,13888.2597,6.7546,-1.638,1,K14,KURUCZ
Fe I,Fe,1,13888.7073,5.7934,-2.375,1,K14,KURUCZ
Fe I,Fe,1,13892.5654,6.6149,-1.813,1,K14,KURUCZ
Fe I,Fe,1,13896.3117,6.7609,-1.834,1,K14,KURUCZ
Si I,Si,1,13897.0574,7.1252,-1.731,1,K07,KURUCZ
Ni I,Ni,1,13898.9759,6.1165,-1.583,1,K08,KURUCZ
Si I,Si,1,13905.3382,6.3991,-0.436,1,K07,KURUCZ
Fe I,Fe,1,13905.9978,5.8517,-2.576,1,K14,KURUCZ
Fe I,Fe,1,13906.2821,5.5068,-3.234,1,K14,KURUCZ
S I,S,1,13908.7721,8.766,-1.923,1,K04,KURUCZ
Fe I,Fe,1,13908.9869,6.361,-2.257,1,K14,KURUCZ
Fe I,Fe,1,13910.0513,6.3597,-1.78,1,K14,KURUCZ
Si I,Si,1,13910.7287,7.1252,-2.684,1,K07,KURUCZ
Fe I,Fe,1,13911.143,5.4781,-3.172,1,K14,KURUCZ
Co I,Co,1,13914.087096249483,5.976200000000001,-0.8553027365267172,14,K08,KURUCZ
Co I,Co,1,13914.4482671729,5.9762,-1.3288239836244604,2,K08,KURUCZ
Co I,Co,1,13914.6428,5.9762,-1.276,1,K08,KURUCZ
Co I,Co,1,13914.8792,5.9763,-1.135,1,K08,KURUCZ
Si I,Si,1,13918.1325,6.2227,-1.898,1,K07,KURUCZ
Fe I,Fe,1,13920.4446,4.1426,-4.539,1,K14,KURUCZ
Fe I,Fe,1,13922.0264,6.6973,-2.305,1,K14,KURUCZ
Ni I,Ni,1,13922.1253,6.2422,0.378,1,K08,KURUCZ
Si I,Si,1,13925.2804,7.1252,-2.358,1,K07,KURUCZ
Fe II,Fe,2,13925.9477,6.8073,-2.956,1,RU,OTHER
Fe I,Fe,1,13926.3551,5.8517,-3.052,1,K14,KURUCZ
Fe I,Fe,1,13926.52,5.6207,-3.103,1,K14,KURUCZ
Fe I,Fe,1,13927.9654,3.3009,-5.199,1,K14,KURUCZ
Fe I,Fe,1,13928.86,5.8135,-2.677,1,K14,KURUCZ
Fe I,Fe,1,13928.968699999998,5.861,-2.443,1,K14,KURUCZ
Ni I,Ni,1,13929.3996,5.4125,-2.167,1,K08,KURUCZ
Fe II,Fe,2,13929.8692,3.9034,-5.73,1,RU,OTHER
Ni I,Ni,1,13931.5173,6.0859,0.36800000000000005,1,K08,KURUCZ
Fe I,Fe,1,13932.2628,6.2222,-2.265,1,K14,KURUCZ
Fe I,Fe,1,13933.3483,5.4907,-3.353,1,K14,KURUCZ
Fe I,Fe,1,13935.8655,5.6424,-2.712,1,K14,KURUCZ
Fe I,Fe,1,13939.691499999999,6.4399,-1.671,1,K14,KURUCZ
C I,C,1,13939.86,9.6311,-1.575,1,VALD3,VALD3
V I,V,1,13939.883989960033,1.8534999999999995,-2.2130417067971138,22,K09,KURUCZ
Fe I,Fe,1,13941.509099999997,4.985,-3.664,1,K14,KURUCZ
Ni I,Ni,1,13942.1099,6.2422,0.15300000000000002,1,K08,KURUCZ
Si I,Si,1,13942.598,7.0693,-1.802,1,K07,KURUCZ
Fe I,Fe,1,13944.2626,6.0663,-2.376,1,K14,KURUCZ
Fe I,Fe,1,13945.7079,5.4759,-2.736,1,K14,KURUCZ
Si I,Si,1,13945.809099999999,7.0917,-1.398,1,K07,KURUCZ
Fe I,Fe,1,13945.9997,6.4403,-1.777,1,K14,KURUCZ
Ni I,Ni,1,13946.3149,6.0793,-1.841,1,K08,KURUCZ
Fe I,Fe,1,13947.6088,6.2181,-2.2,1,K14,KURUCZ
Si I,Si,1,13949.675600000002,6.1807,-1.371,1,K07,KURUCZ
Mg I,Mg,1,13949.72493098512,6.5879,-1.1489427395061156,2,KP,OTHER
Fe I,Fe,1,13953.3281,5.8388,-2.855,1,K14,KURUCZ
Ni I,Ni,1,13954.1288,6.0969,-1.402,1,K08,KURUCZ
Ni I,Ni,1,13954.2576,6.0969,-1.816,1,K08,KURUCZ
Fe I,Fe,1,13955.1064,6.1189,-2.575,1,K14,KURUCZ
Ni I,Ni,1,13955.696700000002,6.0859,-0.12,1,K08,KURUCZ
Ni I,Ni,1,13956.9163,6.1716,0.281,1,K08,KURUCZ
Fe I,Fe,1,13957.5906,6.8346,-1.933,1,K14,KURUCZ
Fe I,Fe,1,13959.9761,5.5022,-3.058,1,K14,KURUCZ
Fe I,Fe,1,13960.110700000001,4.2176,-4.098,1,K14,KURUCZ
Mn I,Mn,1,13961.8751,6.9048,-0.383,1,K07,KURUCZ
Fe I,Fe,1,13965.5496,4.7331,-3.692,1,K14,KURUCZ
Ni I,Ni,1,13966.9485,6.0859,0.541,1,K08,KURUCZ
Si I,Si,1,13967.4578,7.1343,-2.654,1,K07,KURUCZ
Ni I,Ni,1,13967.904699999997,6.1716,0.416,1,K08,KURUCZ
Fe I,Fe,1,13972.3752,5.5068,-3.455,1,K14,KURUCZ
Ti I,Ti,1,13972.998200000002,2.1747,-2.81,1,K16,KURUCZ
Fe I,Fe,1,13975.0003,5.5237,-3.39,1,K14,KURUCZ
S I,S,1,13975.0452,8.766,-1.277,1,K04,KURUCZ
Fe I,Fe,1,13975.2328,6.4736,-2.2,1,K14,KURUCZ
Fe I,Fe,1,13975.3012,6.3981,-2.589,1,K14,KURUCZ
Ni I,Ni,1,13976.8603,6.0859,-1.685,1,K08,KURUCZ
Fe I,Fe,1,13980.2436,6.368,-2.6,1,K14,KURUCZ
Ni I,Ni,1,13980.2733,4.4187,-3.554,1,K08,KURUCZ
Ni I,Ni,1,13980.386,4.4187,-2.696,1,K08,KURUCZ
Ni I,Ni,1,13980.499199999998,4.4187,-2.282,1,K08,KURUCZ
S I,S,1,13981.3229,8.766,-1.586,1,K04,KURUCZ
Fe I,Fe,1,13982.9949,6.4013,-2.51,1,K14,KURUCZ
Ni I,Ni,1,13983.6162,5.5945,-2.095,1,K08,KURUCZ
Fe I,Fe,1,13984.6027,5.5392,-2.847,1,K14,KURUCZ
S I,S,1,13986.201099999998,8.766,-1.66,1,K04,KURUCZ
Fe I,Fe,1,13988.1463,6.1751,-1.953,1,K14,KURUCZ
C I,C,1,13993.46,8.8507,-2.056,1,VALD3,VALD3
Si I,Si,1,13995.4486,6.206,-0.259,1,K07,KURUCZ
Fe I,Fe,1,13997.4983,5.9715,-2.762,1,K14,KURUCZ
Fe I,Fe,1,13997.510100000001,5.7066,-3.234,1,K14,KURUCZ
Mn I,Mn,1,13997.520020449767,2.1867,-1.7798160962029186,6,VALD3,VALD3
Fe I,Fe,1,13998.4744,5.0703,-3.427,1,K14,KURUCZ
Ni I,Ni,1,14003.1273,6.0859,0.194,1,K08,KURUCZ
Fe I,Fe,1,14003.3038,6.409,-1.904,1,K14,KURUCZ
Fe I,Fe,1,14005.8973,6.4258,-2.515,1,K14,KURUCZ
Ni I,Ni,1,14009.5872,6.2881,-1.427,1,K08,KURUCZ
Fe I,Fe,1,14010.5179,6.4399,-2.566,1,K14,KURUCZ
Fe I,Fe,1,14011.5036,6.2368,-2.208,1,K14,KURUCZ
Si I,Si,1,14013.318300000003,6.6161,-1.73,1,K07,KURUCZ
Fe I,Fe,1,14016.890299999997,6.4403,-2.148,1,K14,KURUCZ
Fe I,Fe,1,14017.731499999998,6.275,-2.332,1,K14,KURUCZ
Ca I,Ca,1,14018.4057,5.0182,-2.433,1,K07,KURUCZ
S I,S,1,14019.6167,8.0457,-2.143,1,K04,KURUCZ
Si I,Si,1,14026.4756,6.1807,-0.713,1,K07,KURUCZ
S I,S,1,14026.5071,9.8413,-0.359,1,K04,KURUCZ
Si I,Si,1,14028.0541,7.0644,-1.871,1,K07,KURUCZ
Si I,Si,1,14029.4833,7.166,-0.773,1,K07,KURUCZ
Fe I,Fe,1,14032.2559,6.7696,-1.764,1,K14,KURUCZ
Fe I,Fe,1,14035.342900000001,6.411,-4.133,1,K14,KURUCZ
Fe I,Fe,1,14035.5025,6.764,-3.279,1,K14,KURUCZ
P I,P,1,14036.62,8.1148,0.0,1,GUES,OTHER
Ti I,Ti,1,14036.815,4.0344,-2.106,1,K16,KURUCZ
Si I,Si,1,14037.008100000001,7.166,-3.489,1,K07,KURUCZ
Fe I,Fe,1,14037.995600000002,6.2222,-2.011,1,K14,KURUCZ
Zn I,Zn,1,14038.695,6.917,0.12999999999999998,1,Wa,OTHER
Ti I,Ti,1,14039.657600000002,4.7085,-1.607,1,K16,KURUCZ
Fe I,Fe,1,14040.1899,6.368,-2.846,1,K14,KURUCZ
Cr I,Cr,1,14040.397,5.9347,-1.315,1,K16,KURUCZ
Fe I,Fe,1,14040.5685,4.5931,-4.822,1,K14,KURUCZ
V I,V,1,14040.68423166508,1.859885714285714,-0.7453155782761597,42,VALD3,VALD3
Si I,Si,1,14041.7853,6.7606,-3.42,1,K07,KURUCZ
Si I,Si,1,14043.0398,6.7181,-0.889,1,K07,KURUCZ
Fe I,Fe,1,14043.241,6.368,-2.126,1,K14,KURUCZ
Fe I,Fe,1,14043.4994,5.0638,-3.284,1,K14,KURUCZ
P I,P,1,14043.616,7.4038,-1.5,1,GUES,OTHER
Er II,Er,2,14047.103,2.7145,-1.05,1,VALD3,VALD3
Fe I,Fe,1,14048.7982,5.1124,-3.09,1,K14,KURUCZ
Ti I,Ti,1,14049.4478,4.2252,-1.443,1,K16,KURUCZ
Fe I,Fe,1,14050.9781,6.3685,-2.724,1,K14,KURUCZ
Co I,Co,1,14051.870782875,5.552257142857142,-1.4799602424776095,21,K08,KURUCZ
Fe II,Fe,2,14053.4866,3.2673,-7.759,1,K13,KURUCZ
Si I,Si,1,14054.8202,7.1343,-2.809,1,K07,KURUCZ
Ni I,Ni,1,14056.957121344914,5.8445,-1.661400253872902,2,K08,KURUCZ
Fe I,Fe,1,14057.7828,6.3503,-2.94,1,K14,KURUCZ
Fe I,Fe,1,14057.9686,5.1055,-3.292,1,K14,KURUCZ
Ni I,Ni,1,14058.0615,6.9055,0.057000000000000044,1,K08,KURUCZ
Fe I,Fe,1,14059.3149,6.3705,-2.069,1,K14,KURUCZ
Si I,Si,1,14059.9852,5.0823,-2.358,1,K07,KURUCZ
Co I,Co,1,14061.009000196624,5.66305,0.84619119925981,16,K08,KURUCZ
Co I,Co,1,14061.616833475135,5.66315,-1.0955127991822784,2,K08,KURUCZ
Co I,Co,1,14061.7636,5.6631,-2.156,1,K08,KURUCZ
Co I,Co,1,14061.922499999999,5.6631,-2.339,1,K08,KURUCZ
Co I,Co,1,14062.0963,5.6632,-2.721,1,K08,KURUCZ
Si I,Si,1,14062.783799999997,6.6192,-2.338,1,K07,KURUCZ
S I,S,1,14063.2862,9.8413,-0.787,1,K04,KURUCZ
Ni I,Ni,1,14064.0934,6.2915,-0.347,1,K08,KURUCZ
Fe I,Fe,1,14064.8374,6.2655,-2.303,1,K14,KURUCZ
Fe I,Fe,1,14065.0709,5.5122,-3.629,1,K14,KURUCZ
Al I,Al,1,14067.605999999998,4.9931,-2.326,1,K75,KURUCZ
Ti I,Ti,1,14071.4178,4.0366,-1.649,1,K16,KURUCZ
Fe I,Fe,1,14072.012,6.3939,-2.585,1,K14,KURUCZ
Si I,Si,1,14072.3666,7.0399,-2.038,1,K07,KURUCZ
Si I,Si,1,14073.3709,6.1248,-0.862,1,K07,KURUCZ
Fe I,Fe,1,14074.6211,6.7246,-1.79,1,K14,KURUCZ
Fe I,Fe,1,14076.266,6.3253,-2.071,1,K14,KURUCZ
Si I,Si,1,14077.7149,7.0644,-2.04,1,K07,KURUCZ
Al I,Al,1,14078.792,4.9938,-2.071,1,K75,KURUCZ
Ti I,Ti,1,14079.1166,2.2674,-2.891,1,K16,KURUCZ
Fe I,Fe,1,14079.3704,5.9872,-2.7,1,K14,KURUCZ
Si I,Si,1,14080.736700000001,6.7206,-1.064,1,K07,KURUCZ
Ni I,Ni,1,14080.780345928752,5.4809,-2.180400253872902,2,K08,KURUCZ
Si I,Si,1,14081.1155,6.6192,-2.644,1,K07,KURUCZ
Si I,Si,1,14082.258,6.7206,-2.137,1,K07,KURUCZ
Fe I,Fe,1,14082.9364,6.3705,-1.844,1,K14,KURUCZ
Cr I,Cr,1,14083.7836,5.1341,-1.784,1,K16,KURUCZ
Si I,Si,1,14084.0475,6.7206,-0.885,1,K07,KURUCZ
S I,S,1,14084.8035,9.845,-0.82,1,K04,KURUCZ
