# Heiter et al. 2021, A&A 645 A106 (2021A&A...645A.106H) — VizieR J/A+A/645/A106, geslines.dat.
# SUBSET: Element == 'Fe', 4700 <= lambda <= 6900 A; 10 of 24 columns. Rows and values are AS PUBLISHED (RYA-161).
# Source: J_A+A_645_A106_geslines.dat.gz.fits.gz  md5 7dd3239948c2a71716d3158ae847bec3
Element	Ion	Isotope	lambda	loggf	e_loggf	r_loggf	gfflag	synflag	Elow
Fe	2	0	4829.9243	-3.276	0.000	K13	-	-	10.737
Fe	1	0	4829.9486	-3.049	0.000	K07	-	-	4.301
Fe	2	0	4830.0044	-2.282	0.000	RU	-	-	10.288
Fe	1	0	4830.0165	-8.940	0.000	K07	-	-	5.064
Fe	1	0	4830.0165	-8.254	0.000	K07	-	-	5.064
Fe	1	0	4830.2224	-8.075	0.000	K07	-	-	4.593
Fe	2	0	4830.2303	-6.003	0.000	K13	-	-	10.906
Fe	1	0	4830.2413	-9.405	0.000	K07	-	-	4.593
Fe	2	0	4830.2611	-3.448	0.000	K13	-	-	10.503
Fe	2	0	4830.3479	-4.381	0.000	RU	-	-	6.807
Fe	1	0	4830.5384	-4.161	0.000	K07	-	-	3.415
Fe	2	0	4830.5995	-4.768	0.000	RU	-	-	10.329
Fe	2	0	4830.6002	-4.399	0.000	RU	-	-	7.707
Fe	1	0	4830.8635	-4.664	0.000	K07	-	-	4.435
Fe	2	0	4831.1145	-4.914	0.000	RU	-	-	3.339
Fe	1	0	4831.1971	-3.852	0.000	K07	-	-	3.547
Fe	2	0	4831.2023	-2.643	0.000	RU	-	-	7.568
Fe	1	0	4832.0369	-2.628	0.000	K07	-	-	4.191
Fe	1	0	4832.6825	-3.059	0.000	K07	-	-	4.301
Fe	1	0	4832.7276	-1.733	0.066	BWL	Y	-	3.640
Fe	2	0	4833.1916	-4.795	0.000	RU	-	-	2.657
Fe	1	0	4833.3182	-3.174	0.000	K07	-	-	4.301
Fe	1	0	4833.3753	-1.470	0.000	K07	-	-	4.559
Fe	2	0	4833.8574	-5.179	0.000	RU	-	-	2.844
Fe	2	0	4833.9799	-1.706	0.000	RU	-	-	10.329
Fe	1	0	4834.5066	-3.310	0.060	MRW	-	-	2.424
Fe	1	0	4835.3643	-4.681	0.000	K07	-	-	4.549
Fe	1	0	4835.8676	-1.400	0.050	MRW	-	-	4.103
Fe	1	0	4836.2740	-2.563	0.000	K07	-	-	4.559
Fe	2	0	4836.9446	-2.240	0.000	RU	-	-	8.175
Fe	1	0	4837.6519	-2.510	0.000	FMW	-	-	4.584
Fe	1	0	4837.9420	-4.038	0.000	K07	-	-	3.252
Fe	1	0	4838.0847	-3.220	0.000	FMW	-	-	3.252
Fe	1	0	4838.5115	-1.850	0.040	MRW	-	-	3.417
Fe	2	0	4838.5506	-1.703	0.000	RU	-	-	10.329
Fe	2	0	4838.7377	-2.758	0.000	K13	-	-	10.751
Fe	1	0	4838.9459	-7.656	0.000	K07	-	-	5.010
Fe	3	0	4838.9729	-6.159	0.000	K10	-	-	20.547
Fe	2	0	4838.9998	-1.953	0.000	K13	-	-	9.624
Fe	1	0	4839.1427	-8.504	0.000	K07	-	-	4.796
Fe	1	0	4839.1434	-9.798	0.000	K07	-	-	4.796
Fe	2	0	4839.1520	-1.888	0.000	K13	-	-	13.317
Fe	2	0	4839.2368	-4.435	0.000	K13	-	-	11.653
Fe	2	0	4839.2537	-4.338	0.000	K13	-	-	13.320
Fe	2	0	4839.2720	-3.243	0.000	K13	-	-	12.892
Fe	2	0	4839.4071	-7.083	0.000	K13	-	-	11.653
Fe	3	0	4839.4999	-6.899	0.000	K10	-	-	20.574
Fe	1	0	4839.5444	-1.822	0.051	BWL	Y	-	3.267
Fe	1	0	4839.5559	-8.029	0.000	K07	-	-	4.796
Fe	1	0	4839.5561	-8.485	0.000	K07	-	-	4.796
Fe	2	0	4839.5657	-6.520	0.000	K13	-	-	11.448
Fe	2	0	4839.5857	-5.018	0.000	K13	-	-	11.463
Fe	2	0	4839.6009	-6.228	0.000	K13	-	-	12.609
Fe	2	0	4839.6339	-3.428	0.000	K13	-	-	11.435
Fe	2	0	4839.7197	-6.579	0.000	K13	-	-	12.609
Fe	1	0	4839.7684	-1.988	0.000	K07	-	-	4.607
Fe	2	0	4839.7893	-3.582	0.000	K13	-	-	12.870
Fe	2	0	4839.7923	-6.101	0.000	K13	-	-	7.727
Fe	2	0	4839.8228	-2.693	0.000	RU	-	-	9.112
Fe	1	0	4839.8856	-1.329	0.000	K07	-	-	4.733
Fe	2	0	4839.9378	-2.609	0.000	K13	-	-	12.893
Fe	1	0	4839.9720	-6.403	0.000	K07	-	-	4.584
Fe	2	0	4839.9866	-4.949	0.000	RU	-	-	2.676
Fe	2	0	4840.0236	-1.830	0.000	K13	-	-	13.317
Fe	1	0	4840.0386	-8.536	0.000	K07	-	-	4.796
Fe	2	0	4840.2446	-4.734	0.000	K13	-	-	11.571
Fe	1	0	4840.3214	-1.290	0.050	MRW	-	-	4.154
Fe	2	0	4840.4049	-2.847	0.000	K13	-	-	11.441
Fe	2	0	4840.4909	-5.266	0.000	K13	-	-	12.609
Fe	2	0	4840.5314	-2.557	0.000	K13	-	-	12.891
Fe	2	0	4840.5331	-5.923	0.000	K13	-	-	10.918
Fe	2	0	4840.5663	-6.800	0.000	K13	-	-	12.609
Fe	2	0	4840.6481	-2.592	0.000	K13	-	-	12.892
Fe	2	0	4840.6585	-6.399	0.000	K13	-	-	2.276
Fe	2	0	4840.7438	-5.081	0.000	K13	-	-	12.895
Fe	1	0	4840.8457	-6.406	0.000	K07	-	-	3.640
Fe	1	0	4840.8973	-1.775	0.000	K07	-	-	4.103
Fe	1	0	4840.9824	-4.867	0.000	K07	-	-	4.608
Fe	1	0	4841.3821	-3.488	0.000	K07	-	-	4.733
Fe	1	0	4841.6630	-2.893	0.000	K07	-	-	3.301
Fe	1	0	4841.7845	-1.780	0.100	MRW	-	-	4.191
Fe	1	0	4841.8443	-3.437	0.000	K07	-	-	4.473
Fe	1	0	4842.1944	-4.581	0.000	K07	-	-	3.047
Fe	1	0	4842.7154	-2.048	0.000	K07	-	-	4.220
Fe	1	0	4842.7879	-1.460	0.080	MRW	-	-	4.103
Fe	1	0	4843.1431	-1.650	0.020	GESHRL14	Y	-	3.397
Fe	2	0	4843.2965	-2.479	0.000	RU	-	-	7.575
Fe	2	0	4843.3230	-3.736	0.000	RU	-	-	5.569
Fe	1	0	4843.3477	-10.699	0.000	K07	-	-	0.000
Fe	1	0	4843.3477	-7.894	0.000	K07	-	-	0.000
Fe	1	0	4843.3650	-3.755	0.000	K07	-	-	4.473
Fe	1	0	4843.3857	-2.859	0.000	K07	-	-	3.573
Fe	1	0	4843.9651	-3.477	0.000	K07	-	-	5.086
Fe	1	0	4844.0135	-2.050	0.108	BWL	Y	-	3.547
Fe	1	0	4844.0757	-2.729	0.000	K07	-	-	3.547
Fe	1	0	4844.3804	-5.744	0.000	K07	-	-	3.642
Fe	1	0	4844.4750	-7.138	0.000	K07	-	-	2.433
Fe	1	0	4844.5078	-1.391	0.000	K07	-	-	4.559
Fe	1	0	4845.1711	-4.009	0.000	K07	-	-	4.607
Fe	2	0	4845.3360	-2.375	0.000	RU	-	-	8.193
Fe	1	0	4845.6143	-6.426	0.000	K07	-	-	2.949
Fe	1	0	4845.6465	-2.078	0.000	K07	-	-	3.635
Fe	1	0	4845.6554	-3.040	0.000	K07	-	-	3.267
Fe	1	0	4846.0009	-3.481	0.000	K07	-	-	4.143
Fe	1	0	4846.3878	-1.976	0.000	K07	-	-	4.608
Fe	2	0	4846.4712	-5.245	0.000	RU	-	-	2.704
Fe	1	0	4846.8972	-4.648	0.000	K07	-	-	4.231
Fe	1	0	4847.0902	-5.120	0.000	K07	-	-	2.176
Fe	1	0	4847.1980	-4.201	0.000	K07	-	-	4.580
Fe	2	0	4847.5419	-3.742	0.000	RU	-	-	7.988
Fe	1	0	4847.5868	-3.425	0.000	K07	-	-	4.446
Fe	1	0	4847.5882	-9.368	0.000	K07	-	-	0.052
Fe	2	0	4847.6129	-5.486	0.000	RU	-	-	2.692
Fe	1	0	4848.0375	-3.936	0.000	K07	-	-	4.549
Fe	1	0	4848.2020	-2.886	0.000	K07	-	-	3.415
Fe	2	0	4848.2044	-2.155	0.000	RU	-	-	9.576
Fe	2	0	4848.6900	-4.470	0.000	RU	-	-	7.773
Fe	1	0	4848.8659	-4.206	0.000	K07	-	-	4.154
Fe	1	0	4848.8826	-3.137	0.097	BWL	Y	-	2.279
Fe	2	0	4848.8943	-0.878	0.000	K13	-	-	12.866
Fe	2	0	4848.9550	-2.508	0.000	K13	-	-	12.918
Fe	3	0	4849.1126	-8.715	0.000	K10	-	-	19.659
Fe	2	0	4849.1507	-2.824	0.000	RU	-	-	10.329
Fe	2	0	4849.2220	-3.354	0.000	K13	-	-	12.749
Fe	2	0	4849.6315	-1.297	0.000	K13	-	-	12.866
Fe	1	0	4849.6682	-2.580	0.120	MRW	-	-	3.573
Fe	2	0	4849.7828	-4.042	0.000	K13	-	-	11.460
Fe	2	0	4849.7953	-2.115	0.000	K13	-	-	12.866
Fe	1	0	4849.8402	-2.941	0.000	K07	-	-	4.301
Fe	2	0	4849.9018	-1.554	0.000	K13	-	-	12.771
Fe	2	0	4849.9157	-2.391	0.000	RU	-	-	10.398
Fe	2	0	4849.9353	-6.122	0.000	K13	-	-	11.518
Fe	2	0	4849.9484	-3.455	0.000	K13	-	-	11.446
Fe	2	0	4850.0797	-4.944	0.000	K13	-	-	11.460
Fe	2	0	4850.0985	-3.395	0.000	K13	-	-	11.460
Fe	2	0	4850.1129	-3.899	0.000	K13	-	-	12.688
Fe	3	0	4850.2113	-3.810	0.000	K10	-	-	17.219
Fe	2	0	4850.3322	-2.249	0.000	K13	-	-	12.918
Fe	1	0	4850.4421	-4.937	0.000	K07	-	-	4.652
Fe	2	0	4850.5313	-1.548	0.000	K13	-	-	13.254
Fe	2	0	4850.5487	-6.006	0.000	K13	-	-	12.749
Fe	2	0	4850.5647	-2.889	0.000	RU	-	-	10.399
Fe	1	0	4850.5767	-8.255	0.000	K07	-	-	2.759
Fe	2	0	4850.5807	-1.423	0.000	K13	-	-	12.900
Fe	2	0	4850.5946	-4.032	0.000	K13	-	-	12.775
Fe	2	0	4850.5958	-6.878	0.000	K13	-	-	11.591
Fe	2	0	4850.5991	-4.782	0.000	K13	-	-	12.749
Fe	2	0	4850.6266	-5.768	0.000	K13	-	-	11.017
Fe	2	0	4850.6382	-7.225	0.000	K13	-	-	11.591
Fe	2	0	4850.7320	-3.284	0.000	RU	-	-	11.017
Fe	1	0	4851.8680	-1.635	0.000	K07	-	-	4.143
Fe	1	0	4852.2582	-3.235	0.000	K07	-	-	4.191
Fe	2	0	4852.7432	-9.392	0.000	K13	-	-	0.301
Fe	1	0	4853.8305	-4.313	0.000	K07	-	-	4.607
Fe	1	0	4853.9733	-3.809	0.000	K07	-	-	4.415
Fe	1	0	4854.1638	-2.264	0.000	K07	-	-	4.835
Fe	1	0	4854.1760	-3.126	0.000	K07	-	-	4.593
Fe	1	0	4854.2844	-3.520	0.000	K07	-	-	4.218
Fe	1	0	4854.3332	-2.529	0.000	K07	-	-	4.559
Fe	1	0	4854.4810	-3.293	0.000	K07	-	-	4.473
Fe	1	0	4854.8757	-1.600	0.000	K07	-	-	4.186
Fe	1	0	4854.8900	-1.940	0.080	MRW	-	-	4.143
Fe	1	0	4855.4373	-3.314	0.000	K07	-	-	4.584
Fe	2	0	4855.4406	-5.795	0.000	RU	-	-	2.856
Fe	2	0	4855.5411	-4.443	0.000	RU	-	-	2.704
Fe	1	0	4855.6729	-1.700	0.020	GESHRL14	Y	-	3.368
Fe	1	0	4856.0541	-2.849	0.000	K07	-	-	4.733
Fe	1	0	4856.0883	-2.711	0.000	K07	-	-	4.283
Fe	2	0	4856.1489	-1.736	0.000	RU	-	-	10.348
Fe	2	0	4856.6297	-1.759	0.000	K13	-	-	10.678
Fe	1	0	4856.6410	-2.558	0.000	K07	-	-	4.191
Fe	2	0	4856.6540	-3.579	0.000	RU	-	-	7.971
Fe	1	0	4858.2464	-1.852	0.000	K07	-	-	4.191
Fe	1	0	4858.2665	-4.201	0.000	K07	-	-	4.283
Fe	1	0	4858.3265	-2.829	0.000	K07	-	-	4.186
Fe	2	0	4858.8858	-2.114	0.000	RU	-	-	10.308
Fe	1	0	4858.9439	-5.948	0.000	K07	-	-	4.593
Fe	2	0	4859.0283	-1.280	0.000	RU	-	-	10.329
Fe	1	0	4859.0469	-3.420	0.000	K07	-	-	4.584
Fe	2	0	4859.0520	-5.982	0.000	RU	-	-	9.130
Fe	2	0	4859.1154	-1.414	0.000	K13	-	-	12.920
Fe	1	0	4859.1218	-1.630	0.080	MRW	-	-	4.191
Fe	2	0	4859.1230	-8.301	0.000	K13	-	-	9.130
Fe	3	0	4859.2146	-4.350	0.000	K10	-	-	25.070
Fe	1	0	4859.2318	-4.157	0.000	K07	-	-	4.835
Fe	1	0	4859.2526	-7.727	0.000	K07	-	-	5.020
Fe	1	0	4859.2987	-3.105	0.000	K07	-	-	4.796
Fe	1	0	4859.3176	-5.717	0.000	K07	-	-	3.301
Fe	2	0	4859.3837	-3.468	0.000	K13	-	-	13.254
Fe	2	0	4859.4156	-4.002	0.000	K13	-	-	10.751
Fe	2	0	4859.4293	-7.020	0.000	K13	-	-	11.664
Fe	1	0	4859.5857	-7.726	0.000	K07	-	-	4.913
Fe	1	0	4859.5864	-7.102	0.000	K07	-	-	4.913
Fe	2	0	4859.5888	-5.414	0.000	RU	-	-	7.880
Fe	1	0	4859.7414	-0.764	0.027	BWL	Y	-	2.876
Fe	1	0	4859.7799	-3.410	0.000	K07	-	-	4.178
Fe	2	0	4859.8184	-1.129	0.000	K13	-	-	12.871
Fe	2	0	4859.8274	-6.976	0.000	K13	-	-	12.855
Fe	1	0	4859.9424	-9.226	0.000	K07	-	-	4.913
Fe	2	0	4859.9729	-4.133	0.000	K13	-	-	12.874
Fe	2	0	4859.9828	-1.354	0.000	K13	-	-	12.871
Fe	2	0	4860.0759	-5.026	0.000	K13	-	-	8.073
Fe	2	0	4860.1040	-5.289	0.000	K13	-	-	9.731
Fe	1	0	4860.1950	-3.007	0.000	K07	-	-	4.435
Fe	2	0	4860.2904	-5.964	0.000	K13	-	-	11.451
Fe	2	0	4860.3197	-4.453	0.000	RU	-	-	10.329
Fe	2	0	4860.5142	-4.024	0.000	K13	-	-	11.634
Fe	2	0	4860.5260	-6.032	0.000	K13	-	-	11.874
Fe	2	0	4860.5433	-2.638	0.000	K13	-	-	12.874
Fe	2	0	4860.5454	-5.711	0.000	K13	-	-	8.128
Fe	2	0	4860.6797	-0.377	0.000	RU	-	-	10.273
Fe	3	0	4860.7078	-7.211	0.000	K10	-	-	20.600
Fe	1	0	4860.9777	-2.330	0.080	2014MNRAS.441.3127R	Y	-	3.397
Fe	1	0	4861.3717	-2.391	0.000	K07	-	-	4.638
Fe	1	0	4861.6843	-3.907	0.000	K07	-	-	4.956
Fe	1	0	4862.5382	-2.419	0.000	K07	-	-	4.154
Fe	1	0	4862.5985	-1.498	0.000	K07	-	-	4.154
Fe	1	0	4863.6436	-1.663	0.000	K07	-	-	3.430
Fe	1	0	4863.7771	-3.252	0.000	K07	-	-	3.039
Fe	1	0	4863.9931	-3.940	0.000	K07	-	-	3.301
Fe	1	0	4864.6012	-4.349	0.000	K07	-	-	4.256
Fe	2	0	4864.9246	-1.854	0.000	RU	-	-	10.329
Fe	2	0	4865.8045	-3.476	0.000	RU	-	-	7.575
Fe	2	0	4866.1749	-2.305	0.000	RU	-	-	8.131
Fe	2	0	4866.1990	-0.668	0.000	RU	-	-	10.308
Fe	1	0	4866.2268	-4.309	0.000	K07	-	-	4.209
Fe	1	0	4866.7598	-3.722	0.000	K07	-	-	4.178
Fe	2	0	4867.1090	-1.877	0.000	RU	-	-	10.308
Fe	1	0	4867.3877	-3.659	0.000	K07	-	-	4.796
Fe	1	0	4867.5290	-4.700	0.000	FMW	-	-	1.608
Fe	1	0	4867.6396	-4.007	0.000	K07	-	-	3.267
Fe	2	0	4867.7314	-5.838	0.000	K13	-	-	2.657
Fe	1	0	4868.1194	-2.515	0.000	K07	-	-	4.256
Fe	1	0	4868.3733	-4.602	0.000	K07	-	-	1.557
Fe	1	0	4868.4352	-4.375	0.000	K07	-	-	4.608
Fe	1	0	4868.4480	-1.586	0.000	K07	-	-	4.733
Fe	2	0	4868.5999	-1.365	0.000	K13	-	-	12.908
Fe	1	0	4868.7045	-5.788	0.000	K07	-	-	2.728
Fe	2	0	4868.7960	-5.417	0.000	RU	-	-	2.676
Fe	2	0	4868.8546	-4.946	0.000	K13	-	-	10.909
Fe	2	0	4868.8990	-6.294	0.000	K13	-	-	11.050
Fe	2	0	4868.9016	-2.528	0.000	K13	-	-	12.909
Fe	1	0	4868.9321	-2.451	0.000	K07	-	-	4.549
Fe	1	0	4868.9945	-7.188	0.000	K07	-	-	3.573
Fe	2	0	4869.3061	-2.345	0.000	K13	-	-	12.785
Fe	1	0	4869.4634	-2.420	0.080	MRW	U	U	3.547
Fe	1	0	4869.5623	-4.601	0.000	K07	-	-	3.882
Fe	2	0	4869.6387	-5.949	0.000	RU	-	-	9.654
Fe	3	0	4869.7075	-6.794	0.000	K10	-	-	24.699
Fe	3	0	4869.7312	-4.655	0.000	K10	-	-	24.699
Fe	3	0	4869.7549	-3.577	0.000	K10	-	-	24.699
Fe	2	0	4869.9646	-3.551	0.000	K13	-	-	12.879
Fe	2	0	4869.9684	-1.537	0.000	RU	-	-	10.348
Fe	2	0	4869.9928	-1.340	0.000	K13	-	-	12.908
Fe	1	0	4870.0365	-2.383	0.076	BK	Y	-	3.929
Fe	2	0	4870.1112	-2.506	0.000	K13	-	-	12.879
Fe	2	0	4870.1516	-3.985	0.000	RU	-	-	11.164
Fe	3	0	4870.2057	-7.094	0.000	K10	-	-	24.699
Fe	3	0	4870.2057	-5.802	0.000	K10	-	-	24.699
Fe	2	0	4870.3397	-1.501	0.000	K13	-	-	12.783
Fe	2	0	4870.6741	-4.748	0.000	K13	-	-	11.591
Fe	2	0	4870.7082	-5.734	0.000	RU	-	-	2.692
Fe	2	0	4870.7220	-3.965	0.000	K13	-	-	10.678
Fe	2	0	4870.7533	-5.357	0.000	RU	-	-	7.869
Fe	1	0	4870.8340	-8.366	0.000	K07	-	-	5.086
Fe	2	0	4870.8582	-2.081	0.000	RU	-	-	10.308
Fe	1	0	4870.9199	-2.151	0.000	K07	-	-	4.559
Fe	1	0	4871.0490	-2.179	0.000	K07	-	-	4.186
Fe	2	0	4871.2690	-4.236	0.000	RU	-	-	2.704
Fe	1	0	4871.3179	-0.350	0.015	BWL+2014MNRAS.441.3127R	Y	-	2.865
Fe	1	0	4871.9281	-2.150	0.071	BWL	Y	-	3.252
Fe	1	0	4872.0833	-2.403	0.000	K07	-	-	4.593
Fe	1	0	4872.1375	-0.567	0.022	BWL	Y	N	2.882
Fe	1	0	4872.3141	-3.737	0.000	K07	-	-	4.835
Fe	1	0	4872.6915	-2.510	0.000	K07	N	N	4.260
Fe	1	0	4872.9072	-2.623	0.000	K07	N	N	4.220
Fe	1	0	4873.1202	-2.095	0.000	K07	-	-	4.076
Fe	1	0	4873.2103	-4.231	0.000	K07	-	-	3.884
Fe	1	0	4873.7510	-2.960	0.080	MRW	U	U	3.301
Fe	1	0	4874.3531	-3.088	0.000	K07	N	U	3.071
Fe	2	0	4874.4957	-8.312	0.000	K13	-	-	0.301
Fe	1	0	4875.0301	-1.045	0.000	K07	-	-	4.733
Fe	1	0	4875.3182	-4.701	0.000	K07	-	-	4.186
Fe	1	0	4875.7177	-2.689	0.000	K07	-	-	4.593
Fe	1	0	4875.8770	-1.900	0.040	2014MNRAS.441.3127R	Y	U	3.332
Fe	1	0	4876.1862	-3.280	0.080	MRW	-	-	3.252
Fe	1	0	4876.6151	-4.253	0.000	K07	-	-	4.143
Fe	2	0	4876.6194	-1.795	0.000	K13	-	-	10.678
Fe	1	0	4876.7925	-6.349	0.000	K07	-	-	2.424
Fe	2	0	4877.0840	-7.234	0.000	K13	-	-	2.276
Fe	1	0	4877.4952	-3.594	0.000	K07	-	-	4.580
Fe	1	0	4877.6044	-3.050	0.080	MRW	U	U	2.998
Fe	1	0	4877.7893	-4.129	0.000	K07	-	-	3.274
Fe	1	0	4878.1513	-3.237	0.000	K07	-	-	3.640
Fe	1	0	4878.2108	-0.887	0.022	BWL	Y	-	2.885
Fe	1	0	4878.5022	-3.718	0.000	K07	-	-	4.186
Fe	2	0	4878.8124	-6.807	0.000	K13	-	-	11.421
Fe	1	0	4878.9420	-5.441	0.000	K07	-	-	4.580
Fe	2	0	4879.4240	-3.572	0.000	K13	-	-	12.934
Fe	2	0	4879.4544	-7.367	0.000	K13	-	-	11.653
Fe	2	0	4879.6276	-4.132	0.000	K13	-	-	11.653
Fe	2	0	4879.7767	-1.721	0.000	K13	-	-	12.916
Fe	1	0	4879.7850	-4.605	0.000	K07	-	-	4.580
Fe	2	0	4879.8015	-3.980	0.000	RU	-	-	7.940
Fe	2	0	4879.8534	-6.874	0.000	K13	-	-	11.481
Fe	1	0	4879.8713	-4.883	0.000	K07	-	-	4.733
Fe	1	0	4880.0564	-6.255	0.000	K07	-	-	4.580
Fe	2	0	4880.2548	-3.513	0.000	RU	-	-	8.175
Fe	3	0	4880.3887	-3.764	0.000	K10	-	-	13.131
Fe	2	0	4880.4442	-2.877	0.000	K13	-	-	10.678
Fe	1	0	4880.5243	-2.016	0.000	K07	-	-	4.076
Fe	2	0	4880.5957	-3.216	0.000	K13	-	-	12.793
Fe	3	0	4880.6412	-1.745	0.000	K10	-	-	25.080
Fe	2	0	4880.6510	-6.622	0.000	K13	-	-	11.653
Fe	2	0	4880.8243	-4.044	0.000	K13	-	-	11.653
Fe	2	0	4880.8710	-2.880	0.000	RU	-	-	7.583
Fe	1	0	4880.9603	-6.498	0.000	K07	-	-	3.274
Fe	1	0	4881.1924	-4.194	0.000	K07	-	-	4.966
Fe	1	0	4881.2771	-4.244	0.000	K07	-	-	4.446
Fe	1	0	4881.7175	-1.781	0.051	BWL	Y	-	3.301
Fe	1	0	4881.7335	-2.567	0.000	K07	-	-	4.143
Fe	1	0	4881.7407	-3.885	0.000	K07	-	-	3.642
Fe	1	0	4882.1431	-1.480	0.020	GESHRL14	Y	U	3.417
Fe	1	0	4882.2544	-2.854	0.000	K07	-	-	4.796
Fe	1	0	4882.8883	-2.339	0.000	K07	-	-	4.549
Fe	2	0	4883.1800	-1.208	0.000	RU	-	-	10.273
Fe	2	0	4883.2923	-0.601	0.000	RU	-	-	10.273
Fe	1	0	4883.5430	-3.523	0.000	K07	-	-	4.913
Fe	1	0	4883.9104	-2.573	0.000	K07	-	-	4.549
Fe	1	0	4884.0579	-7.068	0.000	K07	-	-	2.453
Fe	1	0	4884.0782	-4.608	0.000	K07	-	-	3.301
Fe	1	0	4884.5796	-3.872	0.000	K07	-	-	4.559
Fe	1	0	4885.0027	-3.991	0.000	K07	-	-	3.301
Fe	1	0	4885.4303	-0.970	0.030	2014MNRAS.441.3127R	Y	U	3.882
Fe	1	0	4885.8379	-2.794	0.000	K07	-	-	4.584
Fe	1	0	4886.1810	-4.442	0.000	K07	-	-	3.111
Fe	1	0	4886.2054	-5.261	0.000	K07	-	-	2.949
Fe	1	0	4886.3315	-0.613	0.000	K07	-	-	4.154
Fe	1	0	4886.4330	-4.541	0.000	K07	-	-	4.186
Fe	1	0	4886.5677	-8.251	0.000	K07	-	-	0.052
Fe	1	0	4886.7359	-4.578	0.000	K07	-	-	4.209
Fe	2	0	4886.9198	-5.280	0.000	RU	-	-	3.339
Fe	1	0	4887.1936	-0.850	0.000	K07	-	-	4.191
Fe	1	0	4887.2896	-4.146	0.000	K07	-	-	4.584
Fe	1	0	4887.3657	-2.280	0.000	FMW	-	-	4.076
Fe	1	0	4888.1356	-3.685	0.000	K07	-	-	4.584
Fe	1	0	4888.1659	-1.013	0.000	K07	-	-	4.559
Fe	1	0	4888.2563	-3.732	0.000	K07	-	-	4.220
Fe	1	0	4888.6366	-1.595	0.000	K07	-	-	4.103
Fe	2	0	4888.8137	-3.252	0.000	K13	-	-	11.460
Fe	2	0	4888.8245	-5.221	0.000	K13	-	-	12.887
Fe	2	0	4888.8888	-2.788	0.000	K13	-	-	12.916
Fe	2	0	4888.8998	-2.434	0.000	K13	-	-	12.771
Fe	1	0	4888.9648	-8.249	0.000	K07	-	-	4.988
Fe	1	0	4888.9660	-7.876	0.000	K07	-	-	3.640
Fe	1	0	4889.0012	-2.462	0.036	BK+BWL	Y	-	2.198
Fe	2	0	4889.0107	-8.997	0.000	K13	-	-	12.206
Fe	2	0	4889.0346	-2.701	0.000	K13	-	-	12.893
Fe	1	0	4889.1021	-1.190	0.030	2014MNRAS.441.3127R	Y	-	3.884
Fe	2	0	4889.2678	-1.887	0.000	K13	-	-	10.714
Fe	2	0	4889.3613	-5.494	0.000	K13	-	-	11.591
Fe	2	0	4889.4151	-5.385	0.000	K13	-	-	7.773
Fe	2	0	4889.4713	-7.648	0.000	K13	-	-	12.206
Fe	2	0	4889.4730	-9.879	0.000	K13	-	-	12.206
Fe	2	0	4889.5990	-3.988	0.000	K13	-	-	12.794
Fe	2	0	4889.6227	-8.099	0.000	K13	-	-	0.048
Fe	2	0	4889.6848	-3.755	0.000	RU	-	-	7.988
Fe	2	0	4889.7133	-14.024	0.000	K13	-	-	0.107
Fe	2	0	4889.7133	-12.194	0.000	K13	-	-	0.107
Fe	2	0	4889.7193	-3.044	0.000	K13	-	-	12.749
Fe	1	0	4889.7740	-9.801	0.000	K07	-	-	3.634
Fe	2	0	4889.8149	-3.801	0.000	K13	-	-	13.275
Fe	2	0	4889.8542	-7.095	0.000	K13	-	-	12.206
Fe	2	0	4889.8554	-8.118	0.000	K13	-	-	12.206
Fe	2	0	4889.9077	-5.867	0.000	RU	-	-	9.100
Fe	2	0	4889.9424	-3.174	0.000	K13	-	-	10.737
Fe	2	0	4889.9532	-3.098	0.000	K13	-	-	12.749
Fe	3	0	4889.9565	-2.331	0.000	K10	-	-	22.220
Fe	2	0	4890.0116	-7.146	0.000	K13	-	-	12.206
Fe	2	0	4890.0443	-3.375	0.000	K13	-	-	13.320
Fe	2	0	4890.1163	-2.794	0.000	K13	-	-	12.792
Fe	2	0	4890.1338	-2.901	0.000	K13	-	-	12.918
Fe	2	0	4890.1876	-2.729	0.000	K13	-	-	12.920
Fe	3	0	4890.4039	-4.483	0.000	K10	-	-	25.087
Fe	1	0	4890.5192	-3.825	0.000	K07	-	-	4.301
Fe	2	0	4890.5323	-4.623	0.000	K13	-	-	11.487
Fe	3	0	4890.5354	-4.807	0.000	K10	-	-	24.710
Fe	3	0	4890.5354	-3.897	0.000	K10	-	-	24.710
Fe	2	0	4890.5519	-3.198	0.000	RU	-	-	10.723
Fe	2	0	4890.5603	-4.585	0.000	K13	-	-	11.481
Fe	2	0	4890.5673	-4.696	0.000	K13	-	-	11.487
Fe	2	0	4890.6455	-4.240	0.000	RU	-	-	10.288
Fe	2	0	4890.6740	-6.734	0.000	K13	-	-	12.719
Fe	1	0	4890.7551	-0.386	0.015	BWL+2014MNRAS.441.3127R	Y	-	2.876
Fe	2	0	4890.7733	-4.192	0.000	K13	-	-	11.653
Fe	3	0	4890.8034	-4.987	0.000	K10	-	-	22.226
Fe	1	0	4890.8477	-5.208	0.000	K07	-	-	4.549
Fe	2	0	4890.8580	-5.771	0.000	RU	-	-	7.845
Fe	1	0	4890.9101	-2.468	0.000	K07	-	-	4.220
Fe	1	0	4890.9620	-4.672	0.000	K07	-	-	4.584
Fe	1	0	4891.0054	-3.656	0.000	K07	-	-	4.435
