element,ion,wavelength_air_A,ew_mA,ew_err_mA,chi2,observed_depth,rew,n_contaminants,worst_contaminant_depth,drop_reason,detail
Fe,I,5443.41,35.35,278.24,0.0133,0.0302,-5.1875,1,0.034,EW_ERR_EXCESS,err/EW 7.87 > 0.5
Co,I,5444.0335,124.09,40.45,0.0124,0.0115,-4.6422,12,0.002,SYNTH_ROUTED,Co: synthesis is the reporting channel (synthesis (problem-children registry))
Co,I,5444.0637,128.42,40.14,0.0123,0.0116,-4.6273,12,0.002,SYNTH_ROUTED,Co: synthesis is the reporting channel (synthesis (problem-children registry))
Co,I,5444.1563,142.04,38.98,0.0119,0.0116,-4.5835,14,0.007,SYNTH_ROUTED,Co: synthesis is the reporting channel (synthesis (problem-children registry))
Co,I,5444.5791,148.51,64.42,0.0107,0.1241,-4.5642,0,0.007,SYNTH_ROUTED,Co: synthesis is the reporting channel (synthesis (problem-children registry))
Fe,I,5445.0414,161.65,18.52,0.0233,0.6684,-4.5274,0,0.02,SATURATED_REW,REW -4.527 > -4.9
Co,I,5445.3711,138.49,43.16,0.0373,0.0328,-4.5946,1,0.667,SYNTH_ROUTED,Co: synthesis is the reporting channel (synthesis (problem-children registry))
Co,I,5445.451,178.97,73.57,0.0434,0.0247,-4.4833,1,0.003,SYNTH_ROUTED,Co: synthesis is the reporting channel (synthesis (problem-children registry))
Ti,I,5447.9129,254.31,42.79,0.0334,0.0172,-4.3309,12,0.005,SATURATED_REW,REW -4.331 > -4.9
Fe,I,5448.2674,132.7,233.75,0.0369,0.0584,-4.6134,1,0.017,SATURATED_REW,REW -4.613 > -4.9
Fe,I,5448.3618,12.1,19.72,0.0363,0.1403,-5.6535,1,0.017,EW_ERR_EXCESS,err/EW 1.63 > 0.5
Cr,I,5449.7536,17.63,9.19,0.0006,0.0072,-5.4901,2,0.003,EW_ERR_EXCESS,err/EW 0.52 > 0.5
Fe,I,5450.7912,19.98,3.3,0.0005,0.0833,-5.4359,0,0.006,UNEXPLAINED,no pipeline rule accounts for this drop
Sc,I,5451.3257,28.7,25.22,0.0008,0.008,-5.2786,5,0.003,SYNTH_ROUTED,Sc: synthesis is the reporting channel (HFS_sum (problem-children registry))
Sc,I,5451.3611,36.51,37.28,0.0008,0.008,-5.1741,6,0.003,SYNTH_ROUTED,Sc: synthesis is the reporting channel (HFS_sum (problem-children registry))
Ti,I,5451.9371,31.07,4.54,0.0008,0.0398,-5.2442,5,0.124,UNEXPLAINED,no pipeline rule accounts for this drop
Fe,I,5452.0882,26.33,4.46,0.0008,0.1161,-5.3161,7,0.036,UNEXPLAINED,no pipeline rule accounts for this drop
Co,I,5452.2806,51.07,18.33,0.0009,0.022,-5.0284,7,0.124,SYNTH_ROUTED,Co: synthesis is the reporting channel (synthesis (problem-children registry))
Ni,I,5452.7993,21.19,4.75,0.0011,0.1192,-5.4105,2,0.039,UNEXPLAINED,no pipeline rule accounts for this drop
Ni,I,5452.8543,20.88,4.46,0.001,0.1192,-5.4169,2,0.039,UNEXPLAINED,no pipeline rule accounts for this drop
Fe,I,5452.8637,20.76,4.41,0.001,0.1192,-5.4194,4,0.107,UNEXPLAINED,no pipeline rule accounts for this drop
Ni,I,5453.2305,59.78,22.88,0.001,0.0947,-4.9601,21,0.163,UNEXPLAINED,no pipeline rule accounts for this drop
Co,I,5453.3285,60.02,47.69,0.0012,0.082,-4.9584,3,0.091,SYNTH_ROUTED,Co: synthesis is the reporting channel (synthesis (problem-children registry))
Co,I,5453.3517,59.37,65.22,0.0015,0.047,-4.9631,4,0.091,SYNTH_ROUTED,Co: synthesis is the reporting channel (synthesis (problem-children registry))
Ti,II,5454.0992,132.55,325.44,0.0405,0.0582,-4.6143,0,0.003,SATURATED_REW,REW -4.614 > -4.9
Co,I,5454.5495,263.69,61.93,0.0362,0.1132,-4.3157,0,0.007,SYNTH_ROUTED,Co: synthesis is the reporting channel (synthesis (problem-children registry))
Co,I,5454.5504,263.99,61.92,0.0362,0.1132,-4.3152,0,0.007,SYNTH_ROUTED,Co: synthesis is the reporting channel (synthesis (problem-children registry))
Fe,I,5456.5736,277.96,53.01,0.0354,0.0713,-4.2929,1,0.013,SATURATED_REW,REW -4.293 > -4.9
Fe,I,5459.3815,37.01,31.73,0.0005,0.0337,-5.1688,2,0.011,EW_ERR_EXCESS,err/EW 0.86 > 0.5
Ti,I,5460.498,63.09,82.23,0.0019,0.0866,-4.9373,0,0.005,EW_ERR_EXCESS,err/EW 1.30 > 0.5
Fe,I,5460.8723,6.72,7.82,0.0034,0.0715,-5.9099,0,0.005,EW_ERR_EXCESS,err/EW 1.16 > 0.5
Fe,I,5461.5489,21.16,19.95,0.0232,0.2124,-5.4118,0,0.005,EW_ERR_EXCESS,err/EW 0.94 > 0.5
Ca,I,5462.044,220.81,51.46,0.0211,0.0101,-4.3933,3,0.004,SATURATED_REW,REW -4.393 > -4.9
Fe,I,5464.2795,47.09,15.38,0.0249,0.3188,-5.0646,1,0.045,UNEXPLAINED,no pipeline rule accounts for this drop
Ti,I,5466.0075,112.1,32.16,0.008,0.0205,-4.6881,0,0.002,SATURATED_REW,REW -4.688 > -4.9
Fe,I,5466.3952,87.46,24.6,0.0146,0.5648,-4.7959,0,0.039,SATURATED_REW,REW -4.796 > -4.9
Y,I,5466.4609,87.22,23.0,0.0126,0.5648,-4.7971,1,0.577,SATURATED_REW,REW -4.797 > -4.9
Fe,II,5466.8977,149.42,15.62,0.0065,0.1663,-4.5633,0,0.002,SATURATED_REW,REW -4.563 > -4.9
Fe,I,5466.9868,52.1,9.25,0.0082,0.2912,-5.0209,0,0.002,UNEXPLAINED,no pipeline rule accounts for this drop
Ca,I,5467.5884,116.5,29.83,0.0086,0.0141,-4.6715,26,0.031,SATURATED_REW,REW -4.671 > -4.9
Fe,I,5467.772,98.24,29.72,0.009,0.0404,-4.7455,4,0.107,SATURATED_REW,REW -4.746 > -4.9
Ni,I,5468.0993,15.56,16.9,0.0099,0.1118,-5.5458,3,0.031,EW_ERR_EXCESS,err/EW 1.09 > 0.5
Ca,I,5468.1686,16.51,18.02,0.0104,0.1118,-5.5201,4,0.107,EW_ERR_EXCESS,err/EW 1.09 > 0.5
Cr,I,5468.1706,16.8,18.31,0.0105,0.1118,-5.5125,3,0.107,EW_ERR_EXCESS,err/EW 1.09 > 0.5
Co,I,5469.2219,80.9,46.76,0.0045,0.0578,-4.83,1,0.161,SYNTH_ROUTED,Co: synthesis is the reporting channel (synthesis (problem-children registry))
Co,I,5469.2532,81.64,33.01,0.0045,0.0589,-4.826,2,0.161,SYNTH_ROUTED,Co: synthesis is the reporting channel (synthesis (problem-children registry))
Fe,I,5469.2697,82.96,30.19,0.0045,0.0589,-4.8191,17,0.058,SATURATED_REW,REW -4.819 > -4.9
Co,I,5469.3616,90.21,29.95,0.0044,0.0583,-4.7827,2,0.161,SYNTH_ROUTED,Co: synthesis is the reporting channel (synthesis (problem-children registry))
Ca,I,5469.592,110.25,33.19,0.0039,0.0119,-4.6956,22,0.161,SATURATED_REW,REW -4.696 > -4.9
Fe,I,5470.0382,42.95,7.86,0.004,0.2004,-5.105,0,0.011,UNEXPLAINED,no pipeline rule accounts for this drop
Fe,I,5470.0921,43.4,7.81,0.0039,0.2169,-5.1005,0,0.011,UNEXPLAINED,no pipeline rule accounts for this drop
Ca,I,5470.1732,116.31,11.54,0.0026,0.1972,-4.6724,13,0.192,SATURATED_REW,REW -4.672 > -4.9
Co,I,5470.4446,76.05,3.48,0.0012,0.0561,-4.8569,17,0.312,SYNTH_ROUTED,Co: synthesis is the reporting channel (synthesis (problem-children registry))
Ti,I,5470.4582,76.15,3.47,0.0012,0.0685,-4.8564,28,0.312,SATURATED_REW,REW -4.856 > -4.9
Co,I,5470.4654,76.15,3.46,0.0012,0.0828,-4.8564,17,0.312,SYNTH_ROUTED,Co: synthesis is the reporting channel (synthesis (problem-children registry))
Mn,I,5470.5481,76.29,3.47,0.0012,0.2675,-4.8556,12,0.053,SYNTH_ROUTED,Mn: synthesis is the reporting channel (synthesis (problem-children registry))
Mn,I,5470.5536,76.26,3.47,0.0012,0.2821,-4.8557,12,0.053,SYNTH_ROUTED,Mn: synthesis is the reporting channel (synthesis (problem-children registry))
Mn,I,5470.6652,74.87,5.7,0.0014,0.3053,-4.8637,12,0.053,SYNTH_ROUTED,Mn: synthesis is the reporting channel (synthesis (problem-children registry))
Cr,II,5472.6146,61.93,14.93,0.0118,0.2106,-4.9463,3,0.395,UNEXPLAINED,no pipeline rule accounts for this drop
Ti,I,5472.6896,62.38,11.71,0.01,0.3411,-4.9432,1,0.395,UNEXPLAINED,no pipeline rule accounts for this drop
Fe,I,5472.7084,62.36,11.3,0.0098,0.3411,-4.9433,1,0.086,UNEXPLAINED,no pipeline rule accounts for this drop
Fe,I,5473.0946,193.44,32.25,0.0085,0.142,-4.4517,3,0.075,SATURATED_REW,REW -4.452 > -4.9
Fe,I,5473.1623,200.27,31.9,0.0083,0.1673,-4.4366,3,0.075,SATURATED_REW,REW -4.437 > -4.9
Y,II,5473.3838,208.99,20.67,0.0079,0.0624,-4.4181,4,0.167,SATURATED_REW,REW -4.418 > -4.9
Ti,I,5473.5417,140.99,12.95,0.0063,0.028,-4.5891,25,0.075,SATURATED_REW,REW -4.589 > -4.9
Fe,I,5473.9004,102.61,30.1,0.0273,0.5746,-4.7271,1,0.182,SATURATED_REW,REW -4.727 > -4.9
Fe,I,5474.0758,104.16,28.01,0.0272,0.1044,-4.7206,1,0.182,SATURATED_REW,REW -4.721 > -4.9
Ti,I,5474.4517,151.68,153.12,0.0166,0.0322,-4.5574,1,0.017,SATURATED_REW,REW -4.557 > -4.9
Cr,II,5478.3737,34.55,24.67,0.0284,0.2829,-5.2002,1,0.266,EW_ERR_EXCESS,err/EW 0.71 > 0.5
Fe,I,5478.4549,28.55,27.61,0.0279,0.2974,-5.2831,1,0.185,EW_ERR_EXCESS,err/EW 0.97 > 0.5
Cr,I,5480.3662,220.23,126.39,0.0139,0.0121,-4.3959,1,0.007,SATURATED_REW,REW -4.396 > -4.9
Cr,I,5480.5065,243.27,41.11,0.0104,0.1009,-4.3527,4,0.139,SATURATED_REW,REW -4.353 > -4.9
Y,II,5480.7292,232.84,16.19,0.0078,0.2158,-4.3718,6,0.468,SATURATED_REW,REW -4.372 > -4.9
Ni,I,5480.7652,231.85,15.46,0.0074,0.307,-4.3736,4,0.468,SATURATED_REW,REW -4.374 > -4.9
Sr,I,5480.859,237.24,15.18,0.0068,0.4625,-4.3637,5,0.468,SYNTH_ROUTED,Sr: synthesis is the reporting channel (synthesis (problem-children registry))
Fe,I,5480.8601,237.27,15.17,0.0068,0.4625,-4.3636,4,0.139,SATURATED_REW,REW -4.364 > -4.9
Fe,I,5481.2427,222.67,45.22,0.0092,0.4612,-4.3912,13,0.206,SATURATED_REW,REW -4.391 > -4.9
Mn,I,5481.268,223.1,45.26,0.0092,0.4612,-4.3904,3,0.505,SYNTH_ROUTED,Mn: synthesis is the reporting channel (synthesis (problem-children registry))
Mn,I,5481.3502,224.09,50.49,0.0103,0.3816,-4.3885,3,0.505,SYNTH_ROUTED,Mn: synthesis is the reporting channel (synthesis (problem-children registry))
Ti,I,5481.4104,213.99,52.35,0.0116,0.4529,-4.4085,14,0.505,SATURATED_REW,REW -4.408 > -4.9
Fe,I,5481.438,206.24,49.69,0.0116,0.4529,-4.4245,13,0.206,SATURATED_REW,REW -4.425 > -4.9
Mn,I,5481.4542,198.47,46.6,0.0114,0.4529,-4.4412,3,0.505,SYNTH_ROUTED,Mn: synthesis is the reporting channel (synthesis (problem-children registry))
Ti,I,5481.8607,276.08,111.99,0.0153,0.1189,-4.2979,22,0.044,SATURATED_REW,REW -4.298 > -4.9
Fe,I,5481.8955,269.83,81.43,0.0156,0.1189,-4.3078,23,0.152,SATURATED_REW,REW -4.308 > -4.9
Sc,I,5482.0049,251.04,36.97,0.0166,0.0589,-4.3392,19,0.152,SYNTH_ROUTED,Sc: synthesis is the reporting channel (HFS_sum (problem-children registry))
Ni,I,5482.2118,214.14,45.67,0.0184,0.0229,-4.4083,43,0.044,SATURATED_REW,REW -4.408 > -4.9
Fe,I,5482.2604,206.98,53.09,0.0188,0.024,-4.423,41,0.044,SATURATED_REW,REW -4.423 > -4.9
Co,I,5483.3096,115.28,59.4,0.0085,0.3464,-4.6773,1,0.442,SYNTH_ROUTED,Co: synthesis is the reporting channel (synthesis (problem-children registry))
Co,I,5483.354,113.94,56.55,0.0077,0.3464,-4.6824,1,0.442,SYNTH_ROUTED,Co: synthesis is the reporting channel (synthesis (problem-children registry))
Co,I,5483.8756,127.06,30.46,0.0046,0.0386,-4.6351,0,0.002,SYNTH_ROUTED,Co: synthesis is the reporting channel (synthesis (problem-children registry))
Co,I,5483.9627,127.7,22.92,0.0048,0.0436,-4.6329,0,0.002,SYNTH_ROUTED,Co: synthesis is the reporting channel (synthesis (problem-children registry))
Co,I,5484.0502,124.47,24.1,0.005,0.0391,-4.644,0,0.002,SYNTH_ROUTED,Co: synthesis is the reporting channel (synthesis (problem-children registry))
Sc,I,5484.6148,68.97,110.42,0.0062,0.0234,-4.9005,2,0.007,SYNTH_ROUTED,Sc: synthesis is the reporting channel (HFS_sum (problem-children registry))
Fe,I,5485.7778,20.86,113.8,0.0087,0.0373,-5.4199,4,0.048,EW_ERR_EXCESS,err/EW 5.46 > 0.5
V,II,5486.9622,223.84,35.69,0.0084,0.0492,-4.3894,3,0.302,SATURATED_REW,REW -4.389 > -4.9
Fe,I,5487.1451,218.11,37.22,0.0072,0.2909,-4.4007,0,0.012,SATURATED_REW,REW -4.401 > -4.9
V,I,5487.2222,199.06,29.54,0.0066,0.2871,-4.4404,2,0.302,SATURATED_REW,REW -4.440 > -4.9
Fe,I,5487.4809,144.93,7.75,0.003,0.1925,-4.5782,0,0.01,SATURATED_REW,REW -4.578 > -4.9
Fe,I,5487.6776,150.14,9.18,0.0028,0.5165,-4.5629,0,0.04,SATURATED_REW,REW -4.563 > -4.9
Co,I,5487.8169,149.84,9.15,0.0028,0.5988,-4.5638,5,0.633,SYNTH_ROUTED,Co: synthesis is the reporting channel (synthesis (problem-children registry))
Co,I,5487.8596,150.41,9.21,0.0029,0.4136,-4.5621,5,0.633,SYNTH_ROUTED,Co: synthesis is the reporting channel (synthesis (problem-children registry))
V,I,5487.9126,150.91,9.27,0.0029,0.1655,-4.5607,5,0.633,SATURATED_REW,REW -4.561 > -4.9
Co,I,5487.9695,145.96,8.57,0.0033,0.0805,-4.5752,6,0.633,SYNTH_ROUTED,Co: synthesis is the reporting channel (synthesis (problem-children registry))
Fe,I,5488.1349,198.48,20.78,0.0059,0.1513,-4.4417,9,0.167,SATURATED_REW,REW -4.442 > -4.9
Ti,I,5488.1912,227.47,41.08,0.0074,0.1513,-4.3825,12,0.109,SATURATED_REW,REW -4.383 > -4.9
Cr,I,5488.3907,227.6,71.18,0.0093,0.0235,-4.3823,30,0.167,SATURATED_REW,REW -4.382 > -4.9
Co,I,5488.4169,222.38,71.21,0.0095,0.0235,-4.3924,3,0.167,SYNTH_ROUTED,Co: synthesis is the reporting channel (synthesis (problem-children registry))
Co,I,5488.4554,215.64,72.11,0.0098,0.019,-4.4057,6,0.167,SYNTH_ROUTED,Co: synthesis is the reporting channel (synthesis (problem-children registry))
Co,I,5489.623,83.15,234.37,0.0103,0.0616,-4.8197,3,0.085,SYNTH_ROUTED,Co: synthesis is the reporting channel (synthesis (problem-children registry))
Co,I,5489.6514,74.31,151.42,0.0103,0.0616,-4.8685,3,0.085,SYNTH_ROUTED,Co: synthesis is the reporting channel (synthesis (problem-children registry))
Fe,I,5489.85,89.79,59.26,0.002,0.1225,-4.7863,23,0.332,SATURATED_REW,REW -4.786 > -4.9
Ti,I,5489.8732,90.43,57.92,0.002,0.1225,-4.7832,23,0.087,SATURATED_REW,REW -4.783 > -4.9
V,I,5489.9296,93.4,58.31,0.002,0.1154,-4.7692,23,0.332,SATURATED_REW,REW -4.769 > -4.9
Ti,II,5490.6928,29.32,4.93,0.0017,0.1856,-5.2725,0,0.003,UNEXPLAINED,no pipeline rule accounts for this drop
Ti,I,5490.8454,28.75,4.83,0.0017,0.0517,-5.281,1,0.006,UNEXPLAINED,no pipeline rule accounts for this drop
Si,I,5493.2244,165.52,42.14,0.0028,0.1338,-4.521,4,0.52,SATURATED_REW,REW -4.521 > -4.9
Fe,I,5493.2515,169.7,46.29,0.0028,0.1338,-4.5101,1,0.069,SATURATED_REW,REW -4.510 > -4.9
Fe,I,5493.4987,183.87,41.08,0.0028,0.3079,-4.4753,1,0.069,SATURATED_REW,REW -4.475 > -4.9
Fe,I,5493.6159,180.25,39.49,0.0028,0.1951,-4.484,1,0.067,SATURATED_REW,REW -4.484 > -4.9
Fe,I,5493.8118,174.88,37.27,0.0027,0.17,-4.4971,1,0.067,SATURATED_REW,REW -4.497 > -4.9
Si,I,5493.8755,153.56,17.85,0.0026,0.17,-4.5536,1,0.166,SATURATED_REW,REW -4.554 > -4.9
Ti,I,5494.1231,172.88,19.66,0.0026,0.0319,-4.5022,15,0.221,SATURATED_REW,REW -4.502 > -4.9
Fe,I,5494.2813,170.04,15.92,0.0028,0.0188,-4.5094,15,0.02,SATURATED_REW,REW -4.509 > -4.9
Fe,I,5494.4626,161.74,34.93,0.0031,0.2235,-4.5311,0,0.02,SATURATED_REW,REW -4.531 > -4.9
Ni,I,5494.471,161.31,35.12,0.0031,0.2235,-4.5323,2,0.221,SATURATED_REW,REW -4.532 > -4.9
Ni,I,5494.8786,24.44,7.09,0.0041,0.1629,-5.3519,0,0.012,UNEXPLAINED,no pipeline rule accounts for this drop
Fe,I,5496.4774,113.91,75.3,0.0165,0.0637,-4.6835,0,0.004,SATURATED_REW,REW -4.684 > -4.9
Fe,I,5496.5617,138.31,60.14,0.0156,0.0891,-4.5992,0,0.004,SATURATED_REW,REW -4.599 > -4.9
Mn,I,5497.3612,148.36,8.26,0.0013,0.2528,-4.5688,5,0.807,SYNTH_ROUTED,Mn: synthesis is the reporting channel (synthesis (problem-children registry))
Y,II,5497.4051,150.14,24.25,0.0085,0.4345,-4.5637,1,0.807,SATURATED_REW,REW -4.564 > -4.9
Ti,I,5497.8619,155.19,4.4,0.0021,0.0222,-4.5493,3,0.807,SATURATED_REW,REW -4.549 > -4.9
Fe,I,5498.3889,146.83,39.86,0.0149,0.0124,-4.5734,5,0.003,SATURATED_REW,REW -4.573 > -4.9
Ni,I,5499.394,21.79,316.15,0.0167,0.0225,-5.4021,1,0.031,EW_ERR_EXCESS,err/EW 14.51 > 0.5
Ti,I,5501.3532,141.97,23.94,0.0105,0.3641,-4.5883,1,0.793,SATURATED_REW,REW -4.588 > -4.9
Fe,I,5501.4646,140.67,23.98,0.0105,0.7226,-4.5923,0,0.011,SATURATED_REW,REW -4.592 > -4.9
Cr,II,5502.0852,217.18,42.61,0.0151,0.1457,-4.4037,0,0.003,SATURATED_REW,REW -4.404 > -4.9
Si,I,5502.778,100.79,16.84,0.0162,0.0182,-4.7372,4,0.355,SATURATED_REW,REW -4.737 > -4.9
Si,I,5502.9385,100.52,22.55,0.0162,0.167,-4.7383,2,0.355,SATURATED_REW,REW -4.738 > -4.9
Cr,II,5503.2237,92.43,38.32,0.0155,0.1333,-4.7748,3,0.355,SATURATED_REW,REW -4.775 > -4.9
Fe,I,5503.4435,83.09,56.35,0.0134,0.0608,-4.8211,2,0.082,SATURATED_REW,REW -4.821 > -4.9
Y,I,5503.4653,87.36,61.97,0.0116,0.0608,-4.7993,2,0.156,SATURATED_REW,REW -4.799 > -4.9
Ti,I,5503.8953,146.99,117.64,0.0056,0.1217,-4.5734,17,0.129,SATURATED_REW,REW -4.573 > -4.9
Ni,I,5504.0941,129.17,146.6,0.0074,0.0859,-4.6295,19,0.199,SATURATED_REW,REW -4.630 > -4.9
Mn,I,5504.148,114.58,143.38,0.0072,0.0859,-4.6816,5,0.199,SYNTH_ROUTED,Mn: synthesis is the reporting channel (synthesis (problem-children registry))
Mn,I,5504.1543,112.04,142.93,0.0072,0.0859,-4.6913,5,0.199,SYNTH_ROUTED,Mn: synthesis is the reporting channel (synthesis (problem-children registry))
Sr,I,5504.177,107.52,142.5,0.0072,0.0814,-4.7092,19,0.199,SYNTH_ROUTED,Sr: synthesis is the reporting channel (synthesis (problem-children registry))
Fe,I,5504.3613,92.63,131.14,0.0075,0.0858,-4.774,17,0.129,SATURATED_REW,REW -4.774 > -4.9
Fe,I,5505.733,73.69,14.36,0.017,0.0951,-4.8734,12,0.123,SATURATED_REW,REW -4.873 > -4.9
Mn,I,5505.7908,73.85,14.37,0.017,0.271,-4.8725,2,0.47,SYNTH_ROUTED,Mn: synthesis is the reporting channel (synthesis (problem-children registry))
Mn,I,5505.8675,73.51,14.3,0.017,0.3691,-4.8745,2,0.47,SYNTH_ROUTED,Mn: synthesis is the reporting channel (synthesis (problem-children registry))
Fe,I,5505.8807,73.2,14.24,0.0169,0.3691,-4.8763,12,0.123,SATURATED_REW,REW -4.876 > -4.9
S,I,5507.0044,151.15,7.75,0.0046,0.071,-4.5615,1,0.814,SATURATED_REW,REW -4.562 > -4.9
V,I,5507.7171,122.22,137.57,0.0184,0.0172,-4.6538,4,0.021,SATURATED_REW,REW -4.654 > -4.9
Fe,I,5508.4084,28.0,69.6,0.0191,0.136,-5.2939,1,0.116,EW_ERR_EXCESS,err/EW 2.49 > 0.5
Cr,II,5508.6225,30.08,71.5,0.0195,0.127,-5.2628,2,0.141,EW_ERR_EXCESS,err/EW 2.38 > 0.5
Fe,I,5508.7001,70.65,176.03,0.0198,0.122,-4.8919,1,0.116,SATURATED_REW,REW -4.892 > -4.9
Mg,I,5509.597,107.05,10.25,0.0028,0.0554,-4.7115,5,0.295,SYNTH_ROUTED,Mg: synthesis is the reporting channel (synthesis (problem-children registry))
Y,II,5509.8924,77.43,5.88,0.0019,0.2158,-4.8522,6,0.34,SATURATED_REW,REW -4.852 > -4.9
Cr,I,5509.9106,77.45,6.56,0.0019,0.2373,-4.8521,10,0.34,SATURATED_REW,REW -4.852 > -4.9
Ni,I,5509.994,77.19,7.87,0.0019,0.3177,-4.8536,4,0.295,SATURATED_REW,REW -4.854 > -4.9
Cr,II,5510.7215,35.11,22.43,0.0088,0.1471,-5.1958,0,0.005,EW_ERR_EXCESS,err/EW 0.64 > 0.5
Ti,I,5511.7394,197.57,133.76,0.015,0.0547,-4.4456,6,0.035,SATURATED_REW,REW -4.446 > -4.9
Ti,I,5511.7787,209.94,135.39,0.0147,0.0547,-4.4192,6,0.035,SATURATED_REW,REW -4.419 > -4.9
Fe,I,5512.0214,261.7,83.59,0.0108,0.0742,-4.3235,4,0.13,SATURATED_REW,REW -4.324 > -4.9
Cr,I,5512.0518,260.35,50.64,0.0099,0.0742,-4.3258,7,0.359,SATURATED_REW,REW -4.326 > -4.9
Fe,I,5512.0563,260.26,50.16,0.0099,0.0742,-4.3259,4,0.13,SATURATED_REW,REW -4.326 > -4.9
Fe,I,5512.4016,261.88,96.02,0.0099,0.1887,-4.3232,3,0.502,SATURATED_REW,REW -4.323 > -4.9
Ti,I,5512.5236,277.43,105.49,0.0109,0.389,-4.2982,2,0.359,SATURATED_REW,REW -4.298 > -4.9
Cr,I,5512.7138,237.75,115.1,0.0122,0.0329,-4.3652,3,0.567,SATURATED_REW,REW -4.365 > -4.9
Ca,I,5512.98,124.94,14.75,0.009,0.5711,-4.6447,0,0.038,SATURATED_REW,REW -4.645 > -4.9
Ni,I,5513.7159,195.36,46.96,0.0167,0.0056,-4.4506,19,0.008,SATURATED_REW,REW -4.451 > -4.9
Sc,I,5514.2186,85.64,36.57,0.0142,0.0624,-4.8088,2,0.475,SYNTH_ROUTED,Sc: synthesis is the reporting channel (HFS_sum (problem-children registry))
Sc,I,5514.2572,103.18,39.55,0.0146,0.1879,-4.7279,2,0.475,SYNTH_ROUTED,Sc: synthesis is the reporting channel (HFS_sum (problem-children registry))
Ti,I,5514.3434,101.41,35.45,0.0134,0.3291,-4.7354,18,0.04,SATURATED_REW,REW -4.735 > -4.9
Ti,I,5514.5335,92.55,52.42,0.0112,0.378,-4.7751,19,0.047,SATURATED_REW,REW -4.775 > -4.9
Ni,I,5514.7882,84.8,50.97,0.0106,0.0725,-4.8131,1,0.475,SATURATED_REW,REW -4.813 > -4.9
Fe,I,5515.4982,116.33,60.39,0.0073,0.014,-4.6759,15,0.007,SATURATED_REW,REW -4.676 > -4.9
Fe,I,5516.4819,59.51,15.53,0.0034,0.0416,-4.9671,10,0.364,UNEXPLAINED,no pipeline rule accounts for this drop
Mn,I,5516.6906,62.94,4.01,0.0008,0.2345,-4.9428,1,0.101,SYNTH_ROUTED,Mn: synthesis is the reporting channel (synthesis (problem-children registry))
Mn,I,5516.7628,66.23,4.64,0.0009,0.2531,-4.9206,2,0.105,SYNTH_ROUTED,Mn: synthesis is the reporting channel (synthesis (problem-children registry))
Fe,I,5517.0655,69.47,3.68,0.0008,0.1567,-4.8999,7,0.364,SATURATED_REW,REW -4.900 > -4.9
Ti,I,5518.0588,54.11,59.57,0.0032,0.023,-5.0085,4,0.004,EW_ERR_EXCESS,err/EW 1.10 > 0.5
Fe,I,5518.5666,37.16,109.39,0.0034,0.0207,-5.1718,3,0.014,EW_ERR_EXCESS,err/EW 2.94 > 0.5
Fe,I,5519.5696,27.67,2.44,0.0003,0.1809,-5.2999,0,0.005,UNEXPLAINED,no pipeline rule accounts for this drop
Fe,I,5520.1984,63.12,10.75,0.0009,0.0149,-4.9418,26,0.049,UNEXPLAINED,no pipeline rule accounts for this drop
Mn,I,5520.4791,66.03,122.37,0.003,0.0608,-4.9222,23,0.055,SYNTH_ROUTED,Mn: synthesis is the reporting channel (synthesis (problem-children registry))
Sc,I,5520.4833,66.08,122.37,0.003,0.0608,-4.9219,3,0.055,SYNTH_ROUTED,Sc: synthesis is the reporting channel (HFS_sum (problem-children registry))
Fe,I,5520.4904,66.18,127.09,0.0032,0.0608,-4.9213,22,0.049,EW_ERR_EXCESS,err/EW 1.92 > 0.5
Fe,I,5521.1252,81.33,66.54,0.0036,0.0671,-4.8318,2,0.037,SATURATED_REW,REW -4.832 > -4.9
Fe,I,5521.28,71.98,65.68,0.0035,0.0609,-4.8848,7,0.09,SATURATED_REW,REW -4.885 > -4.9
Ni,I,5521.4262,63.33,61.43,0.0034,0.0351,-4.9404,12,0.144,EW_ERR_EXCESS,err/EW 0.97 > 0.5
Y,II,5521.55,68.58,61.47,0.0033,0.0507,-4.9059,3,0.063,EW_ERR_EXCESS,err/EW 0.90 > 0.5
Sr,I,5521.764,73.06,22.49,0.0027,0.0051,-4.8784,13,0.09,SYNTH_ROUTED,Sr: synthesis is the reporting channel (synthesis (problem-children registry))
Fe,I,5522.4458,46.82,2.98,0.0007,0.3607,-5.0717,0,0.003,UNEXPLAINED,no pipeline rule accounts for this drop
Co,I,5523.2406,69.2,37.09,0.0028,0.0539,-4.9021,1,0.011,SYNTH_ROUTED,Co: synthesis is the reporting channel (synthesis (problem-children registry))
Co,I,5523.2806,71.67,37.65,0.0029,0.0556,-4.8869,2,0.013,SYNTH_ROUTED,Co: synthesis is the reporting channel (synthesis (problem-children registry))
Co,I,5523.356,69.73,37.46,0.0029,0.0556,-4.8988,2,0.013,SYNTH_ROUTED,Co: synthesis is the reporting channel (synthesis (problem-children registry))
Fe,I,5523.431,65.98,37.13,0.0029,0.0358,-4.9228,10,0.144,EW_ERR_EXCESS,err/EW 0.56 > 0.5
Ni,I,5523.6272,68.56,162.5,0.0068,0.0271,-4.9062,24,0.144,EW_ERR_EXCESS,err/EW 2.37 > 0.5
