band,species,wavelength_A,depth,unsaturated,purity,gof,robust,canonical_line_id,action
H,TiI,16594.999, , , , , ,,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,CeII,16595.2, , , , , ,,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16601.77,N, , , ,N,gf_169543,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16607.633, , , , , ,gf_169546,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16607.805,N, , , ,N,gf_169547,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16612.206, , , , , ,gf_169550,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16612.761,Y,Y,Y,Y,Y,gf_169551,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16619.737,Y,Y,Y,N,N,gf_169552,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,MgI,16621.191, , , , , ,gf_174312,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,MgI,16624.718, , , , , ,gf_174316,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,CaI,16625.812,N, , , ,N,gf_174320,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,MgI,16632.019, , , , , ,gf_174328,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,MgI,16632.23, , , , , ,gf_174329,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16632.503, , , , , ,gf_169555,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,TiI,16635.158,Y,Y,U,Y,N,gf_174330,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16645.231, , , , , ,gf_169561,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16645.874,Y,Y,Y,Y,Y,gf_169563,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16647.246, , , , , ,gf_169566,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16648.203,N, , , ,N,gf_169567,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,CaII,16649.877, , , , , ,gf_174349,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16652.215, , , , , ,gf_169568,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16652.387, , , , , ,gf_169569,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16652.798, , , , , ,gf_169570,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16653.522,Y,Y,Y,N,N,gf_169571,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16659.347, , , , , ,gf_169573,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16659.519, , , , , ,gf_169574,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16659.744,Y,Y,N, ,N,gf_169575,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16661.379,Y,Y,Y,N,N,gf_169577,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16665.387, , , , , ,gf_169578,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16665.481,Y,Y,Y,Y,Y,gf_169579,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16666.773, , , , , ,gf_169580,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,NiI,16672.107,N, , , ,N,gf_174369,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,NiI,16673.582,N, , , ,N,gf_174380,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,NiI,16673.679, , , , , ,,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,NiI,16673.691, , , , , ,,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,CrI,16674.67,N, , , ,N,gf_174387,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16677.976,N, , , ,N,gf_169582,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16679.161,Y,Y,U,N,N,gf_169583,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,SiI,16680.77,Y,Y,Y,N,N,gf_174394,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16680.834, , , , , ,gf_169585,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16693.072,N, , , ,N,gf_169587,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,CrI,16694.54, , , , , ,gf_174405,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16707.551, , , , , ,gf_169591,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,MnI,16707.964, , , , , ,gf_174415,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16711.598, , , , , ,gf_169595,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16717.805,N, , , ,N,gf_169597,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,AlI,16718.957,Y,Y,N, ,N,gf_174435,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16719.071, , , , , ,gf_169598,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16720.727,Y,Y,N, ,N,gf_169599,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16721.462,Y,Y,U,Y,N,gf_169600,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,CeI,16722.534,Y,Y, , ,N,,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16723.949,N, , , ,N,gf_169601,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,TiI,16724.545, , , , , ,gf_174441,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16724.685,Y,Y,Y,N,N,gf_169602,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16725.44,Y,Y,Y,Y,Y,gf_169603,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16728.664, , , , , ,gf_169605,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,SiI,16729.672, , , , , ,gf_174445,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16737.24,N, , , ,N,gf_169607,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16739.311,Y,Y,Y,N,N,gf_169608,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,CoI,16741.133,N, , , ,N,gf_174456,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,CoI,16743.777,Y,Y,N, ,N,gf_174461,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,NiI,16747.337,Y,Y,N, ,N,gf_174465,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16747.906,Y,Y,U,N,N,gf_169610,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16750.305, , , , , ,gf_169611,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,AlI,16750.564,Y,Y, , ,N,gf_174469,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16751.33, , , , , ,gf_169612,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16753.065,Y,Y,Y,Y,Y,gf_169613,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,CoI,16757.642,Y,Y, , ,N,gf_174475,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,NiI,16761.233, , , , , ,gf_174478,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,AlI,16763.36,Y,Y,N, ,N,gf_174480,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,SiI,16767.842, , , , , ,gf_174485,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,CoI,16775.25, , , , , ,gf_174488,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16780.778, , , , , ,gf_169616,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16782.84, , , , , ,gf_169619,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16783.037,Y,Y,U,N,N,gf_169620,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16784.806,N, , , ,N,gf_169621,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16786.585,Y,Y,Y,N,N,gf_169622,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16788.313,N, , , ,N,gf_169623,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16792.224,Y,Y,U,-,N,gf_169625,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16794.21,Y,Y,U,-,N,gf_169626,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16798.276, , , , , ,gf_169627,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,PI,16803.367, , , , , ,gf_174510,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16803.5,N, , , ,N,gf_169629,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16807.435, , , , , ,gf_169630,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16807.61, , , , , ,gf_169631,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16810.614, , , , , ,gf_169632,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16811.375, , , , , ,gf_169633,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,NiI,16815.45,N, , , ,N,gf_174520,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,NiI,16815.505, , , , , ,gf_174520,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,NiI,16818.745,Y,Y,Y,N,N,gf_174526,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16820.253, , , , , ,gf_169640,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16822.691,Y,Y,Y,Y,Y,gf_169642,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,SiI,16828.159,Y,Y,Y,N,N,gf_174530,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16833.052,Y,Y,Y,Y,Y,gf_169644,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,CoI,16835.518,N, , , ,N,,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16836.445,Y,Y,N, ,N,gf_169645,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16837.877,Y,Y,Y,Y,Y,gf_169646,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16843.228,N, , , ,N,gf_169649,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16843.877,Y,Y,U,N,N,gf_169651,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16845.345,N, , , ,N,gf_169652,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16850.955,Y,Y,Y,N,N,gf_169655,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,CoI,16852.188,Y,Y, , ,N,,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,NiI,16853.02, , , , , ,gf_174552,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16855.024,Y,Y,N, ,N,gf_169659,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,CI,16855.08,Y,Y,N, ,N,gf_174556,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16856.442,Y,Y,U,N,N,gf_169660,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16856.848, , , , , ,gf_169661,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16857.135,N, , , ,N,gf_169662,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16857.744,Y,Y,N, ,N,gf_169663,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16858.523,N, , , ,N,gf_169664,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,TiI,16862.569, , , , , ,gf_174560,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,CI,16862.9, , , , , ,gf_174561,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16863.431,Y,Y,Y,Y,Y,gf_169666,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16864.045,Y,Y,N, ,N,gf_169667,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16864.079,N, , , ,N,gf_169668,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16865.513,Y,Y,Y,N,N,gf_169670,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,NiI,16867.283,N, , , ,N,gf_174563,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16869.95, , , , , ,gf_169672,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16874.116,Y,Y,Y,N,N,gf_169676,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16874.913, , , , , ,gf_169677,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,TiI,16877.691, , , , , ,gf_174578,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16877.967, , , , , ,,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16878.54, , , , , ,gf_169679,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16883.606,Y,Y,Y,N,N,gf_169682,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16884.809,Y,Y,U,N,N,gf_169683,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,TiI,16887.179,Y,Y,U,N,N,gf_174590,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,CI,16888.25,N, , , ,N,gf_174592,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,CI,16888.56, , , , , ,gf_174593,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16889.473,N, , , ,N,gf_169685,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,CI,16890.38,Y,Y,Y,N,N,gf_174595,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16890.414,Y,Y, , ,N,gf_169686,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16890.551, , , , , ,gf_169687,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16892.384,Y,Y,Y,N,N,gf_169689,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16893.954,Y,Y,U,N,N,gf_169690,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,CrI,16896.97,Y,N, , ,N,gf_174601,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16898.883,Y,Y,Y,N,N,gf_169691,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16900.231,N, , , ,N,,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16905.006, , , , , ,gf_169694,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16910.682, , , , , ,,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,AlI,16927.241, , , , , ,gf_174634,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16927.611,Y,Y,Y,Y,Y,gf_169702,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16928.623,Y,Y,U,Y,N,,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16928.792, , , , , ,gf_169705,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16930.962, , , , , ,gf_169707,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16934.65,N, , , ,N,gf_169709,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16937.0, , , , , ,gf_169710,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,NiI,16945.105, , , , , ,gf_174647,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16945.196, , , , , ,gf_169712,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,NiI,16945.311,N, , , ,N,gf_174648,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,CaI,16947.416, , , , , ,gf_174649,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16947.692, , , , , ,gf_169714,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,CI,16954.12, , , , , ,gf_174651,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,SiI,16957.794,Y,Y,Y,Y,Y,gf_174656,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,TiI,16959.748, , , , , ,gf_174658,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16961.877,N, , , ,N,gf_169716,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16962.91,Y,Y,U,N,N,gf_169718,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16964.283, , , , , ,gf_169719,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,TiI,16965.213, , , , , ,gf_174663,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16969.27,N, , , ,N,gf_169720,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16969.91,Y,Y,Y,Y,Y,gf_169721,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,TiI,16975.716,N, , , ,N,gf_174670,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16977.994, , , , , ,gf_169724,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,CI,16978.16, , , , , ,gf_174679,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16979.473,N, , , ,N,gf_169725,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16979.502,N, , , ,N,gf_169726,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16982.072,N, , , ,N,gf_169727,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16986.919,N, , , ,N,gf_169729,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,TiI,16991.077,N, , , ,N,gf_174690,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,TiI,16992.602,N, , , ,N,gf_174692,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16993.275,N, , , ,N,gf_169730,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16994.742,N, , , ,N,gf_169731,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16995.921, , , , , ,gf_169732,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,NiI,16996.261,N, , , ,N,gf_174695,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,NiI,16996.268,N, , , ,N,gf_174695,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,NiI,16996.27,N, , , ,N,gf_174695,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,NiI,16996.271,N, , , ,N,gf_174695,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,NiI,16996.274,N, , , ,N,gf_174695,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,CoI,16996.629, , , , , ,gf_174698,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,NiI,16998.464, , , , , ,gf_174702,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,NiI,17001.025,N, , , ,N,gf_174705,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,17004.631,N, , , ,N,gf_169736,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,17005.45,N, , , ,N,gf_169737,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,CoI,17006.89,N, , , ,N,gf_174713,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,17007.489,N, , , ,N,gf_169738,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,17008.971, , , , , ,gf_169739,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,17009.098, , , , , ,gf_169740,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,17011.095,N, , , ,N,gf_169741,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,17012.728,N, , , ,N,gf_169743,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,17015.476,N, , , ,N,gf_169744,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,TiI,17018.033,N, , , ,N,gf_174723,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,MgI,17018.039, , , , , ,gf_174724,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,17018.624,N, , , ,N,gf_169745,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,17019.972,N, , , ,N,gf_169746,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,17020.739,N, , , ,N,,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,17022.191,N, , , ,N,gf_169748,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,17025.116,N, , , ,N,gf_169751,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,17032.896,N, , , ,N,gf_169753,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,17033.659,N, , , ,N,gf_169754,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,17036.826,N, , , ,N,gf_169755,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,17037.787,N, , , ,N,gf_169756,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,17040.099,N, , , ,N,gf_169757,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,CI,17045.18,N, , , ,N,gf_174763,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,17047.636, , , , , ,gf_169759,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,17047.651,N, , , ,N,gf_169760,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,17052.181,N, , , ,N,gf_169761,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,17052.876,N, , , ,N,gf_169762,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,17061.092, , , , , ,gf_169766,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,17061.249, , , , , ,gf_169767,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,17065.265,N, , , ,N,gf_169770,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,17067.529,N, , , ,N,gf_169772,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,17070.539,N, , , ,N,gf_169774,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,17070.548,N, , , ,N,gf_169775,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,17072.825,N, , , ,N,gf_169777,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,17072.933, , , , , ,gf_169778,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,CoI,17074.659,N, , , ,N,,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,17075.12,N, , , ,N,gf_169779,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,MgI,17077.92, , , , , ,gf_174785,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,MgI,17085.63, , , , , ,gf_174790,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,17091.304, , , , , ,gf_169783,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,17094.434,Y,Y,Y,Y,Y,gf_169784,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,17098.22,Y,Y,N, ,N,gf_169785,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,17098.942, , , , , ,gf_169786,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,17107.673, , , , , ,gf_169787,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,SiI,17107.779, , , , , ,gf_174800,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,MgI,17108.631, , , , , ,gf_174801,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,SiI,17110.593,N, , , ,N,gf_174802,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,PI,17112.447, , , , , ,gf_174803,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,17114.313,Y,Y,N, ,N,gf_169789,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,TiI,17117.979, , , , , ,gf_174806,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,NiI,17120.455, , , , , ,gf_174808,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,17120.503, , , , , ,gf_169792,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,NiI,17120.535,N, , , ,N,gf_174808,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,17121.596, , , , , ,gf_169793,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,YI,17123.813, , , , , ,gf_174810,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,17125.28, , , , , ,gf_169794,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,17130.952,Y,Y,Y,Y,Y,gf_169795,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,17132.928,Y,Y,U,N,N,gf_169796,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,17134.2,Y,Y,Y,Y,Y,gf_169797,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,17137.105,Y,Y,Y,N,N,gf_169798,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,17137.263, , , , , ,gf_169799,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,17137.334, , , , , ,gf_169800,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,17138.897,Y,Y,N, ,N,gf_169802,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,17140.351, , , , , ,gf_169803,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,17151.667, , , , , ,gf_169804,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,SiI,17152.7, , , , , ,gf_174834,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,17154.077, , , , , ,gf_169806,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,NiI,17156.05, , , , , ,gf_174837,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,17159.533, , , , , ,gf_169809,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,17161.103,Y,Y,Y,Y,Y,gf_169810,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,17161.56, , , , , ,gf_169811,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,17166.201,Y,Y,Y,Y,Y,gf_169812,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,17167.194, , , , , ,gf_169813,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,17183.228,N, , , ,N,gf_169816,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,17184.812, , , , , ,gf_169817,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,AlI,17187.941,N, , , ,N,gf_174857,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,17190.447,Y,Y,Y,N,N,gf_169818,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,17191.573,Y,Y,Y,N,N,gf_169819,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,17192.826,N, , , ,N,,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,17194.568,N, , , ,N,gf_169823,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,17198.499,N, , , ,N,gf_169824,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,17199.147,N, , , ,N,gf_169825,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,17200.313,Y,Y,Y,N,N,gf_169826,TRACE_PRIMARY_GF_BEFORE_PROMOTION
