element,ion,wave_air_A,log_gf,ep_eV,predicted_depth,instruments,measured_in_pool,gf_canonical,log_gf_intake,gf_source_intake
Mn,I,2769.4106,-1.16,2.9408,0.499,,False,False,-1.16,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,II,2769.6374,0.192,5.9925,0.454,,False,False,0.192,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,II,2769.86,-1.746,4.9379,0.071,,False,False,-1.746,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,I,2770.2366,-1.487,3.3725,0.134,,False,False,-1.487,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,I,2771.4306,-1.845,2.1142,0.583,,False,False,-1.845,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,II,2771.5341,-0.143,6.1846,0.219,,False,False,-0.143,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,II,2772.0584,-1.673,2.8884,0.136,,False,False,-1.673,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,I,2773.0297,-1.646,2.9197,0.452,,False,False,-1.646,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,II,2774.9808,0.056,6.1394,0.317,,False,False,0.056,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,II,2775.3868,-0.506,6.1282,0.118,,False,False,-0.506,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,II,2775.514,-1.077,3.7845,0.088,,False,False,-1.077,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,II,2777.3793,-0.191,6.6711,0.087,,False,False,-0.191,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,I,2777.4651,-1.086,2.8884,0.589,,False,False,-1.086,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,II,2777.7799,-0.042,5.9906,0.332,,False,False,-0.042,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,I,2778.5826,-1.368,2.1427,0.51,,False,False,-1.368,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,II,2779.7534,-2.634,3.8038,0.09,,False,False,-2.634,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,II,2780.2096,-2.171,4.5086,0.063,,False,False,-2.171,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,II,2781.3915,-1.34,4.5086,0.332,,False,False,-1.34,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,II,2781.7994,-1.776,4.6926,0.108,,False,False,-1.776,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,II,2785.2416,-0.663,4.5165,0.496,,False,False,-0.663,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,I,2786.2582,-1.633,3.3725,0.097,,False,False,-1.633,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,II,2786.4674,-0.231,6.1846,0.186,,False,False,-0.231,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,I,2787.8189,-1.798,2.1637,0.581,,False,False,-1.798,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,I,2788.6757,-2.076,2.9408,0.091,,False,False,-2.076,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,I,2789.7594,-1.405,2.9197,0.353,,False,False,-1.405,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,II,2791.183,-0.781,5.4176,0.224,,False,False,-0.781,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,I,2791.583,-1.302,2.9197,0.416,,False,False,-1.302,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,I,2791.713,-2.891,2.1637,0.078,,False,False,-2.891,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,I,2791.8428,-1.65,2.9408,0.206,,False,False,-1.65,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,I,2792.871,-1.085,3.7634,0.144,,False,False,-1.085,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,I,2793.2309,-0.367,2.9197,0.133,,False,False,-0.367,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,II,2793.7166,-0.551,4.31,0.483,,False,False,-0.551,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,I,2795.4985,-2.093,2.9408,0.088,,False,False,-2.093,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,II,2795.816,-0.734,5.8364,0.123,,False,False,-0.734,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,I,2796.4239,-1.865,2.9532,0.14,,False,False,-1.865,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,II,2796.6264,-1.376,4.3284,0.4,,False,False,-1.376,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,II,2797.4231,-0.591,4.9379,0.534,,False,False,-0.591,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,I,2798.4923,-2.182,2.1782,0.318,,False,False,-2.182,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,II,2801.999,-1.981,4.069,0.387,,False,False,-1.981,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,I,2802.3253,-1.829,2.1867,0.542,,False,False,-1.829,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,I,2802.6145,-1.017,3.135,0.468,,False,False,-1.017,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,I,2802.6945,-1.114,3.1353,0.403,,False,False,-1.114,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,I,2803.0676,-1.849,2.9408,0.148,,False,False,-1.849,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,II,2803.2775,-0.787,5.4368,0.214,,False,False,-0.787,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,II,2803.3514,-0.293,6.1846,0.165,,False,False,-0.293,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,I,2803.9407,-0.92,3.135,0.537,,False,False,-0.92,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,II,2806.9062,-0.451,5.9906,0.167,,False,False,-0.451,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,I,2806.9695,-0.955,3.1353,0.51,,False,False,-0.955,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,II,2807.5337,-1.149,5.4368,0.106,,False,False,-1.149,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,II,2807.5857,-1.049,4.3284,0.586,,False,False,-1.049,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,II,2809.1834,-1.393,4.3284,0.389,,False,False,-1.393,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,II,2809.3926,-0.874,4.6881,0.5,,False,False,-0.874,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,II,2809.6621,-2.622,4.0712,0.157,,False,False,-2.622,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,II,2809.7937,-0.408,5.9925,0.178,,False,False,-0.408,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,I,2810.7371,-2.289,2.9197,0.057,,False,False,-2.289,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,II,2811.427,-1.872,3.3725,0.572,,False,False,-1.872,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,II,2811.5094,-0.238,5.9906,0.24,,False,False,-0.238,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,I,2812.0934,-1.296,3.7706,0.089,,False,False,-1.296,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,II,2812.328,-0.911,4.6926,0.476,,False,False,-0.911,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,II,2812.5235,-0.701,4.693,0.591,,False,False,-0.701,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,I,2812.7167,-0.396,3.7716,0.184,,False,False,-0.396,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,II,2812.7759,-1.369,4.34,0.396,,False,False,-1.369,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,I,2812.9557,-1.207,3.1344,0.346,,False,False,-1.207,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,II,2813.1179,-0.797,4.6926,0.54,,False,False,-0.797,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,I,2813.2038,-1.024,3.7723,0.158,,False,False,-1.024,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,I,2813.3212,-2.852,2.1782,0.083,,False,False,-2.852,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,I,2814.3174,-1.284,3.7634,0.091,,False,False,-1.284,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,I,2814.438,-1.401,3.3783,0.068,,False,False,-1.401,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,II,2814.6506,-0.297,5.3803,0.133,,False,False,-0.297,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,II,2817.3206,-0.304,5.8153,0.275,,False,False,-0.304,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,II,2817.7288,-0.41,6.4942,0.075,,False,False,-0.41,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,I,2818.9167,-1.98,2.1867,0.436,,False,False,-1.98,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,I,2819.7293,-1.531,3.135,0.19,,False,False,-1.531,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,II,2821.8345,-0.725,4.0737,0.229,,False,False,-0.725,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,II,2822.0576,-1.027,5.4944,0.123,,False,False,-1.027,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,II,2824.6795,-0.068,5.52,0.528,,False,False,-0.068,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,I,2825.3811,-2.361,3.135,0.13,,False,False,-2.361,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,I,2825.5685,-1.515,3.1353,0.541,,False,False,-1.515,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,II,2828.4731,-0.377,6.4934,0.08,,False,False,-0.377,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,I,2830.4743,-0.696,4.2581,0.233,,False,False,-0.696,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,II,2830.7185,0.519,6.3918,0.428,,False,False,0.519,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,I,2833.1876,-1.585,3.3725,0.109,,False,False,-1.585,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,I,2836.8869,-1.499,3.3783,0.129,,False,False,-1.499,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,II,2837.5668,-2.646,3.7845,0.092,,False,False,-2.646,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,I,2838.8488,-3.043,2.1427,0.058,,False,False,-3.043,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,I,2840.336,-0.319,3.7716,0.09,,False,False,-0.319,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,II,2844.2468,-0.947,5.8153,0.08,,False,False,-0.947,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,II,2846.0348,0.161,6.1394,0.361,,False,False,0.161,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,II,2846.8761,-1.965,4.4975,0.104,,False,False,-1.965,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,II,2851.1925,-1.399,5.4368,0.192,,False,False,-1.399,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,II,2851.552,-2.618,4.0652,0.056,,False,False,-2.618,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,II,2854.1622,-1.007,5.8364,0.067,,False,False,-1.007,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,II,2854.3187,-2.477,3.9256,0.102,,False,False,-2.477,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,II,2855.2,-0.587,5.5669,0.24,,False,False,-0.587,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,II,2856.2311,-0.39,6.1282,0.146,,False,False,-0.39,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,II,2857.0213,-1.129,5.52,0.093,,False,False,-1.129,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,II,2858.0121,-2.8,3.8038,0.068,,False,False,-2.8,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,II,2859.6513,-2.044,4.5086,0.09,,False,False,-2.044,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,II,2864.802,-0.355,6.3918,0.105,,False,False,-0.355,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,II,2866.3413,-1.167,5.8153,0.055,,False,False,-1.167,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,I,2868.8922,0.071,2.1427,0.347,,False,False,0.071,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,II,2869.2512,-0.734,6.1329,0.076,,False,False,-0.734,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,II,2869.6252,0.017,6.9133,0.092,,False,False,0.017,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,II,2872.4015,-1.607,4.4975,0.21,,False,False,-1.607,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,II,2874.8542,-1.449,5.4725,0.14,,False,False,-1.449,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,II,2875.4246,-0.773,5.5477,0.18,,False,False,-0.773,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,II,2876.3372,-1.109,5.8153,0.061,,False,False,-1.109,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,II,2881.1254,-1.22,4.1098,0.591,,False,False,-1.22,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,II,2884.1611,-1.255,4.1223,0.566,,False,False,-1.255,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,II,2888.2485,-0.75,5.5669,0.181,,False,False,-0.75,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,I,2890.3864,-2.505,2.9197,0.07,,False,False,-2.505,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,I,2891.9495,-1.077,3.7716,0.139,,False,False,-1.077,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,I,2892.4867,-2.069,3.1325,0.06,,False,False,-2.069,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,II,2892.791,-1.371,5.5669,0.05,,False,False,-1.371,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,II,2893.8378,-0.025,6.1846,0.247,,False,False,-0.025,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,I,2894.6243,-1.829,3.1344,0.105,,False,False,-1.829,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,I,2895.5324,-1.43,3.3725,0.146,,False,False,-1.43,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,I,2897.426,-1.86,3.1344,0.098,,False,False,-1.86,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,I,2897.9889,-1.689,3.1353,0.138,,False,False,-1.689,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,II,2898.9569,-0.095,6.1282,0.238,,False,False,-0.095,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,I,2899.4278,-0.984,3.3783,0.336,,False,False,-0.984,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,I,2902.3981,-1.567,3.1353,0.174,,False,False,-1.567,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,II,2904.6611,0.051,6.1856,0.278,,False,False,0.051,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,II,2905.2529,-0.145,6.1329,0.216,,False,False,-0.145,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,I,2908.8792,-1.352,3.135,0.267,,False,False,-1.352,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,I,2910.2407,-1.594,3.1325,0.166,,False,False,-1.594,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,II,2913.1274,-0.191,5.8153,0.316,,False,False,-0.191,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,I,2913.5216,-2.442,3.1353,0.095,,False,False,-2.442,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,I,2916.3702,-1.645,3.3725,0.096,,False,False,-1.645,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,I,2919.117,-2.141,3.1344,0.052,,False,False,-2.141,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,I,2920.4537,-1.07,3.7634,0.143,,False,False,-1.07,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,II,2921.2875,-2.439,3.3783,0.209,,False,False,-2.439,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,II,2922.5916,0.068,5.8364,0.431,,False,False,0.068,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,I,2923.7095,-2.023,3.1353,0.067,,False,False,-2.023,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,I,2924.4246,-1.359,3.135,0.264,,False,False,-1.359,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,II,2925.8842,-1.297,5.5477,0.187,,False,False,-1.297,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,II,2926.5549,-0.95,4.693,0.05,,False,False,-0.95,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,II,2927.5965,-2.54,4.1098,0.062,,False,False,-2.54,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,II,2927.6565,-0.709,5.8364,0.124,,False,False,-0.709,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,II,2930.5239,0.128,6.1769,0.315,,False,False,0.128,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,I,2933.496,-1.312,2.1637,0.288,,False,False,-1.312,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,II,2933.7742,-1.773,4.069,0.468,,False,False,-1.773,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,II,2934.0607,-0.822,3.1353,0.594,,False,False,-0.822,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,II,2934.233,-3.128,4.074,0.063,,False,False,-3.128,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,II,2934.4173,-1.057,4.4975,0.474,,False,False,-1.057,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,II,2934.7239,-1.709,4.0712,0.591,,False,False,-1.709,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,II,2935.3597,-1.588,4.0712,0.194,,False,False,-1.588,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,I,2935.6456,-2.05,3.135,0.064,,False,False,-2.05,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,I,2936.1546,-2.078,2.1142,0.414,,False,False,-2.078,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,II,2936.4865,-1.289,4.0737,0.292,,False,False,-1.289,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,II,2936.6535,-3.185,4.074,0.056,,False,False,-3.185,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,I,2937.2103,-0.654,4.2465,0.132,,False,False,-0.654,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,II,2937.7045,-0.028,6.1846,0.241,,False,False,-0.028,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,II,2938.0404,-2.769,3.7845,0.071,,False,False,-2.769,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,I,2940.1067,-1.223,3.1353,0.332,,False,False,-1.223,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,I,2940.8215,-2.636,2.1637,0.335,,False,False,-2.636,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,II,2941.5625,-0.29,6.1856,0.153,,False,False,-0.29,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,I,2941.6792,-2.245,2.1782,0.55,,False,False,-2.245,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,II,2942.6839,-0.977,4.9356,0.306,,False,False,-0.977,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,I,2942.7472,-0.823,3.135,0.407,,False,False,-0.823,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,I,2942.9405,-2.119,3.1353,0.055,,False,False,-2.119,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,II,2944.0497,-1.961,4.4975,0.102,,False,False,-1.961,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,I,2947.6374,-2.857,2.1867,0.218,,False,False,-2.857,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,II,2949.08,-2.389,4.0651,0.28,,False,False,-2.389,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,I,2950.9805,-3.005,2.1782,0.186,,False,False,-3.005,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,II,2951.8746,-1.682,4.5086,0.169,,False,False,-1.682,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,I,2953.0108,-2.625,2.1637,0.405,,False,False,-2.625,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,II,2955.3005,-2.792,4.074,0.116,,False,False,-2.792,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,II,2955.3782,-1.966,4.069,0.378,,False,False,-1.966,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,II,2956.9777,-2.186,2.1867,0.583,,False,False,-2.186,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,II,2958.0575,-0.276,6.0053,0.091,,False,False,-0.276,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,II,2958.7102,-1.858,4.0712,0.436,,False,False,-1.858,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,II,2960.3407,-0.648,5.4944,0.23,kpno_solar_atlas,False,False,-0.648,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,I,2963.2507,-2.508,2.1782,0.428,kpno_solar_atlas,False,False,-2.508,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,I,2963.6004,-1.814,2.1427,0.575,kpno_solar_atlas,False,False,-1.814,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,II,2965.9413,-0.079,6.0053,0.069,kpno_solar_atlas,False,False,-0.079,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,I,2970.9601,-1.335,2.1427,0.082,kpno_solar_atlas,False,False,-1.335,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,II,2972.6199,-0.987,5.4944,0.124,kpno_solar_atlas,False,False,-0.987,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,II,2973.3113,-2.452,4.126,0.073,kpno_solar_atlas,False,False,-2.452,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,I,2974.0838,0.053,4.2327,0.475,kpno_solar_atlas,False,False,0.053,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,II,2976.4027,-1.02,4.9356,0.281,kpno_solar_atlas,False,False,-1.02,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,II,2976.8654,-0.465,4.9363,0.563,kpno_solar_atlas,False,False,-0.465,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,I,2977.1916,-2.118,3.1353,0.076,kpno_solar_atlas,False,False,-2.118,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,I,2977.3131,-2.369,3.1325,0.126,kpno_solar_atlas,False,False,-2.369,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,II,2977.8231,-1.061,4.9363,0.261,kpno_solar_atlas,False,False,-1.061,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,II,2978.0701,-0.343,4.2465,0.241,kpno_solar_atlas,False,False,-0.343,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,I,2978.3464,-2.375,3.135,0.119,kpno_solar_atlas,False,False,-2.375,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,I,2978.569,-1.938,2.1637,0.474,kpno_solar_atlas,False,False,-1.938,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,II,2978.9909,-0.686,4.9379,0.449,kpno_solar_atlas,False,False,-0.686,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,I,2979.979,-0.507,4.2581,0.17,kpno_solar_atlas,False,False,-0.507,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,I,2980.4413,-0.452,4.2679,0.186,kpno_solar_atlas,False,False,-0.452,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,II,2980.7136,-1.581,4.693,0.105,kpno_solar_atlas,False,False,-1.581,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,I,2983.994,-1.06,4.2465,0.057,kpno_solar_atlas,False,False,-1.06,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,I,2985.999,-1.814,2.1637,0.559,kpno_solar_atlas,False,False,-1.814,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,II,2989.7284,-1.924,4.1223,0.202,kpno_solar_atlas,False,False,-1.924,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,I,2992.1081,-2.602,2.1637,0.135,kpno_solar_atlas,False,False,-2.602,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,II,2992.4016,-1.411,4.126,0.248,kpno_solar_atlas,False,False,-1.411,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,II,2993.3129,-2.313,4.126,0.094,kpno_solar_atlas,False,False,-2.313,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,I,2996.466,-2.252,2.1782,0.277,kpno_solar_atlas,False,False,-2.252,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,I,3002.3751,-0.652,4.3446,0.108,kpno_solar_atlas|delbouille_liege_intensity,False,True,-0.652,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,I,3002.6182,-1.977,2.1782,0.436,kpno_solar_atlas|delbouille_liege_intensity,False,True,-1.977,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,I,3006.6317,-2.628,2.1782,0.131,kpno_solar_atlas|delbouille_liege_intensity,False,True,-2.628,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,I,3008.047,-2.012892538552079,3.135,0.07,kpno_solar_atlas|delbouille_liege_intensity,False,True,-2.615,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,I,3008.8247,-2.6,2.1867,0.129,kpno_solar_atlas|delbouille_liege_intensity,False,True,-2.6,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,I,3009.3727,-1.9977806736845405,3.1325,0.072,kpno_solar_atlas|delbouille_liege_intensity,False,True,-2.625,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,I,3011.1633,-0.8399353978037958,3.135,0.575,kpno_solar_atlas|delbouille_liege_intensity,False,True,-1.471,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,I,3012.87,-2.249,2.1867,0.274,kpno_solar_atlas|delbouille_liege_intensity,False,True,-2.096,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Mn,I,3015.1821,-0.502,4.1938,0.192,kpno_solar_atlas|delbouille_liege_intensity,False,True,-0.502,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
