element,ion,wavelength_air_A,excitation_potential_eV,log_gf,loggf_source,nist_grade,damping_rad,damping_stark,damping_vdW,central_depth,blend_flag,priority,notes
Fe,I,5417.113,4.985,-2.526,VALD3,,8.85,-5.75,-7.8,0.033,True,1,
Ti,I,5417.2448,1.4298,-3.03,VALD3,,8.18,-6.1,-7.71,0.031,False,3,
Fe,I,5417.8942,5.0638,-2.664,VALD3,,8.9,-3.62,-7.37,0.02,False,1,
Si,I,5418.1244,5.6192,-2.442,VALD3,,7.85,-2.82,-6.86,0.039,False,2,
Ti,II,5418.7678,1.5818,-2.13,VALD3,,8.15,-6.59,-7.85,0.452,False,3,
Fe,I,5419.1576,4.1864,-3.601,VALD3,,8.21,-5.73,-7.72,0.021,True,1,
Ti,I,5419.1915,2.3447,-1.42,VALD3,,8.23,-5.9,-7.71,0.105,True,3,
V,I,5419.3909,1.9307,-1.613,VALD3,,6.63,-6.12,-7.81,0.022,False,3,
Cr,I,5420.0473,3.8446,-0.6,VALD3,,7.69,-5.91,-7.78,0.264,False,3,
Mn,I,5420.3508,2.1427,-1.462,VALD3,,8.62,-6.01,-7.54,0.678,False,3,
Cr,II,5420.9247,3.7576,-2.4,VALD3,,8.29,-6.49,-7.861,0.087,False,3,
Si,I,5421.1683,5.6192,-2.006,VALD3,,7.85,-2.44,-6.87,0.089,False,2,
Fe,I,5421.3964,3.6416,-3.2,VALD3,,7.52,-6.08,-7.81,0.16,False,1,
V,I,5421.654,2.565,-1.058,VALD3,,7.95,-4.96,-7.52,0.015,True,3,
Fe,I,5421.7492,3.2515,-4.681,VALD3,,8.0,-5.85,-7.8,0.019,True,1,
Fe,I,5421.85,4.5485,-1.78,VALD3,,8.21,-5.06,-7.097,0.283,True,1,
Cr,I,5421.9433,3.847,-2.209,VALD3,,7.96,-6.16,-7.78,0.011,True,3,
Co,I,5421.958,4.2398,-1.057,VALD3,,8.44,-4.66,-7.51,0.018,True,3,
Fe,I,5422.15,4.3201,-2.26,VALD3,,8.33,-5.28,-7.224,0.212,False,1,
Ti,I,5422.38,3.5587,-0.31,VALD3,,8.76,-5.36,-7.66,0.064,False,3,
Ti,II,5422.4947,1.5718,-3.705,VALD3,,8.38,-6.5,-7.84,0.038,False,3,
Fe,I,5423.7382,3.6946,-2.986,VALD3,,7.05,-6.18,-7.82,0.205,False,1,
V,I,5424.0602,2.359,-0.204,VALD3,,7.8,-6.1,-7.76,0.149,True,3,
Fe,I,5424.0672,4.3201,0.52,VALD3,,8.33,-4.57,-7.224,0.79,True,1,
Fe,I,5424.142,4.0758,-2.33,VALD3,,7.68,-6.03,-7.8,0.278,True,1,
V,I,5424.2809,1.8926,-1.706,VALD3,,6.58,-6.14,-7.78,0.019,False,3,
Ni,I,5424.5361,4.1672,-1.151,VALD3,,8.36,-5.58,-7.56,0.25,True,2,
Ni,I,5424.623,1.9508,-4.773,VALD3,,8.07,-6.16,-7.81,0.029,True,2,
Ni,I,5424.631,1.9508,-4.179,VALD3,,8.07,-6.16,-7.81,0.102,True,2,
Ni,I,5424.635,1.9508,-4.683,VALD3,,8.07,-6.16,-7.81,0.036,True,2,
Ni,I,5424.639,1.9508,-3.321,VALD3,,8.07,-6.16,-7.81,0.377,True,2,
Ni,I,5424.65,1.9508,-2.907,VALD3,,8.07,-6.16,-7.81,0.513,True,2,
Fe,II,5425.2485,3.1995,-3.16,VALD3,,8.46,-6.53,-7.886,0.24,False,1,
Sc,I,5425.55,2.0012,-0.78,VALD3,,7.85,-5.31,-7.56,0.021,True,3,
Co,I,5425.6201,4.0719,-0.861,VALD3,,8.42,-4.54,-7.5,0.042,True,3,
Co,I,5425.6463,2.7177,-2.989,VALD3,,8.59,-5.98,-7.73,0.01,True,3,
Mn,I,5426.1899,2.9408,-3.04,VALD3,,7.92,-6.13,-7.77,0.035,True,3,
Ti,I,5426.2494,0.0211,-2.901,VALD3,,6.37,-6.11,-7.734,0.545,True,3,
Co,I,5426.7431,1.9557,-3.489,VALD3,,8.24,-6.1,-7.79,0.022,False,3,
Co,I,5427.1891,4.1751,-0.862,VALD3,,8.41,-4.58,-7.51,0.033,True,3,
Fe,I,5427.2448,3.274,-4.112,VALD3,,8.21,-5.72,-7.77,0.061,True,1,
Cr,I,5427.9753,3.8496,-1.489,VALD3,,7.96,-6.15,-7.78,0.055,False,3,
Fe,I,5428.6951,4.1864,-2.161,VALD3,,8.18,-6.03,-7.74,0.292,False,1,
Ni,I,5428.8419,3.8327,-3.032,VALD3,,8.16,-4.54,-7.5,0.014,True,2,
Ni,I,5428.8526,3.8327,-2.618,VALD3,,8.16,-4.54,-7.5,0.035,True,2,
Cr,I,5429.0769,4.4161,-1.636,VALD3,,8.14,-3.89,-7.45,0.01,True,3,
Ti,I,5429.1368,2.3447,-0.55,VALD3,,8.11,-5.97,-7.72,0.388,True,3,
Fe,I,5429.4198,4.1426,-2.25,VALD3,,7.81,-5.88,-7.8,0.279,True,1,
Sc,I,5429.421,1.985,-0.8,VALD3,,7.84,-5.32,-7.56,0.021,True,3,
V,I,5429.4628,2.5824,-0.924,VALD3,,7.95,-4.79,-7.52,0.02,True,3,
Fe,I,5429.5032,4.1909,-1.016,VALD3,,8.46,-5.4,-7.53,0.587,True,1,
Fe,I,5429.6961,0.9582,-1.879,VALD3,,7.17,-6.22,-7.755,0.911,False,1,
Fe,I,5429.8412,4.4733,-1.008,VALD3,,8.27,-4.66,-7.51,0.52,False,1,
Ni,I,5430.3626,3.8339,-2.167,VALD3,,8.0,-3.6,-7.51,0.089,False,2,
Co,I,5431.0235,3.4092,-1.389,VALD3,,8.28,-5.96,-7.73,0.064,False,3,
Fe,I,5431.8473,5.0674,-2.592,VALD3,,7.26,-3.67,-7.32,0.024,False,1,
Cr,I,5432.3335,3.4216,-2.255,VALD3,,7.95,-6.01,-7.75,0.029,True,3,
Ti,I,5432.3341,2.408,-1.54,VALD3,,7.88,-5.11,-7.52,0.072,True,3,
Ti,I,5432.4693,2.5783,-2.05,VALD3,,8.08,-6.02,-7.71,0.016,True,3,
Mn,I,5432.5392,0.0,-3.795,VALD3,,4.11,-6.27,-7.797,0.774,True,3,
Fe,I,5432.9475,4.4456,-1.04,VALD3,,8.33,-4.39,-7.153,0.52,True,1,
Fe,II,5432.962,3.2673,-3.527,VALD3,,8.47,-6.52,-7.882,0.131,True,1,
Sc,I,5432.977,1.9864,-1.02,VALD3,,7.85,-5.32,-7.56,0.013,True,3,
Fe,I,5433.1158,4.4733,-2.439,VALD3,,8.07,-5.16,-7.31,0.121,False,1,
Sc,I,5433.246,1.9866,-0.78,VALD3,,7.86,-5.32,-7.56,0.022,True,3,
Fe,I,5433.2505,4.5931,-3.318,VALD3,,7.8,-6.19,-7.79,0.015,True,1,
Mn,I,5433.397,5.3703,0.113,VALD3,,8.15,-6.14,-7.61,0.094,False,3,
Fe,I,5433.6427,5.0674,-1.352,VALD3,,7.33,-3.6,-7.33,0.235,False,1,
V,I,5434.1554,2.3654,-0.514,VALD3,,8.18,-5.92,-7.72,0.081,False,3,
Fe,I,5434.5232,1.0111,-2.122,VALD3,,7.15,-6.22,-7.749,0.907,True,1,
Co,I,5434.569,4.1751,-0.424,VALD3,,8.41,-4.55,-7.51,0.082,True,3,
Fe,I,5435.0254,5.0674,-1.453,VALD3,,7.33,-3.57,-7.32,0.205,False,1,
Fe,I,5435.17,4.4346,-2.19,VALD3,,8.28,-4.81,-7.16,0.195,False,1,
Fe,I,5435.5376,4.7955,-2.894,VALD3,,8.3,-4.27,-7.3,0.023,False,1,
Ti,I,5435.82,3.5508,-0.49,VALD3,,8.76,-5.41,-7.66,0.044,True,3,
Ni,I,5435.832,1.9859,-4.613,VALD3,,8.26,-6.12,-7.8,0.038,True,2,
Ni,I,5435.841,1.9859,-4.019,VALD3,,8.26,-6.12,-7.8,0.128,True,2,
Ni,I,5435.847,1.9859,-4.523,VALD3,,8.26,-6.12,-7.8,0.046,True,2,
Ni,I,5435.852,1.9859,-3.161,VALD3,,8.26,-6.12,-7.8,0.419,True,2,
Ni,I,5435.863,1.9859,-2.747,VALD3,,8.26,-6.12,-7.8,0.544,True,2,
Fe,I,5436.2945,4.3865,-1.54,VALD3,,8.3,-4.94,-7.187,0.415,False,1,
Fe,I,5436.5875,2.2786,-2.964,VALD3,,8.25,-6.06,-7.579,0.683,False,1,
Ti,I,5436.7159,0.8995,-2.44,VALD3,,8.0,-6.07,-7.727,0.302,False,3,
Co,I,5436.9961,4.113,-0.401,VALD3,,8.35,-4.86,-7.48,0.097,True,3,
Fe,I,5437.0831,2.4534,-3.552,VALD3,,8.21,-5.91,-7.73,0.496,True,1,
Fe,I,5437.1951,4.3125,-2.68,VALD3,,8.3,-4.35,-7.52,0.107,False,1,
V,I,5437.658,2.3737,-0.885,VALD3,,7.76,-6.01,-7.76,0.036,True,3,
Cr,I,5437.7576,4.3888,-1.171,VALD3,,7.74,-4.71,-7.48,0.031,True,3,
Ti,I,5437.8446,3.5827,-0.818,VALD3,,8.76,-5.12,-7.66,0.02,True,3,
Fe,I,5438.0351,4.5931,-2.6,VALD3,,8.0,-5.9,-7.792,0.069,False,1,
Mn,I,5438.1694,2.9197,-3.54,VALD3,,7.92,-6.13,-7.77,0.012,True,3,
Y,I,5438.2259,1.9669,0.227,VALD3,,8.2,-5.37,-7.67,0.032,True,3,
Sc,I,5438.279,1.9958,-1.02,VALD3,,7.86,-5.31,-7.56,0.012,True,3,
Ti,I,5438.3041,1.4298,-2.2,VALD3,,8.09,-5.98,-7.73,0.168,True,3,
Ti,I,5439.0293,1.4298,-2.55,VALD3,,8.19,-6.1,-7.7,0.087,True,3,
Sc,I,5439.042,1.985,-0.82,VALD3,,7.85,-5.32,-7.56,0.02,True,3,
Ti,I,5439.0751,0.8995,-4.028,VALD3,,5.82,-6.07,-7.77,0.013,True,3,
Fe,I,5439.9017,4.7955,-2.754,VALD3,,8.26,-4.17,-7.32,0.031,False,1,
Ti,I,5440.5093,1.4298,-2.44,VALD3,,8.22,-6.07,-7.7,0.107,True,3,
Ca,I,5440.5986,5.4471,-0.492,VALD3,,8.54,-3.38,-7.06,0.034,True,2,
Fe,I,5440.6433,5.0095,-2.236,VALD3,,8.77,-4.56,-7.43,0.057,True,1,
Fe,I,5440.6498,5.0638,-2.811,VALD3,,8.81,-3.57,-7.14,0.014,True,1,
Fe,I,5441.3386,4.3125,-1.73,VALD3,,8.31,-4.69,-7.234,0.384,False,1,
Ca,I,5441.5166,5.4471,-0.632,VALD3,,8.3,-2.92,-6.89,0.025,False,2,
Cr,I,5442.4065,3.4216,-1.06,VALD3,,7.9,-5.39,-7.58,0.269,False,3,
Sc,I,5442.617,1.9864,-0.72,VALD3,,7.85,-5.32,-7.56,0.025,False,3,
Fe,I,5442.9745,4.5585,-2.242,VALD3,,8.31,-4.96,-7.31,0.144,False,1,
V,I,5443.2122,2.6077,-1.004,VALD3,,7.95,-4.98,-7.52,0.015,False,3,
Cr,I,5443.3577,3.0106,-1.94,VALD3,,8.32,-5.94,-7.72,0.14,True,3,
Fe,I,5443.41,4.1034,-2.95,VALD3,,8.48,-5.52,-7.22,0.099,True,1,
Co,I,5444.1157,4.2591,-0.695,VALD3,,8.02,-4.11,-7.51,0.039,False,3,
Fe,I,5444.4931,5.0638,-2.763,VALD3,,8.83,-3.77,-7.22,0.016,True,1,
Co,I,5444.5836,4.0719,-0.281,VALD3,,8.43,-4.71,-7.51,0.131,True,3,
Fe,I,5445.0414,4.3865,-0.02,VALD3,,8.3,-4.66,-7.189,0.711,False,1,
Co,I,5445.4353,4.1751,-0.738,VALD3,,8.41,-4.32,-7.51,0.043,False,3,
Fe,I,5445.9461,4.4346,-3.176,VALD3,,8.06,-4.8,-7.34,0.029,True,1,
V,I,5445.958,1.9553,-1.73,VALD3,,7.05,-6.08,-7.79,0.016,True,3,
Fe,I,5446.1776,5.0703,-2.445,VALD3,,7.94,-3.39,-7.14,0.032,True,1,
Sc,I,5446.195,2.0099,0.0,VALD3,,7.84,-5.31,-7.56,0.108,True,3,
Ti,II,5446.4695,1.5818,-3.961,VALD3,,8.38,-6.5,-7.84,0.021,False,3,
Fe,I,5446.582,4.4153,-0.3,VALD3,,8.32,-4.77,-7.51,0.659,True,1,
Ti,I,5446.6149,0.0211,-3.273,VALD3,,6.37,-6.11,-7.734,0.39,True,3,
Ti,I,5446.6256,2.3331,-0.926,VALD3,,8.1,-5.98,-7.72,0.249,True,3,
Cr,I,5446.7639,3.4348,-2.307,VALD3,,7.96,-5.59,-7.75,0.025,True,3,
Fe,I,5446.8063,3.274,-4.081,VALD3,,8.17,-5.75,-7.78,0.065,True,1,
Fe,I,5446.8722,1.6079,-3.109,VALD3,,6.75,-6.15,-7.684,0.802,True,1,
Fe,I,5446.9161,0.9901,-1.914,VALD3,,7.16,-6.22,-7.753,0.909,True,1,
Ni,I,5447.2405,3.841,-2.859,VALD3,,7.99,-3.6,-7.51,0.02,False,2,
Cr,I,5447.4818,4.5351,-0.853,VALD3,,7.95,-6.1,-7.75,0.043,False,3,
Fe,I,5447.6228,4.9556,-3.067,VALD3,,8.66,-4.41,-7.14,0.011,True,1,
Ti,I,5447.6748,3.5693,-0.655,VALD3,,8.76,-5.28,-7.66,0.03,True,3,
Ti,I,5447.9129,2.4953,-1.549,VALD3,,7.34,-5.38,-7.77,0.057,False,3,
Fe,I,5448.2674,4.1426,-2.017,VALD3,,7.41,-6.02,-7.81,0.355,True,1,
Fe,I,5448.3618,4.7861,-1.158,VALD3,,8.25,-6.21,-7.73,0.39,True,1,
Cr,I,5448.5474,3.0128,-2.244,VALD3,,8.32,-5.94,-7.72,0.078,False,3,
Ti,I,5448.79,3.5455,-0.55,VALD3,,8.76,-5.43,-7.66,0.039,True,3,
Sc,I,5448.864,0.0209,-2.947,VALD3,,4.91,-6.11,-7.78,0.025,True,3,
Ti,I,5448.9065,2.3341,-1.25,VALD3,,8.1,-5.99,-7.72,0.147,True,3,
Ti,I,5449.1497,1.4432,-1.87,VALD3,,8.18,-6.1,-7.71,0.277,False,3,
Cr,I,5449.3739,2.9872,-3.017,VALD3,,8.34,-5.93,-7.72,0.016,False,3,
Cr,I,5449.7536,3.0133,-1.856,VALD3,,8.32,-5.94,-7.72,0.161,False,3,
Si,I,5450.3309,5.6135,-1.975,VALD3,,7.88,-3.27,-6.82,0.095,False,2,
Fe,I,5450.7912,4.7331,-2.532,VALD3,,8.27,-4.4,-7.33,0.058,False,1,
Sc,I,5451.369,2.0012,-0.4,VALD3,,7.85,-5.31,-7.56,0.049,False,3,
Ti,I,5451.9371,2.3957,-1.422,VALD3,,7.88,-5.88,-7.52,0.093,False,3,
Fe,I,5452.0882,3.6398,-2.86,VALD3,,7.49,-6.01,-7.537,0.265,False,1,
Co,I,5452.302,3.8116,-0.822,VALD3,,8.07,-5.57,-7.55,0.082,False,3,
Fe,I,5452.6056,4.9913,-2.152,VALD3,,8.81,-3.62,-7.28,0.07,False,1,
Ni,I,5452.7993,3.841,-2.553,VALD3,,7.99,-4.64,-7.5,0.04,True,2,
Ni,I,5452.8206,3.841,-2.139,VALD3,,7.99,-4.64,-7.5,0.092,True,2,
Ni,I,5452.8455,3.7963,-3.099,VALD3,,8.3,-4.81,-7.52,0.013,True,2,
Ni,I,5452.8543,3.7963,-2.241,VALD3,,8.3,-4.81,-7.52,0.083,True,2,
Fe,I,5452.8637,4.9913,-2.072,VALD3,,8.81,-3.51,-7.28,0.082,True,1,
Ni,I,5452.8653,3.7963,-1.827,VALD3,,8.3,-4.81,-7.52,0.172,True,2,
Ni,I,5453.2305,4.0882,-2.071,VALD3,,8.18,-5.41,-7.56,0.062,True,2,
Ni,I,5453.2318,4.0882,-1.657,VALD3,,8.18,-5.41,-7.56,0.134,True,2,
Co,I,5453.3331,4.0719,0.17,VALD3,,8.42,-4.69,-7.51,0.258,False,3,
Ti,I,5453.6423,1.4432,-1.6,VALD3,,8.1,-5.97,-7.734,0.387,False,3,
Ti,II,5454.0992,1.5658,-3.6,VALD3,,8.38,-6.5,-7.84,0.048,False,3,
Co,I,5454.57,4.0719,0.238,VALD3,,8.42,-4.61,-7.51,0.28,False,3,
Ti,I,5454.7798,3.5587,-0.663,VALD3,,8.76,-5.36,-7.66,0.03,False,3,
Co,I,5455.062,4.232,-0.917,VALD3,,8.26,-4.99,-7.45,0.025,True,3,
Fe,I,5455.1031,3.2515,-4.65,VALD3,,7.75,-6.0,-7.82,0.02,True,1,
Sc,I,5455.236,1.9958,-0.91,VALD3,,7.86,-5.32,-7.56,0.016,False,3,
Fe,I,5455.3885,4.4733,-0.747,VALD3,,8.09,-4.92,-7.36,0.57,True,1,
Fe,I,5455.4534,4.3201,0.329,VALD3,,8.34,-4.35,-7.52,0.767,True,1,
Fe,I,5455.6089,1.0111,-2.091,VALD3,,7.15,-6.22,-7.749,0.906,False,1,
Ti,I,5455.9582,1.4298,-2.35,VALD3,,8.23,-5.98,-7.69,0.127,False,3,
Fe,I,5456.5129,3.6025,-3.316,VALD3,,7.92,-5.27,-7.55,0.14,True,1,
Fe,I,5456.5736,3.6416,-3.693,VALD3,,7.49,-6.01,-7.82,0.063,True,1,
Ti,I,5456.8933,2.5783,-1.36,VALD3,,8.08,-6.02,-7.71,0.07,False,3,
Mn,I,5457.4568,2.1637,-2.891,VALD3,,8.61,-6.01,-7.74,0.242,False,3,
V,I,5458.1219,2.359,-0.54,VALD3,,7.74,-6.1,-7.77,0.078,False,3,
Ti,I,5458.6071,3.0618,-1.674,VALD3,,7.78,-5.32,-7.6,0.011,False,3,
Fe,I,5459.3815,5.0331,-2.312,VALD3,,8.9,-5.58,-7.43,0.046,False,1,
Ti,I,5459.6815,1.0529,-3.2,VALD3,,7.86,-6.08,-7.75,0.054,False,3,
Ti,I,5460.498,0.048,-2.684,VALD3,,6.37,-6.11,-7.733,0.604,False,3,
Mn,I,5460.6286,3.1353,-3.054,VALD3,,7.75,-6.14,-7.83,0.021,False,3,
Fe,I,5460.8723,3.0713,-3.58,VALD3,,7.01,-6.16,-7.811,0.238,False,1,
Ti,I,5461.4496,3.5508,-0.826,VALD3,,8.76,-5.41,-7.66,0.021,True,3,
Fe,I,5461.5489,4.4456,-1.9,VALD3,,8.33,-4.81,-7.16,0.279,True,1,
Fe,I,5461.7876,3.6864,-4.424,VALD3,,7.93,-5.31,-7.55,0.011,True,1,
Ti,I,5461.8739,3.1129,-1.645,VALD3,,8.21,-5.27,-7.58,0.01,True,3,
Ca,I,5462.044,4.877,-1.149,VALD3,,8.07,-4.46,-7.15,0.031,False,2,
Ni,I,5462.4804,3.8474,-2.963,VALD3,,8.29,-3.6,-7.51,0.016,True,2,
Ni,I,5462.484,3.8474,-2.369,VALD3,,8.29,-3.6,-7.51,0.057,True,2,
Ni,I,5462.4869,3.8474,-2.873,VALD3,,8.29,-3.6,-7.51,0.019,True,2,
Ni,I,5462.4895,3.8474,-1.511,VALD3,,8.29,-3.6,-7.51,0.248,True,2,
Ni,I,5462.4956,3.8474,-1.097,VALD3,,8.29,-3.6,-7.51,0.38,True,2,
Fe,I,5462.9591,4.4733,-0.131,VALD3,,8.23,-4.7,-7.46,0.673,False,1,
Fe,I,5463.275,4.4346,0.11,VALD3,,8.28,-4.66,-7.166,0.719,False,1,
Ca,I,5463.4642,4.8775,-0.657,VALD3,,8.07,-4.46,-7.15,0.085,False,2,
Fe,I,5463.793,3.5465,-3.649,VALD3,,8.1,-6.09,-7.76,0.084,False,1,
Ni,I,5463.9238,3.8474,-2.963,VALD3,,8.28,-4.54,-7.5,0.016,True,2,
Cr,I,5463.9638,3.4348,-1.389,VALD3,,7.95,-6.01,-7.75,0.16,True,3,
Fe,I,5464.066,4.4733,-3.534,VALD3,,8.27,-4.81,-7.51,0.012,False,1,
Fe,I,5464.2795,4.1426,-1.402,VALD3,,7.99,-5.22,-7.77,0.519,False,1,
Cr,I,5464.4518,3.8875,-2.088,VALD3,,7.81,-6.12,-7.73,0.013,False,3,
Ti,I,5464.7834,3.3232,-1.027,VALD3,,8.21,-5.54,-7.54,0.024,False,3,
Fe,I,5465.0215,3.6343,-4.458,VALD3,,7.72,-6.21,-7.8,0.012,False,1,
Fe,I,5465.5145,5.0638,-2.72,VALD3,,8.82,-3.92,-7.15,0.017,False,1,
Ti,I,5465.7728,1.0666,-2.91,VALD3,,7.87,-6.07,-7.75,0.096,False,3,
Ti,I,5466.0075,3.3232,-0.509,VALD3,,8.19,-4.78,-7.52,0.073,False,3,
Fe,I,5466.3952,4.3714,-0.63,VALD3,,8.32,-4.45,-7.204,0.612,True,1,
Y,I,5466.4609,1.4298,0.596,VALD3,,7.87,-5.21,-7.76,0.218,True,3,
Fe,I,5466.8932,3.2515,-4.616,VALD3,,7.92,-5.95,-7.8,0.021,True,1,
Fe,I,5466.9868,3.5732,-2.233,VALD3,,7.51,-5.99,-7.82,0.486,True,1,
Fe,I,5466.9919,3.6537,-3.716,VALD3,,7.93,-5.37,-7.55,0.058,True,1,
Ca,I,5467.5884,4.8767,-1.21,VALD3,,8.07,-4.46,-7.15,0.027,False,2,
Fe,I,5467.772,3.5465,-3.6,VALD3,,8.02,-6.06,-7.77,0.093,True,1,
V,I,5467.7915,2.3654,-1.27,VALD3,,8.0,-6.03,-7.75,0.016,True,3,
Ni,I,5468.0918,3.8474,-3.049,VALD3,,8.29,-4.64,-7.5,0.013,True,2,
Ni,I,5468.0993,3.8474,-2.191,VALD3,,8.29,-4.64,-7.5,0.081,True,2,
Ni,I,5468.107,3.8474,-1.777,VALD3,,8.29,-4.64,-7.5,0.17,True,2,
Ca,I,5468.1685,4.877,-1.324,VALD3,,8.07,-4.46,-7.15,0.021,True,2,
Cr,I,5468.1706,3.847,-1.548,VALD3,,7.26,-5.73,-7.79,0.049,True,3,
Ti,I,5468.3621,0.8995,-3.485,VALD3,,6.26,-6.12,-7.77,0.043,True,3,
Sc,I,5468.401,2.0012,-0.76,VALD3,,7.85,-5.32,-7.56,0.022,True,3,
Y,I,5468.4718,1.9003,0.179,VALD3,,8.25,-5.53,-7.63,0.034,True,3,
Fe,I,5468.6253,4.988,-2.438,VALD3,,8.76,-5.19,-7.35,0.039,False,1,
Ti,I,5468.8245,3.1864,-1.563,VALD3,,7.94,-4.89,-7.51,0.01,False,3,
Fe,I,5469.2697,4.3125,-2.041,VALD3,,8.3,-3.96,-7.52,0.282,True,1,
Co,I,5469.3041,1.8826,-2.53,VALD3,,7.2,-6.23,-7.719,0.185,True,3,
Ca,I,5469.592,4.8775,-1.118,VALD3,,8.07,-4.46,-7.15,0.033,False,2,
Fe,I,5470.0382,5.0856,-2.577,VALD3,,8.9,-3.62,-7.37,0.023,True,1,
Fe,I,5470.0921,4.4456,-1.81,VALD3,,8.33,-4.64,-7.162,0.308,True,1,
Ca,I,5470.1732,4.877,-1.243,VALD3,,8.07,-4.46,-7.15,0.025,True,2,
Ti,I,5470.4582,1.4432,-2.4,VALD3,,8.09,-5.98,-7.73,0.112,True,3,
Co,I,5470.4591,3.7745,-0.675,VALD3,,8.07,-5.43,-7.55,0.116,True,3,
Mn,I,5470.6312,2.1637,-1.992,VALD3,,8.62,-6.01,-7.74,0.549,False,3,
Ti,I,5471.192,1.4432,-1.42,VALD3,,8.19,-6.1,-7.565,0.454,False,3,
Ti,I,5471.6268,3.0618,-0.738,VALD3,,7.59,-5.81,-7.68,0.083,False,3,
Ti,I,5472.0353,3.1864,-1.218,VALD3,,7.96,-5.08,-7.52,0.022,False,3,
Sc,I,5472.194,2.0099,-0.6,VALD3,,7.84,-5.31,-7.56,0.031,False,3,
Cr,II,5472.6146,4.1561,-2.974,VALD3,,8.37,-6.49,-7.845,0.011,True,3,
Ti,I,5472.6896,1.4432,-1.63,VALD3,,8.22,-6.07,-7.7,0.374,True,3,
Fe,I,5472.7084,4.2089,-1.495,VALD3,,8.01,-5.4,-7.253,0.479,True,1,
Fe,I,5473.0946,5.1124,-2.2,VALD3,,8.61,-5.23,-7.49,0.049,True,1,
Fe,I,5473.1623,4.1909,-2.14,VALD3,,8.44,-4.47,-7.173,0.294,True,1,
Y,II,5473.3853,1.738,-1.02,VALD3,,8.64,-6.36,-7.75,0.08,False,3,
Ti,I,5473.5417,2.3341,-0.948,VALD3,,8.09,-5.99,-7.72,0.24,True,3,
V,I,5473.5959,2.3654,-1.098,VALD3,,7.74,-6.1,-7.77,0.023,True,3,
Fe,I,5473.9004,4.1544,-0.76,VALD3,,8.47,-5.33,-7.266,0.637,False,1,
Fe,I,5474.0758,4.9913,-2.685,VALD3,,8.88,-5.33,-7.39,0.022,False,1,
Ti,I,5474.223,1.4601,-1.23,VALD3,,8.11,-5.97,-7.732,0.509,False,3,
Ti,I,5474.4517,2.3447,-0.95,VALD3,,8.1,-5.99,-7.72,0.235,False,3,
Fe,I,5475.0282,5.0703,-2.581,VALD3,,8.35,-4.89,-7.5,0.024,False,1,
Ni,I,5475.4224,3.8327,-2.681,VALD3,,8.16,-4.03,-7.51,0.03,True,2,
Ni,I,5475.4341,3.8327,-2.267,VALD3,,8.16,-4.03,-7.51,0.072,True,2,
Cr,I,5476.0302,3.8887,-2.094,VALD3,,7.75,-6.15,-7.73,0.013,False,3,
Fe,I,5476.1751,6.1324,-1.672,VALD3,,8.3,-5.15,-7.51,0.014,False,1,
Fe,I,5476.2885,4.1426,-0.918,VALD3,,7.85,-6.02,-7.8,0.612,False,1,
Co,I,5476.5015,3.629,-1.6,VALD3,,7.97,-5.47,-7.242,0.024,True,3,
Fe,I,5476.5642,4.1034,-0.453,VALD3,,8.46,-5.0,-7.53,0.699,True,1,
Ni,I,5476.903,1.8261,-0.947,VALD3,,8.26,-6.01,-7.75,0.856,True,2,
Ni,I,5476.903,1.8262,-2.723,VALD3,,8.26,-6.01,-7.75,0.595,True,2,
Ni,I,5476.907,1.8262,-1.361,VALD3,,8.26,-6.01,-7.75,0.823,True,2,
Ni,I,5476.912,1.8262,-2.219,VALD3,,8.26,-6.01,-7.75,0.703,True,2,
Ni,I,5476.916,1.8262,-2.813,VALD3,,8.26,-6.01,-7.75,0.574,True,2,
Co,I,5477.0817,3.7132,-0.61,VALD3,,8.08,-5.33,-7.22,0.147,False,3,
Ti,I,5477.6945,2.4269,-0.067,VALD3,,7.88,-5.11,-7.52,0.505,True,3,
Fe,I,5477.7741,4.988,-2.148,VALD3,,8.91,-4.97,-7.41,0.07,True,1,
Cr,II,5478.3737,4.1775,-1.82,VALD3,,8.37,-6.49,-7.845,0.106,True,3,
Fe,I,5478.4549,4.1909,-1.85,VALD3,,8.46,-5.62,-7.262,0.387,True,1,
Cr,I,5480.0609,4.3888,-1.363,VALD3,,7.78,-4.7,-7.48,0.02,False,3,
Ti,I,5480.1823,3.1985,-1.026,VALD3,,7.97,-4.41,-7.52,0.032,False,3,
Cr,I,5480.3662,3.8923,-1.57,VALD3,,8.02,-6.09,-7.73,0.042,False,3,
Cr,I,5480.5065,3.4488,-1.297,VALD3,,7.96,-5.59,-7.75,0.181,False,3,
Y,II,5480.7303,1.7213,-0.99,VALD3,,8.64,-6.36,-7.75,0.088,True,3,
Ni,I,5480.7652,3.8474,-2.91,VALD3,,8.29,-4.37,-7.51,0.018,True,2,
Ni,I,5480.7723,3.8474,-2.052,VALD3,,8.29,-4.37,-7.51,0.105,True,2,
Ni,I,5480.78,3.8474,-1.638,VALD3,,8.29,-4.37,-7.51,0.208,True,2,
Fe,I,5480.8601,4.2176,-1.26,VALD3,,8.46,-5.31,-7.257,0.528,True,1,
Fe,I,5480.9211,5.0117,-2.214,VALD3,,8.85,-5.75,-7.8,0.058,True,1,
Cr,I,5481.0272,3.8904,-1.879,VALD3,,7.92,-6.11,-7.73,0.021,False,3,
