# linelist_alpha_cen_a.csv — alpha Cen A per-system VALD3 linelist (RYA-300)
# Generated: 2026-06-15  by scripts/intake_build_alpha_cen.py
# Stellar params: Teff=5792 K, logg=4.3, [Fe/H]=+0.20, vmic=1.1 km/s
#   (Heiter+2015 GBS Paper I / Jofre+2014 GBS Paper III)
# HFS splitting: ON (Codex permanent convention — all extractions, RYA-300)
# Detection threshold (central_depth): 0.05
# Extractions merged (all HFS-ON):
#   uv1     : vald_alpha_cen_a_uv1_raw.txt (RyanSchmitt.019551.gz), 1150-2000 A
#   uv2     : vald_alpha_cen_a_uv2_raw.txt (RyanSchmitt.019552.gz), 2000-3780 A
#   optical : vald_alpha_cen_a_optical_raw.txt (RyanSchmitt.019553.gz), 3780-6910 A
#   nir     : vald_alpha_cen_a_nir_raw.txt (RyanSchmitt.019554.gz), 6910-17000 A
# Wavelength convention: 'vacuum' for lambda < 2000 A (VALD delivers vacuum
#   below 2000 A despite the WL_air label), 'air' for lambda >= 2000 A.
#   NO vacuum->air conversion at build — done at the spectrum-matching boundary.
# Seam duplicates dropped at band endpoints: 102
# nist_grade empty pending NIST cross-validation; blend_flag=False everywhere.
element,ion,wavelength_air_A,excitation_potential_eV,log_gf,loggf_source,nist_grade,damping_rad,damping_stark,damping_vdW,central_depth,blend_flag,priority,notes,extraction_source,wavelength_convention
Fe,II,1183.32901,1.0405,-2.613,VALD3,,8.59,-6.5,-7.742,0.104,False,0,,uv1_019551,vacuum
Fe,II,1183.43858,0.3013,-2.17,VALD3,,8.62,-6.68,-7.709,0.692,False,0,,uv1_019551,vacuum
Cu,I,1183.501,0.0,-1.869,VALD3,,7.52,-4.12,-7.09,0.051,False,0,,uv1_019551,vacuum
Fe,II,1183.68734,1.0969,-1.495,VALD3,,8.62,-6.5,-7.76,0.535,False,0,,uv1_019551,vacuum
Fe,II,1183.82916,0.9863,-0.989,VALD3,,8.61,-6.5,-7.923,0.751,False,0,,uv1_019551,vacuum
Cu,I,1184.8549,0.0,-1.46,VALD3,,7.63,-4.83,-7.65,0.131,False,0,,uv1_019551,vacuum
Cu,I,1184.8549,0.0,-1.773,VALD3,,7.33,-4.86,-7.65,0.067,False,0,,uv1_019551,vacuum
Cu,I,1185.096,0.0,-1.897,VALD3,,7.72,-2.81,-6.79,0.056,False,0,,uv1_019551,vacuum
Fe,II,1185.191,0.9863,-2.346,VALD3,,8.58,-6.5,-7.923,0.209,False,0,,uv1_019551,vacuum
Fe,II,1185.71249,0.3013,-1.648,VALD3,,8.61,-6.69,-7.714,0.789,False,0,,uv1_019551,vacuum
Fe,II,1185.85768,0.9863,-1.931,VALD3,,8.58,-6.5,-7.928,0.387,False,0,,uv1_019551,vacuum
Fe,II,1186.19117,1.0405,-2.535,VALD3,,8.71,-6.5,-7.737,0.126,False,0,,uv1_019551,vacuum
Cu,I,1186.90502,0.0,-1.474,VALD3,,7.62,-4.57,-7.49,0.127,False,0,,uv1_019551,vacuum
Cu,I,1186.90502,0.0,-1.178,VALD3,,7.91,-5.0,-7.48,0.226,False,0,,uv1_019551,vacuum
Cu,I,1187.19106,0.0,-1.787,VALD3,,7.6,-2.81,-6.72,0.069,False,0,,uv1_019551,vacuum
Co,II,1187.41379,0.0,-3.333,VALD3,,0.0,0.0,0.0,0.219,False,0,,uv1_019551,vacuum
Co,II,1187.41379,0.0,-2.856,VALD3,,0.0,0.0,0.0,0.219,False,0,,uv1_019551,vacuum
Co,II,1187.41407,0.0,-3.002,VALD3,,0.0,0.0,0.0,0.219,False,0,,uv1_019551,vacuum
Co,II,1187.41407,0.0,-3.224,VALD3,,0.0,0.0,0.0,0.219,False,0,,uv1_019551,vacuum
Co,II,1187.41407,0.0,-2.673,VALD3,,0.0,0.0,0.0,0.219,False,0,,uv1_019551,vacuum
Co,II,1187.41453,0.0,-3.245,VALD3,,0.0,0.0,0.0,0.219,False,0,,uv1_019551,vacuum
Co,II,1187.41453,0.0,-2.551,VALD3,,0.0,0.0,0.0,0.219,False,0,,uv1_019551,vacuum
Co,II,1187.41453,0.0,-2.66,VALD3,,0.0,0.0,0.0,0.219,False,0,,uv1_019551,vacuum
Co,II,1187.41517,0.0,-3.355,VALD3,,0.0,0.0,0.0,0.219,False,0,,uv1_019551,vacuum
Co,II,1187.41517,0.0,-2.49,VALD3,,0.0,0.0,0.0,0.219,False,0,,uv1_019551,vacuum
Co,II,1187.41517,0.0,-2.426,VALD3,,0.0,0.0,0.0,0.219,False,0,,uv1_019551,vacuum
Co,II,1187.41599,0.0,-3.567,VALD3,,0.0,0.0,0.0,0.219,False,0,,uv1_019551,vacuum
Co,II,1187.41599,0.0,-2.486,VALD3,,0.0,0.0,0.0,0.219,False,0,,uv1_019551,vacuum
Co,II,1187.41599,0.0,-2.241,VALD3,,0.0,0.0,0.0,0.219,False,0,,uv1_019551,vacuum
Co,II,1187.417,0.0,-2.552,VALD3,,0.0,0.0,0.0,0.219,False,0,,uv1_019551,vacuum
Co,II,1187.417,0.0,-2.085,VALD3,,0.0,0.0,0.0,0.219,False,0,,uv1_019551,vacuum
Co,II,1187.417,0.0,-3.97,VALD3,,0.0,0.0,0.0,0.219,False,0,,uv1_019551,vacuum
Fe,II,1187.41759,0.9863,-1.4,VALD3,,8.61,-6.5,-7.749,0.636,False,0,,uv1_019551,vacuum
Co,II,1187.41819,0.0,-2.757,VALD3,,0.0,0.0,0.0,0.219,False,0,,uv1_019551,vacuum
Co,II,1187.41819,0.0,-1.949,VALD3,,0.0,0.0,0.0,0.219,False,0,,uv1_019551,vacuum
Co,II,1187.41957,0.0,-1.828,VALD3,,0.0,0.0,0.0,0.219,False,0,,uv1_019551,vacuum
Fe,II,1187.49676,1.0405,-1.804,VALD3,,8.63,-6.5,-7.755,0.414,False,0,,uv1_019551,vacuum
Fe,II,1188.19584,0.9863,-2.266,VALD3,,8.19,-6.5,-7.922,0.238,False,0,,uv1_019551,vacuum
Co,II,1188.48279,0.0,-3.619,VALD3,,0.0,0.0,0.0,0.076,False,0,,uv1_019551,vacuum
Co,II,1188.48279,0.0,-3.472,VALD3,,0.0,0.0,0.0,0.076,False,0,,uv1_019551,vacuum
Co,II,1188.48306,0.0,-3.472,VALD3,,0.0,0.0,0.0,0.076,False,0,,uv1_019551,vacuum
Co,II,1188.48306,0.0,-3.243,VALD3,,0.0,0.0,0.0,0.076,False,0,,uv1_019551,vacuum
Co,II,1188.48306,0.0,-3.608,VALD3,,0.0,0.0,0.0,0.076,False,0,,uv1_019551,vacuum
Co,II,1188.48352,0.0,-3.129,VALD3,,0.0,0.0,0.0,0.076,False,0,,uv1_019551,vacuum
Co,II,1188.48352,0.0,-3.243,VALD3,,0.0,0.0,0.0,0.076,False,0,,uv1_019551,vacuum
Co,II,1188.48352,0.0,-3.378,VALD3,,0.0,0.0,0.0,0.076,False,0,,uv1_019551,vacuum
Co,II,1188.48416,0.0,-3.135,VALD3,,0.0,0.0,0.0,0.076,False,0,,uv1_019551,vacuum
Co,II,1188.48416,0.0,-3.129,VALD3,,0.0,0.0,0.0,0.076,False,0,,uv1_019551,vacuum
Co,II,1188.48416,0.0,-3.079,VALD3,,0.0,0.0,0.0,0.076,False,0,,uv1_019551,vacuum
Co,II,1188.48499,0.0,-2.911,VALD3,,0.0,0.0,0.0,0.076,False,0,,uv1_019551,vacuum
Co,II,1188.48499,0.0,-3.079,VALD3,,0.0,0.0,0.0,0.076,False,0,,uv1_019551,vacuum
Co,II,1188.48499,0.0,-3.082,VALD3,,0.0,0.0,0.0,0.076,False,0,,uv1_019551,vacuum
Co,II,1188.486,0.0,-3.082,VALD3,,0.0,0.0,0.0,0.076,False,0,,uv1_019551,vacuum
Co,II,1188.486,0.0,-3.155,VALD3,,0.0,0.0,0.0,0.076,False,0,,uv1_019551,vacuum
Co,II,1188.486,0.0,-2.712,VALD3,,0.0,0.0,0.0,0.076,False,0,,uv1_019551,vacuum
Co,II,1188.48719,0.0,-3.365,VALD3,,0.0,0.0,0.0,0.076,False,0,,uv1_019551,vacuum
Co,II,1188.48719,0.0,-2.536,VALD3,,0.0,0.0,0.0,0.076,False,0,,uv1_019551,vacuum
Co,II,1188.48719,0.0,-3.155,VALD3,,0.0,0.0,0.0,0.076,False,0,,uv1_019551,vacuum
Co,II,1188.48857,0.0,-3.365,VALD3,,0.0,0.0,0.0,0.076,False,0,,uv1_019551,vacuum
Co,II,1188.48857,0.0,-2.378,VALD3,,0.0,0.0,0.0,0.076,False,0,,uv1_019551,vacuum
Mn,II,1188.50455,1.7762,-0.408,VALD3,,8.5,-5.34,-7.57,0.083,False,0,,uv1_019551,vacuum
Cl,I,1188.751,0.0,-1.45,VALD3,,0.0,0.0,0.0,0.693,False,0,,uv1_019551,vacuum
Cl,I,1188.774,0.0,-0.35,VALD3,,0.0,0.0,0.0,0.818,False,0,,uv1_019551,vacuum
Fe,II,1188.81624,0.3013,-2.485,VALD3,,8.61,-6.56,-7.796,0.572,False,0,,uv1_019551,vacuum
C,I,1188.833,0.0,-1.906,VALD3,,0.0,0.0,0.0,0.825,False,0,,uv1_019551,vacuum
C,I,1188.992,0.002,-1.818,VALD3,,0.0,0.0,0.0,0.825,False,0,,uv1_019551,vacuum
C,I,1189.065,0.002,-1.893,VALD3,,0.0,0.0,0.0,0.824,False,0,,uv1_019551,vacuum
Fe,II,1189.17824,0.3519,-3.283,VALD3,,8.62,-6.68,-7.709,0.177,False,0,,uv1_019551,vacuum
C,I,1189.249,0.002,-1.937,VALD3,,0.0,0.0,0.0,0.825,False,0,,uv1_019551,vacuum
C,I,1189.447,0.0054,-1.725,VALD3,,0.0,0.0,0.0,0.825,False,0,,uv1_019551,vacuum
Co,II,1189.53119,0.0,-1.011,VALD3,,8.86,-6.5,-7.89,0.288,False,0,,uv1_019551,vacuum
Cu,I,1189.63099,0.0,-0.72,VALD3,,8.36,-4.04,-7.2,0.449,False,0,,uv1_019551,vacuum
Cu,I,1189.63099,0.0,-0.992,VALD3,,8.1,-3.88,-7.2,0.312,False,0,,uv1_019551,vacuum
Cu,I,1189.63099,0.0,-1.783,VALD3,,7.63,-3.86,-7.2,0.071,False,0,,uv1_019551,vacuum
C,I,1189.631,0.0054,-1.252,VALD3,,0.0,0.0,0.0,0.827,False,0,,uv1_019551,vacuum
Cu,I,1189.90603,0.0,-1.788,VALD3,,7.38,-3.5,-6.8,0.064,False,0,,uv1_019551,vacuum
C,I,1190.021,0.0,-3.239,VALD3,,0.0,0.0,0.0,0.765,False,0,,uv1_019551,vacuum
C,I,1190.253,0.002,-3.515,VALD3,,0.0,0.0,0.0,0.712,False,0,,uv1_019551,vacuum
Fe,II,1190.26468,1.0762,-2.334,VALD3,,8.71,-6.5,-7.737,0.17,False,0,,uv1_019551,vacuum
Si,II,1190.41582,0.0,-0.245,VALD3,,9.63,-6.55,-7.81,0.826,False,0,,uv1_019551,vacuum
Co,II,1190.60876,0.0,-1.561,VALD3,,8.59,-6.55,-7.9,0.097,False,0,,uv1_019551,vacuum
C,I,1190.64,0.0054,-5.095,VALD3,,0.0,0.0,0.0,0.103,False,0,,uv1_019551,vacuum
Cu,I,1190.77913,0.0,-0.995,VALD3,,8.39,-2.73,-6.8,0.307,False,0,,uv1_019551,vacuum
Fe,II,1190.94236,1.0762,-2.833,VALD3,,8.59,-6.5,-7.743,0.057,False,0,,uv1_019551,vacuum
Fe,II,1191.35623,1.0405,-2.298,VALD3,,8.58,-6.5,-7.923,0.196,False,0,,uv1_019551,vacuum
Fe,II,1191.47429,0.3519,-2.17,VALD3,,8.61,-6.69,-7.712,0.665,False,0,,uv1_019551,vacuum
C,I,1191.838,0.0054,-2.363,VALD3,,0.0,0.0,0.0,0.818,False,0,,uv1_019551,vacuum
S,I,1191.89511,0.0,-1.83,VALD3,,8.96,-4.07,-7.16,0.818,False,0,,uv1_019551,vacuum
S,I,1191.89511,0.0,-0.622,VALD3,,8.98,-4.08,-7.16,0.825,False,0,,uv1_019551,vacuum
S,I,1191.89511,0.0,0.175,VALD3,,9.01,-4.08,-7.16,0.825,False,0,,uv1_019551,vacuum
Fe,II,1192.02987,1.0405,-1.203,VALD3,,8.58,-6.5,-7.927,0.674,False,0,,uv1_019551,vacuum
Fe,II,1192.14849,1.0405,-2.09,VALD3,,8.56,-6.5,-7.701,0.28,False,0,,uv1_019551,vacuum
C,I,1192.218,0.0,-2.86,VALD3,,0.0,0.0,0.0,0.801,False,0,,uv1_019551,vacuum
Mn,II,1192.31605,1.8094,-0.576,VALD3,,8.5,-5.34,-7.57,0.055,False,0,,uv1_019551,vacuum
C,I,1192.451,0.002,-2.313,VALD3,,0.0,0.0,0.0,0.818,False,0,,uv1_019551,vacuum
C,I,1192.835,0.0054,-2.854,VALD3,,0.0,0.0,0.0,0.8,False,0,,uv1_019551,vacuum
C,I,1193.009,0.002,-1.074,VALD3,,0.0,0.0,0.0,0.824,False,0,,uv1_019551,vacuum
C,I,1193.031,0.0,-1.388,VALD3,,0.0,0.0,0.0,0.824,False,0,,uv1_019551,vacuum
C,I,1193.24,0.0054,-0.78,VALD3,,0.0,0.0,0.0,0.825,False,0,,uv1_019551,vacuum
C,I,1193.264,0.002,-1.561,VALD3,,0.0,0.0,0.0,0.824,False,0,,uv1_019551,vacuum
Si,II,1193.28966,0.0,0.075,VALD3,,9.63,-6.55,-7.81,0.825,False,0,,uv1_019551,vacuum
Cu,I,1193.31002,0.0,-1.237,VALD3,,7.85,-2.96,-6.71,0.204,False,0,,uv1_019551,vacuum
Cu,I,1193.31002,0.0,-1.492,VALD3,,7.6,-2.81,-6.73,0.124,False,0,,uv1_019551,vacuum
C,I,1193.393,0.0054,-1.432,VALD3,,0.0,0.0,0.0,0.824,False,0,,uv1_019551,vacuum
C,I,1193.649,0.0054,-2.841,VALD3,,0.0,0.0,0.0,0.799,False,0,,uv1_019551,vacuum
C,I,1193.679,0.002,-1.566,VALD3,,0.0,0.0,0.0,0.824,False,0,,uv1_019551,vacuum
Cu,I,1193.89899,0.0,-1.747,VALD3,,7.34,-1.98,-6.69,0.07,False,0,,uv1_019551,vacuum
Cu,I,1193.89899,0.0,-0.929,VALD3,,8.45,-2.13,-6.7,0.336,False,0,,uv1_019551,vacuum
Cu,I,1193.89899,0.0,-1.661,VALD3,,7.47,-2.28,-6.72,0.085,False,0,,uv1_019551,vacuum
C,I,1193.995,0.0,-1.905,VALD3,,0.0,0.0,0.0,0.821,False,0,,uv1_019551,vacuum
C,I,1194.064,0.0054,-1.497,VALD3,,0.0,0.0,0.0,0.823,False,0,,uv1_019551,vacuum
C,I,1194.229,0.002,-2.272,VALD3,,0.0,0.0,0.0,0.818,False,0,,uv1_019551,vacuum
C,I,1194.301,0.002,-2.358,VALD3,,0.0,0.0,0.0,0.817,False,0,,uv1_019551,vacuum
C,I,1194.406,0.002,-2.026,VALD3,,0.0,0.0,0.0,0.82,False,0,,uv1_019551,vacuum
C,I,1194.488,0.0054,-1.994,VALD3,,0.0,0.0,0.0,0.82,False,0,,uv1_019551,vacuum
Si,II,1194.50023,0.0356,0.487,VALD3,,9.63,-6.55,-7.81,0.824,False,0,,uv1_019551,vacuum
Fe,II,1194.60831,0.3519,-3.64,VALD3,,8.61,-6.56,-7.796,0.077,False,0,,uv1_019551,vacuum
C,I,1194.615,0.0054,-1.945,VALD3,,0.0,0.0,0.0,0.82,False,0,,uv1_019551,vacuum
Fe,II,1194.65862,0.3519,-1.798,VALD3,,8.6,-6.55,-7.718,0.757,False,0,,uv1_019551,vacuum
C,I,1194.69,0.0054,-3.436,VALD3,,0.0,0.0,0.0,0.727,False,0,,uv1_019551,vacuum
Cu,I,1194.97199,0.0,-1.851,VALD3,,7.53,-5.49,-7.81,0.054,False,0,,uv1_019551,vacuum
Fe,II,1195.05504,1.0762,-2.499,VALD3,,8.56,-6.5,-7.929,0.116,False,0,,uv1_019551,vacuum
Fe,II,1195.45546,0.3865,-3.261,VALD3,,8.61,-6.69,-7.714,0.163,False,0,,uv1_019551,vacuum
Fe,II,1195.46535,1.0762,-1.627,VALD3,,8.58,-6.5,-7.922,0.476,False,0,,uv1_019551,vacuum
Cu,I,1196.2541,0.0,-1.882,VALD3,,7.22,-4.76,-7.73,0.055,False,0,,uv1_019551,vacuum
Cu,I,1196.2541,0.0,-1.648,VALD3,,7.73,-5.19,-7.76,0.09,False,0,,uv1_019551,vacuum
Fe,II,1196.26308,1.0762,-1.823,VALD3,,8.56,-6.5,-7.703,0.378,False,0,,uv1_019551,vacuum
Cu,I,1196.36401,0.0,-1.839,VALD3,,7.34,-2.92,-7.11,0.058,False,0,,uv1_019551,vacuum
Fe,II,1197.08983,1.0762,-2.39,VALD3,,8.71,-6.5,-7.729,0.146,False,0,,uv1_019551,vacuum
Mn,II,1197.1834,0.0,-0.43,VALD3,,8.87,-6.5,-7.85,0.817,False,0,,uv1_019551,vacuum
Mn,II,1197.18373,0.0,-0.55,VALD3,,8.87,-6.5,-7.85,0.817,False,0,,uv1_019551,vacuum
Mn,II,1197.18406,0.0,-0.681,VALD3,,8.87,-6.5,-7.85,0.817,False,0,,uv1_019551,vacuum
Mn,II,1197.18441,0.0,-0.827,VALD3,,8.87,-6.5,-7.85,0.817,False,0,,uv1_019551,vacuum
Mn,II,1197.18476,0.0,-0.99,VALD3,,8.87,-6.5,-7.85,0.817,False,0,,uv1_019551,vacuum
Mn,II,1197.18512,0.0,-1.166,VALD3,,8.87,-6.5,-7.85,0.817,False,0,,uv1_019551,vacuum
Mn,II,1197.18569,0.0,-1.467,VALD3,,8.87,-6.5,-7.85,0.817,False,0,,uv1_019551,vacuum
Mn,II,1197.18571,0.0,-1.284,VALD3,,8.87,-6.5,-7.85,0.817,False,0,,uv1_019551,vacuum
Mn,II,1197.18574,0.0,-1.225,VALD3,,8.87,-6.5,-7.85,0.817,False,0,,uv1_019551,vacuum
Mn,II,1197.18578,0.0,-1.259,VALD3,,8.87,-6.5,-7.85,0.817,False,0,,uv1_019551,vacuum
Mn,II,1197.18582,0.0,-1.442,VALD3,,8.87,-6.5,-7.85,0.817,False,0,,uv1_019551,vacuum
Mn,II,1197.18665,0.0,-2.421,VALD3,,8.87,-6.5,-7.85,0.817,False,0,,uv1_019551,vacuum
Mn,II,1197.18705,0.0,-2.312,VALD3,,8.87,-6.5,-7.85,0.817,False,0,,uv1_019551,vacuum
Mn,II,1197.18746,0.0,-2.421,VALD3,,8.87,-6.5,-7.85,0.817,False,0,,uv1_019551,vacuum
Mn,II,1197.18788,0.0,-2.764,VALD3,,8.87,-6.5,-7.85,0.817,False,0,,uv1_019551,vacuum
Si,II,1197.39385,0.0356,-0.202,VALD3,,9.63,-6.55,-7.81,0.822,False,0,,uv1_019551,vacuum
Fe,II,1197.43498,1.0969,-2.139,VALD3,,8.56,-6.5,-7.929,0.223,False,0,,uv1_019551,vacuum
S,I,1197.54821,0.0491,-0.114,VALD3,,8.98,-4.08,-7.16,0.822,False,0,,uv1_019551,vacuum
S,I,1197.54821,0.0491,-0.622,VALD3,,8.96,-4.07,-7.16,0.821,False,0,,uv1_019551,vacuum
C,I,1197.87,0.002,-3.66,VALD3,,0.0,0.0,0.0,0.665,False,0,,uv1_019551,vacuum
Cu,I,1197.88009,0.0,-1.445,VALD3,,7.93,-4.83,-7.65,0.135,False,0,,uv1_019551,vacuum
Cu,I,1197.88009,0.0,-1.64,VALD3,,7.46,-4.28,-7.57,0.089,False,0,,uv1_019551,vacuum
Fe,II,1198.06422,1.0969,-2.805,VALD3,,8.37,-6.07,-7.68,0.055,False,0,,uv1_019551,vacuum
C,I,1198.26,0.0054,-4.138,VALD3,,0.0,0.0,0.0,0.468,False,0,,uv1_019551,vacuum
Co,II,1198.4017,0.1178,-2.802,VALD3,,0.0,0.0,0.0,0.111,False,0,,uv1_019551,vacuum
Co,II,1198.40207,0.1178,-2.899,VALD3,,0.0,0.0,0.0,0.111,False,0,,uv1_019551,vacuum
Co,II,1198.40207,0.1178,-2.723,VALD3,,0.0,0.0,0.0,0.111,False,0,,uv1_019551,vacuum
Co,II,1198.40268,0.1178,-3.045,VALD3,,0.0,0.0,0.0,0.111,False,0,,uv1_019551,vacuum
Co,II,1198.40268,0.1178,-2.54,VALD3,,0.0,0.0,0.0,0.111,False,0,,uv1_019551,vacuum
Co,II,1198.40268,0.1178,-3.024,VALD3,,0.0,0.0,0.0,0.111,False,0,,uv1_019551,vacuum
Co,II,1198.40354,0.1178,-2.606,VALD3,,0.0,0.0,0.0,0.111,False,0,,uv1_019551,vacuum
Co,II,1198.40354,0.1178,-3.279,VALD3,,0.0,0.0,0.0,0.111,False,0,,uv1_019551,vacuum
Co,II,1198.40354,0.1178,-2.481,VALD3,,0.0,0.0,0.0,0.111,False,0,,uv1_019551,vacuum
Co,II,1198.40463,0.1178,-2.514,VALD3,,0.0,0.0,0.0,0.111,False,0,,uv1_019551,vacuum
Co,II,1198.40463,0.1178,-2.335,VALD3,,0.0,0.0,0.0,0.111,False,0,,uv1_019551,vacuum
Co,II,1198.40463,0.1178,-3.697,VALD3,,0.0,0.0,0.0,0.111,False,0,,uv1_019551,vacuum
Co,II,1198.40598,0.1178,-2.697,VALD3,,0.0,0.0,0.0,0.111,False,0,,uv1_019551,vacuum
Co,II,1198.40598,0.1178,-2.128,VALD3,,0.0,0.0,0.0,0.111,False,0,,uv1_019551,vacuum
Co,II,1198.40756,0.1178,-1.957,VALD3,,0.0,0.0,0.0,0.111,False,0,,uv1_019551,vacuum
Fe,II,1198.66113,0.3865,-2.335,VALD3,,8.6,-6.55,-7.717,0.577,False,0,,uv1_019551,vacuum
Fe,II,1198.93204,2.6349,0.006,VALD3,,8.86,-6.53,-7.776,0.259,False,0,,uv1_019551,vacuum
Fe,II,1199.2371,2.657,-0.133,VALD3,,8.85,-6.52,-7.948,0.201,False,0,,uv1_019551,vacuum
Cu,I,1199.30004,0.0,-1.368,VALD3,,8.01,-2.54,-6.76,0.16,False,0,,uv1_019551,vacuum
Mn,II,1199.38908,0.0,-1.44,VALD3,,8.87,-6.5,-7.85,0.815,False,0,,uv1_019551,vacuum
Mn,II,1199.3895,0.0,-1.265,VALD3,,8.87,-6.5,-7.85,0.815,False,0,,uv1_019551,vacuum
Mn,II,1199.38992,0.0,-1.243,VALD3,,8.87,-6.5,-7.85,0.815,False,0,,uv1_019551,vacuum
Mn,II,1199.39032,0.0,-1.319,VALD3,,8.87,-6.5,-7.85,0.815,False,0,,uv1_019551,vacuum
Mn,II,1199.39072,0.0,-1.528,VALD3,,8.87,-6.5,-7.85,0.815,False,0,,uv1_019551,vacuum
Mn,II,1199.39118,0.0,-0.547,VALD3,,8.87,-6.5,-7.85,0.815,False,0,,uv1_019551,vacuum
Mn,II,1199.39122,0.0,-0.755,VALD3,,8.87,-6.5,-7.85,0.815,False,0,,uv1_019551,vacuum
Mn,II,1199.39125,0.0,-0.992,VALD3,,8.87,-6.5,-7.85,0.815,False,0,,uv1_019551,vacuum
Mn,II,1199.39128,0.0,-1.261,VALD3,,8.87,-6.5,-7.85,0.815,False,0,,uv1_019551,vacuum
Mn,II,1199.3913,0.0,-1.537,VALD3,,8.87,-6.5,-7.85,0.815,False,0,,uv1_019551,vacuum
Mn,II,1199.39131,0.0,-1.625,VALD3,,8.87,-6.5,-7.85,0.815,False,0,,uv1_019551,vacuum
Mn,II,1199.39188,0.0,-1.528,VALD3,,8.87,-6.5,-7.85,0.815,False,0,,uv1_019551,vacuum
Mn,II,1199.39225,0.0,-1.319,VALD3,,8.87,-6.5,-7.85,0.815,False,0,,uv1_019551,vacuum
Mn,II,1199.39262,0.0,-1.243,VALD3,,8.87,-6.5,-7.85,0.815,False,0,,uv1_019551,vacuum
Mn,II,1199.39298,0.0,-1.265,VALD3,,8.87,-6.5,-7.85,0.815,False,0,,uv1_019551,vacuum
Mn,II,1199.39333,0.0,-1.44,VALD3,,8.87,-6.5,-7.85,0.815,False,0,,uv1_019551,vacuum
Fe,II,1199.47789,1.0969,-1.932,VALD3,,8.71,-6.5,-7.729,0.31,False,0,,uv1_019551,vacuum
N,I,1199.55,0.0,-0.278,VALD3,,0.0,0.0,0.0,0.821,False,0,,uv1_019551,vacuum
Fe,II,1199.67232,2.6758,-0.259,VALD3,,8.84,-6.5,-7.767,0.146,False,0,,uv1_019551,vacuum
Cu,I,1199.98694,0.0,-1.866,VALD3,,7.25,-4.5,-7.49,0.052,False,0,,uv1_019551,vacuum
Cu,I,1199.98694,0.0,-1.152,VALD3,,8.22,-4.65,-7.48,0.231,False,0,,uv1_019551,vacuum
Cu,I,1199.98694,0.0,-1.291,VALD3,,7.79,-4.55,-7.49,0.181,False,0,,uv1_019551,vacuum
S,I,1200.10042,0.0711,-0.484,VALD3,,8.96,-4.07,-7.16,0.82,False,0,,uv1_019551,vacuum
N,I,1200.223,0.0,-0.459,VALD3,,0.0,0.0,0.0,0.822,False,0,,uv1_019551,vacuum
Cu,I,1200.22703,0.0,-1.497,VALD3,,7.59,-3.28,-6.73,0.124,False,0,,uv1_019551,vacuum
Fe,II,1200.24042,2.6919,-0.35,VALD3,,8.83,-6.49,-7.936,0.123,False,0,,uv1_019551,vacuum
Co,II,1200.56266,0.1178,-1.204,VALD3,,8.85,-6.54,-7.89,0.151,False,0,,uv1_019551,vacuum
N,I,1200.71,0.0,-0.762,VALD3,,0.0,0.0,0.0,0.819,False,0,,uv1_019551,vacuum
Fe,II,1200.89397,0.3865,-1.996,VALD3,,8.59,-6.64,-7.722,0.699,False,0,,uv1_019551,vacuum
Mn,II,1201.10995,0.0,-1.527,VALD3,,8.87,-6.5,-7.85,0.811,False,0,,uv1_019551,vacuum
Mn,II,1201.11053,0.0,-1.624,VALD3,,8.87,-6.5,-7.85,0.811,False,0,,uv1_019551,vacuum
Mn,II,1201.11078,0.0,-2.071,VALD3,,8.87,-6.5,-7.85,0.811,False,0,,uv1_019551,vacuum
Mn,II,1201.11136,0.0,-1.362,VALD3,,8.87,-6.5,-7.85,0.811,False,0,,uv1_019551,vacuum
Mn,II,1201.11232,0.0,-1.26,VALD3,,8.87,-6.5,-7.85,0.811,False,0,,uv1_019551,vacuum
Mn,II,1201.11274,0.0,-2.038,VALD3,,8.87,-6.5,-7.85,0.811,False,0,,uv1_019551,vacuum
Mn,II,1201.1137,0.0,-1.276,VALD3,,8.87,-6.5,-7.85,0.811,False,0,,uv1_019551,vacuum
Mn,II,1201.11504,0.0,-1.008,VALD3,,8.87,-6.5,-7.85,0.811,False,0,,uv1_019551,vacuum
Mn,II,1201.11564,0.0,-2.184,VALD3,,8.87,-6.5,-7.85,0.811,False,0,,uv1_019551,vacuum
Mn,II,1201.11698,0.0,-1.286,VALD3,,8.87,-6.5,-7.85,0.811,False,0,,uv1_019551,vacuum
Mn,II,1201.11871,0.0,-0.808,VALD3,,8.87,-6.5,-7.85,0.811,False,0,,uv1_019551,vacuum
Mn,II,1201.11947,0.0,-2.549,VALD3,,8.87,-6.5,-7.85,0.811,False,0,,uv1_019551,vacuum
Mn,II,1201.1212,0.0,-1.452,VALD3,,8.87,-6.5,-7.85,0.811,False,0,,uv1_019551,vacuum
Mn,II,1201.12331,0.0,-0.64,VALD3,,8.87,-6.5,-7.85,0.811,False,0,,uv1_019551,vacuum
Cl,I,1201.353,0.1094,-0.57,VALD3,,0.0,0.0,0.0,0.797,False,0,,uv1_019551,vacuum
Cu,I,1202.75301,0.0,-0.685,VALD3,,8.69,-3.89,-7.2,0.459,False,0,,uv1_019551,vacuum
Cu,I,1202.75301,0.0,-0.75,VALD3,,8.32,-3.83,-7.17,0.426,False,0,,uv1_019551,vacuum
Cu,I,1202.75301,0.0,-1.468,VALD3,,7.63,-3.83,-7.19,0.131,False,0,,uv1_019551,vacuum
