wavelength_obs_A,wavelength_ritz_A,fik,gi,aki_s-1,nist_grade,ref_transition_probability,ref_line,ei_eV,log_gf,nist_acc_pct,wavelength_A,nist_sigma_dex,canon_index,species,canon_log_gf,canon_hfs_n,delta_nist_minus_canon,canon_shared_with
7954.3793,7954.3674,0.00021,10.0,22000.0,D,T6892c83,L18349c145,11.4437749,-2.6777807052660805,50.0,7954.3793,0.17609125905568124,-1,Fe II,,,,0
7955.8774,7955.8777,0.012,6.0,2000000.0,D+,T6892c83,L18349c139,11.4405332,-1.1426675035687317,40.0,7955.8774,0.146128035678238,79438,Fe II,-1.129,1.0,-0.013667503568731698,1
7957.5906,7957.5901,0.003,10.0,260000.0,D+,T6892c83,L18349c139,11.4437749,-1.5228787452803376,40.0,7957.5906,0.146128035678238,-1,Fe II,,,,0
,7958.5582,4.3e-12,8.0,0.00061,E,T9588c100,,0.9863338,-10.46344155742847,100.0,7958.5582,0.3010299956639812,-1,Fe II,,,,0
7961.068,7961.0678,,14.0,,,,L18349c139,13.8429666,,,7961.068,,-1,Fe II,,,,0
7963.3741,7963.3729,0.0061,6.0,650000.0,D+,T6892c83,L18349c139,11.4405332,-1.4365189146055892,40.0,7963.3741,0.146128035678238,79449,Fe II,-1.434,1.0,-0.002518914605589284,1
7964.157,7964.1608,,12.0,,,,L18349c139,13.6087832,,,7964.157,,79451,Fe II,-1.356,1.0,,1
7969.0444,7969.0326,0.015,6.0,1600000.0,D+,T6892c83,L18349c148,9.735914,-1.0457574905606752,40.0,7969.0444,0.146128035678238,-1,Fe II,,,,0
7969.0444,7969.051,0.038,6.0,4000000.0,C+,T6892c83,L18349c148,11.3538714,-0.6420651529995463,18.0,7969.0444,0.07188200730612536,-1,Fe II,,,,0
7969.821,7969.8236,,6.0,,,,L18349c139,7.574617,,,7969.821,,79468,Fe II,-3.058,1.0,,1
7970.1754,7970.1743,0.017,6.0,1300000.0,D+,T6892c83,L18349c139,11.4474493,-0.9913998282380824,40.0,7970.1754,0.146128035678238,-1,Fe II,,,,0
7970.3285,7970.3287,,8.0,,,,L18349c139,12.3597808,,,7970.3285,,-1,Fe II,,,,0
7970.4376,7970.4367,0.024,8.0,2500000.0,C+,T6892c83,L18349c139,9.7002396,-0.7166987712964504,18.0,7970.4376,0.07188200730612536,79469,Fe II,-0.72,1.0,0.0033012287035495413,1
7973.026,7973.021,,6.0,,,,L18349c148,11.4927646,,,7973.026,,79478,Fe II,-4.218,1.0,,1
7973.026,7973.0569,0.0016,14.0,190000.0,E,T6892c83,L18349c148,12.1665863,-1.6497519816658373,100.0,7973.026,0.3010299956639812,-1,Fe II,,,,0
7974.691,7974.6908,0.0015,10.0,190000.0,D+,T6892c83,L18349c139,9.6536143,-1.8239087409443189,40.0,7974.691,0.146128035678238,79484,Fe II,-1.835,1.0,0.01109125905568109,1
,7975.2177,9.04e-10,12.0,0.0812,C+,T8961,,2.52186911,-7.964650323477012,18.0,7975.2177,0.07188200730612536,79491,Fe II,-7.8644,2.0,-0.10025032347701224,1
7975.9148,7975.9153,,4.0,,,,L18349c139,5.58476799,,,7975.9148,,79494,Fe II,-3.484,1.0,,1
7976.64,7976.6303,0.0007,6.0,110000.0,D,T6892c83,L18349c148,11.4474493,-2.3767507096020997,50.0,7976.64,0.17609125905568124,-1,Fe II,,,,0
7976.64,7976.6411,,8.0,,,,L18349c148,11.6529591,,,7976.64,,79500,Fe II,-4.408,1.0,,1
7981.9111,7981.9111,0.028,10.0,2900000.0,C+,T6892c83,L18349c148,9.6536143,-0.5528419686577808,18.0,7981.9111,0.07188200730612536,79510,Fe II,-0.56,1.0,0.007158031342219262,1
7981.9111,7981.8939,0.0023,4.0,240000.0,D+,T6892c83,L18349c148,11.2321638,-2.036212172654445,40.0,7981.9111,0.146128035678238,-1,Fe II,,,,0
7984.621,7984.6218,,12.0,,,,L18349c139,13.6127714,,,7984.621,,79520,Fe II,-2.474,1.0,,1
7987.32,7987.3324,,6.0,,,,L18349c139,10.6229357,,,7987.32,,-1,Fe II,,,,0
7988.135,7988.1238,0.0025,8.0,210000.0,D+,T6892c83,L18349c139,11.3033835,-1.6989700043360187,40.0,7988.135,0.146128035678238,-1,Fe II,,,,0
7991.353,7991.3529,0.013,6.0,2000000.0,D+,T6892c83,L18349c139,11.4474493,-1.1079053973095196,40.0,7991.353,0.146128035678238,79532,Fe II,-1.116,1.0,0.008094602690480457,1
7992.449,7992.4492,,10.0,,,,L18349c139,13.6463166,,,7992.449,,79535,Fe II,-0.907,1.0,,1
7996.6952,7996.6968,0.0064,8.0,900000.0,D+,T6892c83,L18349c139,11.195851,-1.2907300390241692,40.0,7996.6952,0.146128035678238,79553,Fe II,-1.292,1.0,0.001269960975830875,1
7998.042,7998.046,,10.0,,,,L18349c139,12.3455088,,,7998.042,,-1,Fe II,,,,0
7998.7,7998.7052,,10.0,,,,L18349c139,12.2056752,,,7998.7,,-1,Fe II,,,,0
8005.092,8005.0946,0.0015,4.0,160000.0,D+,T6892c83,L18349c139,11.2366645,-2.221848749616356,40.0,8005.092,0.146128035678238,79567,Fe II,-2.034,1.0,-0.18784874961635634,1
8005.281,8005.2735,0.0012,6.0,130000.0,D+,T6892c83,L18349c139,11.4088681,-2.1426675035687315,40.0,8005.281,0.146128035678238,-1,Fe II,,,,0
8007.861,8007.8615,,10.0,,,,L18349c139,12.3455088,,,8007.861,,-1,Fe II,,,,0
8008.6474,8008.6473,0.009,4.0,1000000.0,D+,T6892c83,L18349c139,9.7607579,-1.4436974992327127,40.0,8008.6474,0.146128035678238,-1,Fe II,,,,0
8010.874,8010.8754,0.0027,6.0,420000.0,D+,T6892c83,L18349c139,11.2377818,-1.790484985457369,40.0,8010.874,0.146128035678238,-1,Fe II,,,,0
8016.917,8016.9185,0.0063,2.0,330000.0,D+,T6892c83,L18349c139,11.2389481,-1.899629454882437,40.0,8016.917,0.146128035678238,79590,Fe II,-1.901,1.0,0.0013705451175629602,1
8020.2994,8020.2996,0.0221,6.0,2300000.0,C+,T6892c83,L18349c139,11.4405332,-0.8774564759312456,18.0,8020.2994,0.07188200730612536,-1,Fe II,,,,0
8023.5863,8023.608,,8.0,,,,L18349c145,11.5466334,,,8023.5863,,-1,Fe II,,,,0
8027.353,8027.3533,0.0021,4.0,150000.0,E,T6892c83,L18349c139,12.1646572,-2.0757207139381184,100.0,8027.353,0.3010299956639812,79616,Fe II,-1.317,1.0,-0.7587207139381185,1
8029.561,8029.5887,,6.0,,,,L18349c139,7.5682105,,,8029.561,,-1,Fe II,,,,0
8030.476,8030.474,,4.0,,,,L18349c139,5.58476799,,,8030.476,,79619,Fe II,-5.009,1.0,,1
8031.419,8031.4187,,10.0,,,,L18349c139,13.6196626,,,8031.419,,-1,Fe II,,,,0
8032.317,8032.3299,,10.0,,,,L18349c139,11.4594834,,,8032.317,,-1,Fe II,,,,0
8034.248,8034.2426,0.00015,10.0,16000.0,E,T6892c83,L18349c139,11.6616719,-2.8239087409443187,100.0,8034.248,0.3010299956639812,-1,Fe II,,,,0
8036.9884,8036.9889,0.00036,8.0,50000.0,D,T6892c83,L18349c139,7.5576776,-2.540607512240769,50.0,8036.9884,0.17609125905568124,79637,Fe II,-2.547,1.0,0.00639248775923118,1
8037.281,8037.2809,4.61e-11,6.0,0.00476,D+,"T9588,T10588c104",L22760,1.04046986,-9.558147824226708,40.0,8037.281,0.146128035678238,79641,Fe II,-9.2162,2.0,-0.34194782422670755,1
8038.666,8038.6594,0.0035,10.0,300000.0,D+,T6892c83,L18349c139,11.4594834,-1.4559319556497243,40.0,8038.666,0.146128035678238,-1,Fe II,,,,0
8042.724,8042.718,,6.0,,,,L18349c139,11.9371037,,,8042.724,,-1,Fe II,,,,0
8043.8158,8043.815,,8.0,,,,L18349c139,13.6562198,,,8043.8158,,79652,Fe II,-0.285,1.0,,1
,8044.833,3.3e-10,4.0,0.034,E,T8961,,3.19725263,-8.87942606879415,100.0,8044.833,0.3010299956639812,79658,Fe II,-8.9834,2.0,0.10397393120585008,1
8045.2686,8045.2676,0.02,2.0,2000000.0,D+,T6892c83,L18349c139,11.2626611,-1.3979400086720375,40.0,8045.2686,0.146128035678238,79661,Fe II,-1.4,1.0,0.0020599913279624182,1
8045.647,8045.649,0.0045,6.0,350000.0,D+,T6892c83,L18349c139,11.3538714,-1.5686362358410126,40.0,8045.647,0.146128035678238,79662,Fe II,-1.566,1.0,-0.0026362358410125797,1
8048.072,8048.0708,,8.0,,,,L18349c139,12.3597808,,,8048.072,,-1,Fe II,,,,0
8048.2778,8048.2781,0.0029,10.0,250000.0,D+,T6892c83,L18349c139,11.4278331,-1.537602002101044,40.0,8048.2778,0.146128035678238,-1,Fe II,,,,0
8056.3544,8056.3529,0.012,6.0,1200000.0,D+,T6892c83,L18349c148,11.4474493,-1.1426675035687317,40.0,8056.3544,0.146128035678238,79690,Fe II,-3.647,1.0,2.5043324964312683,1
8056.3544,8056.3549,,4.0,,,,L18349c148,11.2321638,,,8056.3544,,79691,Fe II,-2.059,1.0,,1
8057.497,8057.4983,,6.0,,,,L18349c139,12.3766049,,,8057.497,,79696,Fe II,-0.083,1.0,,1
8057.878,8057.8795,,10.0,,,,L18349c139,13.6589094,,,8057.878,,-1,Fe II,,,,0
8059.3503,8059.3483,,12.0,,,,L18349c148,13.6087832,,,8059.3503,,-1,Fe II,,,,0
,8059.8071,8.5e-12,4.0,0.00044,E,T8961,,2.27642922,-10.468521082957745,100.0,8059.8071,0.3010299956639812,-1,Fe II,,,,0
8060.15,8060.1592,0.0008,6.0,120000.0,D,T6892c83,L18349c139,6.80308,-2.318758762624413,50.0,8060.15,0.17609125905568124,-1,Fe II,,,,0
8063.182,8063.1574,,10.0,,,,L18349c139,6.72907574,,,8063.182,,-1,Fe II,,,,0
8064.285,8064.2846,0.018,6.0,1400000.0,D+,T6892c83,L18349c139,9.9045425,-0.9665762445130504,40.0,8064.285,0.146128035678238,79708,Fe II,-0.957,1.0,-0.009576244513050391,1
8067.5056,8067.5039,0.11,4.0,7500000.0,D+,T6892c83,L18349c139,12.1646572,-0.3565473235138126,40.0,8067.5056,0.146128035678238,79718,Fe II,-0.522,1.0,0.16545267648618744,1
8067.8897,8067.8906,,14.0,,,,L18349c139,13.6287933,,,8067.8897,,-1,Fe II,,,,0
8069.7177,8069.718,0.04,6.0,4100000.0,C+,T6892c83,L18349c139,9.9045425,-0.619788758288394,18.0,8069.7177,0.07188200730612536,79722,Fe II,-0.619,1.0,-0.0007887582883939759,1
8069.95,8069.9538,,4.0,,,,L18349c139,10.5310027,,,8069.95,,-1,Fe II,,,,0
8071.7531,8071.7535,,10.0,,,,L18349c139,13.6273745,,,8071.7531,,-1,Fe II,,,,0
8072.264,8072.2612,,8.0,,,,L18349c139,11.2553628,,,8072.264,,79725,Fe II,-3.948,1.0,,1
8072.3859,8072.3863,,8.0,,,,L18349c139,12.3597808,,,8072.3859,,79727,Fe II,-0.321,1.0,,1
8075.1502,8075.1621,,10.0,,,,L18349c148,11.4594834,,,8075.1502,,-1,Fe II,,,,0
8075.2217,8075.252,,6.0,,,,L18349c145,11.579555,,,8075.2217,,-1,Fe II,,,,0
,8077.5172,5.3e-10,4.0,0.036,D,T8961,,3.19725263,-8.67366413907125,50.0,8077.5172,0.17609125905568124,79743,Fe II,-8.821,2.0,0.1473358609287505,1
8078.2578,8078.2563,0.017,6.0,1300000.0,D+,T6892c83,L18349c139,11.4474493,-0.9913998282380824,40.0,8078.2578,0.146128035678238,-1,Fe II,,,,0
8079.2271,8079.2271,0.017,12.0,1800000.0,E,T6892c83,L18349c139,12.1870155,-0.6903698325741012,100.0,8079.2271,0.3010299956639812,-1,Fe II,,,,0
8079.9654,8079.991,0.0022,4.0,150000.0,D+,T6892c83,L18349c145,11.2366645,-2.0555173278498313,40.0,8079.9654,0.146128035678238,-1,Fe II,,,,0
8080.2999,8080.3019,,12.0,,,,L18349c139,13.6127714,,,8080.2999,,-1,Fe II,,,,0
8080.5464,8080.5327,,2.0,,,,L18349c148,5.604888,,,8080.5464,,-1,Fe II,,,,0
8083.892,8083.8815,,4.0,,,,L18349c148,5.58476799,,,8083.892,,-1,Fe II,,,,0
8083.892,8083.904,0.0012,4.0,250000.0,D,T6892c83,L18349c148,11.2700245,-2.318758762624413,50.0,8083.892,0.17609125905568124,-1,Fe II,,,,0
8084.0164,8084.0165,,10.0,,,,L18349c139,12.3455088,,,8084.0164,,79755,Fe II,-0.079,1.0,,1
8085.8782,8085.8806,0.0057,6.0,580000.0,D+,T6892c83,L18349c139,11.2377818,-1.465973893943865,40.0,8085.8782,0.146128035678238,79767,Fe II,-1.464,1.0,-0.001973893943864935,1
8090.812,8090.8088,0.0005,6.0,80000.0,D,T6892c83,L18349c139,11.4405332,-2.5228787452803374,50.0,8090.812,0.17609125905568124,-1,Fe II,,,,0
8091.174,8091.1762,0.009,2.0,900000.0,D+,T6892c83,L18349c139,9.775414,-1.744727494896694,40.0,8091.174,0.146128035678238,79776,Fe II,-1.763,1.0,0.018272505103305914,1
8093.656,8093.6556,0.035,10.0,4400000.0,C+,T6892c83,L18349c139,11.1638849,-0.4559319556497243,18.0,8093.656,0.07188200730612536,79785,Fe II,-0.46,1.0,0.004068044350275746,1
8096.648,8096.661,,4.0,,,,L18349c139,11.4345108,,,8096.648,,-1,Fe II,,,,0
8098.3843,8098.3867,0.02,4.0,1300000.0,D+,T6892c83,L18349c148,9.7607579,-1.0969100130080565,40.0,8098.3843,0.146128035678238,79801,Fe II,-1.104,1.0,0.007089986991943631,1
8101.4836,8101.483,0.075,6.0,11500000.0,B+,T6892c83,L18349c139,9.9045425,-0.3467874862246564,7.0,8101.4836,0.029383777685209667,79802,Fe II,-0.344,1.0,-0.0027874862246564103,1
8103.39,8103.3604,,4.0,,,,L18349c145,8.5923636,,,8103.39,,-1,Fe II,,,,0
8104.512,8104.5074,,8.0,,,,L18349c139,7.5824802,,,8104.512,,79813,Fe II,-4.19,1.0,,1
8107.298,8107.292,,6.0,,,,L18349c139,5.5891955,,,8107.298,,-1,Fe II,,,,0
8107.4,8107.423,,6.0,,,,L18349c146,11.518046,,,8107.4,,-1,Fe II,,,,0
8109.7764,8109.7761,0.0052,10.0,660000.0,D+,T6892c83,L18349c139,11.1669291,-1.2839966563652008,40.0,8109.7764,0.146128035678238,-1,Fe II,,,,0
8110.4842,8110.4854,,12.0,,,,L18349c139,13.6688867,,,8110.4842,,-1,Fe II,,,,0
8113.387,8113.3842,,8.0,,,,L18349c148,13.6352538,,,8113.387,,79832,Fe II,-0.932,1.0,,1
8113.387,8113.3888,,12.0,,,,L18349c148,13.8721967,,,8113.387,,79833,Fe II,-1.324,1.0,,1
8114.866,8114.864,,8.0,,,,L18349c139,11.5466334,,,8114.866,,79837,Fe II,-4.777,1.0,,1
8116.7669,8116.7654,,10.0,,,,L18349c139,13.6196626,,,8116.7669,,79842,Fe II,-0.524,1.0,,1
8118.8901,8118.8906,,10.0,,,,L18349c139,12.3455088,,,8118.8901,,-1,Fe II,,,,0
,8119.1766,4.9e-12,6.0,0.00074,E,T8961,,1.67061856,-10.531652669587842,100.0,8119.1766,0.3010299956639812,-1,Fe II,,,,0
8132.4609,8132.4595,0.0028,10.0,230000.0,D+,T6892c83,L18349c148,11.4437749,-1.5528419686577808,40.0,8132.4609,0.146128035678238,79877,Fe II,-1.554,1.0,0.0011580313422192567,1
8132.4609,8132.4668,,12.0,,,,L18349c148,12.718917,,,8132.4609,,-1,Fe II,,,,0
8136.9599,8136.9586,,6.0,,,,L18349c139,12.3766049,,,8136.9599,,79897,Fe II,-0.534,1.0,,1
8137.181,8137.1812,,12.0,,,,L18349c139,12.718917,,,8137.181,,79899,Fe II,0.543,1.0,,1
8139.006,8139.031,,2.0,,,,L18349c145,11.4627564,,,8139.006,,-1,Fe II,,,,0
8140.09,8140.0838,0.0028,4.0,190000.0,D+,T6892c83,L18349c139,11.4345108,-1.9507819773298185,40.0,8140.09,0.146128035678238,-1,Fe II,,,,0
8140.6118,8140.5876,,6.0,,,,L18349c145,13.640359,,,8140.6118,,-1,Fe II,,,,0
8141.7916,8141.7915,0.053,2.0,2700000.0,D+,T6892c83,L18349c139,11.2626611,-0.9746941347352298,40.0,8141.7916,0.146128035678238,79904,Fe II,-0.977,1.0,0.0023058652647701683,1
8146.1697,8146.1708,,16.0,,,,L18349c148,13.587632,,,8146.1697,,79915,Fe II,0.69,1.0,,1
8146.1697,8146.1881,,8.0,,,,L18349c148,11.4256589,,,8146.1697,,-1,Fe II,,,,0
8150.9514,8150.9509,,4.0,,,,L18349c139,12.1747693,,,8150.9514,,-1,Fe II,,,,0
8151.602,8151.6181,,12.0,,,,L18349c139,5.20337749,,,8151.602,,-1,Fe II,,,,0
8157.5714,8157.5714,0.065,6.0,4900000.0,C+,T6892c83,L18349c139,9.735914,-0.4089353929735008,18.0,8157.5714,0.07188200730612536,79946,Fe II,-0.412,1.0,0.0030646070264991887,1
8159.972,8159.9711,,8.0,,,,L18349c139,12.3597808,,,8159.972,,-1,Fe II,,,,0
8160.9684,8160.9429,0.0057,8.0,800000.0,D+,T6892c83,L18349c148,9.7002396,-1.341035157335565,40.0,8160.9684,0.146128035678238,-1,Fe II,,,,0
8160.9684,8160.9742,,10.0,,,,L18349c148,13.6463166,,,8160.9684,,-1,Fe II,,,,0
8161.8145,8161.8151,,6.0,,,,L18349c139,12.3766049,,,8161.8145,,-1,Fe II,,,,0
8164.836,8164.84,,14.0,,,,L18349c139,13.5911111,,,8164.836,,79957,Fe II,-0.977,1.0,,1
8172.909,8172.9187,,4.0,,,,L18349c139,12.1747693,,,8172.909,,-1,Fe II,,,,0
8176.527,8176.5156,0.0014,8.0,140000.0,D+,T6892c83,L18349c139,11.4256589,-1.9507819773298185,40.0,8176.527,0.146128035678238,-1,Fe II,,,,0
8179.6927,8179.6934,0.008,8.0,1000000.0,D+,T6892c83,L18349c139,11.2553628,-1.193820026016113,40.0,8179.6927,0.146128035678238,-1,Fe II,,,,0
8180.3658,8180.357,,8.0,,,,L18349c145,11.9466897,,,8180.3658,,-1,Fe II,,,,0
8181.363,8181.3628,0.046,4.0,4500000.0,C+,T6892c83,L18349c139,11.2700245,-0.7351821769904635,18.0,8181.363,0.07188200730612536,-1,Fe II,,,,0
8182.2215,8182.2186,0.07,14.0,7000000.0,D,T6892c83,L18349c139,12.1665863,-0.0087739243075051,50.0,8182.2215,0.17609125905568124,-1,Fe II,,,,0
8182.8741,8182.8709,0.011,6.0,1700000.0,D+,T6892c83,L18349c139,11.2703037,-1.1804560644581312,40.0,8182.8741,0.146128035678238,79991,Fe II,-1.172,1.0,-0.008456064458131296,1
8185.98,8185.9578,,10.0,,,,L18349c139,9.0075386,,,8185.98,,-1,Fe II,,,,0
8186.7951,8186.7964,,2.0,,,,L18349c148,8.9532696,,,8186.7951,,80004,Fe II,-5.968,1.0,,1
8188.54,8188.5338,0.0018,4.0,120000.0,D+,T6892c83,L18349c139,11.2321638,-2.1426675035687315,40.0,8188.54,0.146128035678238,-1,Fe II,,,,0
8190.6364,8190.637,0.0037,10.0,360000.0,D+,T6892c83,L18349c139,9.6536143,-1.431798275933005,40.0,8190.6364,0.146128035678238,80012,Fe II,-1.436,1.0,0.004201724066994927,1
8193.6976,8193.6948,,6.0,,,,L18349c139,10.1219773,,,8193.6976,,80016,Fe II,-4.486,1.0,,1
,8198.9735,5.12e-10,4.0,0.0254,C+,T8961,,2.64185518,-8.688670047696206,18.0,8198.9735,0.07188200730612536,-1,Fe II,,,,0
8200.0413,8200.0378,,4.0,,,,L18349c139,12.3883229,,,8200.0413,,-1,Fe II,,,,0
8200.4913,8200.4912,,8.0,,,,L18349c139,13.6352538,,,8200.4913,,-1,Fe II,,,,0
8202.324,8202.3314,,8.0,,,,L18349c139,13.6590048,,,8202.324,,-1,Fe II,,,,0
8203.782,8203.7859,,12.0,,,,L18349c139,13.6358609,,,8203.782,,80034,Fe II,-1.229,1.0,,1
,8206.1894,7.4e-11,8.0,0.0098,E,T8961,,3.22131344,-9.22767829327708,100.0,8206.1894,0.3010299956639812,80044,Fe II,-9.4016,2.0,0.17392170672292018,1
8207.1469,8207.1466,0.0134,10.0,1330000.0,C+,T6892c83,L18349c139,9.6536143,-0.8728952016351923,18.0,8207.1469,0.07188200730612536,80047,Fe II,-0.872,1.0,-0.0008952016351922998,1
8208.933,8208.9641,0.00043,4.0,28000.0,D,T6892c83,L18349c148,7.4937341,-2.7644715530924513,50.0,8208.933,0.17609125905568124,-1,Fe II,,,,0
8209.849,8209.8432,0.0016,6.0,150000.0,D+,T6892c83,L18349c139,11.4474493,-2.0177287669604316,40.0,8209.849,0.146128035678238,-1,Fe II,,,,0
8210.532,8210.5114,0.0007,4.0,44000.0,D,T6892c83,L18349c139,12.1646572,-2.552841968657781,50.0,8210.532,0.17609125905568124,-1,Fe II,,,,0
8211.094,8211.0873,0.008,4.0,500000.0,D+,T6892c83,L18349c139,9.7607579,-1.494850021680094,40.0,8211.094,0.146128035678238,-1,Fe II,,,,0
8212.9601,8212.9531,0.013,4.0,900000.0,D+,T6892c83,L18349c145,11.2366645,-1.2839966563652008,40.0,8212.9601,0.146128035678238,-1,Fe II,,,,0
8217.152,8217.15,0.0016,10.0,130000.0,D+,T6892c83,L18349c139,11.4594834,-1.7958800173440752,40.0,8217.152,0.146128035678238,80084,Fe II,-1.798,1.0,0.0021199826559248347,1
8219.0384,8219.0382,0.096,6.0,9500000.0,B+,T6892c83,L18349c139,11.2377818,-0.2395775165767879,7.0,8219.0384,0.029383777685209667,80090,Fe II,-0.238,1.0,-0.001577516576787924,1
8221.3141,8221.3132,0.034,8.0,3400000.0,C+,T6892c83,L18349c139,9.7002396,-0.5654310959658012,18.0,8221.3141,0.07188200730612536,80091,Fe II,-0.561,1.0,-0.004431095965801157,1
8221.7861,8221.7859,,8.0,,,,L18349c139,13.6895752,,,8221.7861,,-1,Fe II,,,,0
8222.222,8222.2234,,10.0,,,,L18349c139,5.22157443,,,8222.222,,80092,Fe II,-4.299,1.0,,1
8226.901,8226.9042,0.035,4.0,2300000.0,C+,T6892c83,L18349c139,9.9408057,-0.8538719643217619,18.0,8226.901,0.07188200730612536,80106,Fe II,-0.855,1.0,0.0011280356782380485,1
,8228.1347,1.61e-10,4.0,0.0106,C+,T9588c100,,1.07624119,-9.191114132640188,18.0,8228.1347,0.07188200730612536,80112,Fe II,-9.2805,2.0,0.08938586735981247,1
8228.9881,8228.9873,0.204,8.0,16100000.0,B+,T6892c83,L18349c139,9.7002396,0.2127201544178423,7.0,8228.9881,0.029383777685209667,80114,Fe II,0.213,1.0,-0.00027984558215768396,1
8229.205,8229.2047,,10.0,,,,L18349c139,13.6589094,,,8229.205,,-1,Fe II,,,,0
8233.587,8233.612,,12.0,,,,L18349c145,12.6886004,,,8233.587,,-1,Fe II,,,,0
8237.1688,8237.1676,0.068,4.0,13300000.0,C+,T6892c83,L18349c139,9.9408057,-0.5654310959658012,18.0,8237.1688,0.07188200730612536,80124,Fe II,-0.568,1.0,0.002568904034198738,1
8237.916,8237.9183,0.0021,8.0,280000.0,D+,T6892c83,L18349c139,9.8492422,-1.7746907182741372,40.0,8237.916,0.146128035678238,80128,Fe II,-1.774,1.0,-0.0006907182741371365,1
,8245.1575,1.58e-11,6.0,0.00155,D+,T8961,,1.04046986,-10.023191662661931,40.0,8245.1575,0.146128035678238,80144,Fe II,-10.462,2.0,0.43880833733806845,1
8247.7217,8247.6994,,4.0,,,,L18349c145,5.61522263,,,8247.7217,,-1,Fe II,,,,0
8250.354,8250.3527,,10.0,,,,L18349c139,5.22157443,,,8250.354,,80155,Fe II,-3.35,1.0,,1
8250.701,8250.6884,0.0008,14.0,100000.0,E,T6892c83,L18349c139,12.1665863,-1.9507819773298185,100.0,8250.701,0.3010299956639812,-1,Fe II,,,,0
,8252.3863,1.12e-11,4.0,0.0011,C,T9907,,1.6952613,-10.348721986001856,25.0,8252.3863,0.09691001300805642,-1,Fe II,,,,0
8254.3093,8254.2812,,6.0,,,,L18349c145,11.7394541,,,8254.3093,,-1,Fe II,,,,0
8254.415,8254.4134,0.0011,10.0,110000.0,D+,T6892c83,L18349c139,11.4437749,-1.9586073148417749,40.0,8254.415,0.146128035678238,80162,Fe II,-1.942,1.0,-0.01660731484177491,1
,8256.1817,1e-10,6.0,0.0098,D+,T8961,,3.23045937,-9.221848749616356,40.0,8256.1817,0.146128035678238,80170,Fe II,-9.438,2.0,0.21615125038364447,1
,8259.3795,8.77e-10,10.0,0.0714,C+,T8961,,2.57958587,-8.057000406633959,18.0,8259.3795,0.07188200730612536,-1,Fe II,,,,0
8259.626,8259.6101,0.0039,4.0,250000.0,D+,T6892c83,L18349c139,11.2700245,-1.8068754016455384,40.0,8259.626,0.146128035678238,-1,Fe II,,,,0
8259.849,8259.841,0.0008,8.0,60000.0,D+,T6892c83,L18349c139,11.417586,-2.193820026016113,40.0,8259.849,0.146128035678238,-1,Fe II,,,,0
8261.005,8261.0065,,12.0,,,,L18349c139,13.6087832,,,8261.005,,-1,Fe II,,,,0
8261.1466,8261.1471,0.0069,6.0,670000.0,D+,T6892c83,L18349c148,11.2703037,-1.3829996588791011,40.0,8261.1466,0.146128035678238,-1,Fe II,,,,0
8261.1466,8261.156,,6.0,,,,L18349c148,11.4088681,,,8261.1466,,-1,Fe II,,,,0
8266.1986,8266.1978,0.065,8.0,6300000.0,B+,T6892c83,L18349c139,11.195851,-0.2839966563652008,7.0,8266.1986,0.029383777685209667,80202,Fe II,-0.286,1.0,0.002003343634799204,1
8273.4573,8273.4608,,4.0,,,,L18349c139,7.4937341,,,8273.4573,,80211,Fe II,-3.056,1.0,,1
8280.5123,8280.5116,0.095,4.0,18500000.0,C+,T6892c83,L18349c139,11.2321638,-0.4202164033831898,18.0,8280.5123,0.07188200730612536,-1,Fe II,,,,0
8281.657,8281.6612,,10.0,,,,L18349c139,12.3455088,,,8281.657,,-1,Fe II,,,,0
8282.593,8282.593,0.138,4.0,13400000.0,B+,T6892c83,L18349c139,11.2885412,-0.2580609222708011,7.0,8282.593,0.029383777685209667,80222,Fe II,-0.258,1.0,-6.092227080106705e-05,1
8283.0239,8283.0233,,12.0,,,,L18349c139,13.6127714,,,8283.0239,,80224,Fe II,-0.577,1.0,,1
8284.0558,8284.0789,,12.0,,,,L18349c148,13.6688867,,,8284.0558,,-1,Fe II,,,,0
8284.0558,8284.0528,0.0196,6.0,2900000.0,C+,T6892c83,L18349c148,9.735914,-0.9295926782598803,18.0,8284.0558,0.07188200730612536,80225,Fe II,-2.474,1.0,1.54440732174012,1
8285.4993,8285.4994,0.127,2.0,12300000.0,C+,T6892c83,L18349c139,11.3073311,-0.595166283380062,18.0,8285.4993,0.07188200730612536,80230,Fe II,-0.596,1.0,0.0008337166199380297,1
8286.6925,8286.6924,0.0015,6.0,110000.0,E,T6892c83,L18349c139,12.0893786,-2.0457574905606752,100.0,8286.6925,0.3010299956639812,80236,Fe II,-1.753,1.0,-0.29275749056067535,1
8287.5888,8287.5895,0.056,8.0,5500000.0,B+,T6892c83,L18349c139,9.7002396,-0.348721986001856,7.0,8287.5888,0.029383777685209667,80239,Fe II,-0.345,1.0,-0.003721986001856026,1
8287.8778,8287.8774,0.56,10.0,45000000.0,B+,T6892c83,L18349c139,9.6536143,0.7481880270062005,7.0,8287.8778,0.029383777685209667,80240,Fe II,0.749,1.0,-0.0008119729937995368,1
8291.7647,8291.764,0.227,4.0,44000000.0,B+,T6892c83,L18349c139,11.3084614,-0.0419141514789148,7.0,8291.7647,0.029383777685209667,80242,Fe II,-0.042,1.0,8.584852108520225e-05,1
